patients	pseudospace	ratio	cor_mock
KD0d_A	66.4623600683201	outer	0.503288020342988
KD0d_B	66.4623600683201	outer	0.515130649530586
KD0d_C	66.4623600683201	outer	0.506949336076194
KD1d_A	56.8483671635911	inner	0.569784550602548
KD1d_B	56.8483671635911	inner	0.566104116298759
KD1d_C	56.8483671635911	inner	0.576329078254842
KD3d_A	67.7288902390609	outer	0.564161934710143
KD3d_B	64.029252707643	outer	0.575025601862817
KD3d_C	64.029252707643	outer	0.576255385473907
WT0d_A	57.6522622162648	inner	0.496499281656047
WT0d_B	59.1946159450829	inner	0.499875749483918
WT0d_C	60.8528489365084	inner	0.504486327382564
WT1d_A	58.8838473107469	inner	0.556346223160427
WT1d_B	59.4474867641603	neutral	0.560455885052375
WT1d_C	57.5858220784499	inner	0.556470518881912
WT3d_A	55.5901374313611	inner	0.522023427402883
WT3d_B	54.9265397044181	inner	0.52814946638433
WT3d_C	55.5901374313611	inner	0.52383493930824
