patients	pseudospace	ratio	cor_tgfb
KD0d_A	73.8475269709203	outer	0.517701868023831
KD0d_B	72.8426038361603	outer	0.530392540124593
KD0d_C	73.8475269709203	outer	0.523091802761725
KD1d_A	48.0984427595495	inner	0.589439540082135
KD1d_B	48.4948366323243	inner	0.5835247632793
KD1d_C	47.8153052253647	neutral	0.5916443214562
KD3d_A	53.2455275816392	outer	0.585324869759307
KD3d_B	51.0076002984833	neutral	0.595892810390442
KD3d_C	51.0076002984833	neutral	0.59736204458984
WT0d_A	50.0828168219946	inner	0.538904599931421
WT0d_B	50.0828168219946	inner	0.541031405858052
WT0d_C	50.0828168219946	inner	0.541556234894269
WT1d_A	51.8332044181724	outer	0.574002629931133
WT1d_B	51.8332044181724	outer	0.575215397536056
WT1d_C	53.307973691206	outer	0.575476759755138
WT3d_A	44.3201753142365	inner	0.575979778879305
WT3d_B	43.0497215355572	inner	0.575272425800205
WT3d_C	43.0497215355572	inner	0.572594819127601
