patients	mock	mock_ratio	cor_mock	tgfb	tgfb_ratio	cor_tgfb
BC01_Pooled	55.3282906592727	outer	0.4641706923509	50.6604703253906	inner	0.449190002815233
BC02_Pooled	57.4342978724072	outer	0.468526407414794	59.3776594246986	inner	0.467128575947409
BC03_Pooled	53.3534010264509	inner	0.396446777005547	60.0576277575849	inner	0.415592671268101
BC03LN_Pooled	61.3479085887956	outer	0.467164034290092	90.1444654149495	inner	0.465795951665824
BC04_Pooled	61.9473985695809	outer	0.476219394860235	82.611240810024	outer	0.477110863031698
BC05_Pooled	57.2616487076267	outer	0.497684783893983	80.2975384952343	inner	0.491435692687478
BC08_Pooled	58.745273750516	outer	0.448840210903143	54.2120714293425	neutral	0.441418369489181
BC10_Pooled	57.8298302044624	outer	0.444931299264231	62.4387343432579	inner	0.455530629652679
BC11_Pooled	60.4573014659422	outer	0.45109622302185	77.7464165495266	outer	0.45390200420584
BC01_02	50.597274080998	neutral	0.408899326979537	47.9607105523725	neutral	0.413340991782655
BC01_03	57.9616963619962	inner	0.451656828066009	86.048788858846	neutral	0.443746691125118
BC01_04	53.7459908925531	inner	0.366277883748798	50.7362571535979	outer	0.381212114974657
BC01_05	54.9659839117052	inner	0.404848466014785	52.8287710041302	outer	0.411541716821167
BC01_06	55.5643764661155	inner	0.373618802824472	48.1654085129513	outer	0.385817290979497
BC01_08	52.9349609039887	inner	0.390364723708986	45.8248606187497	outer	0.397507525626661
BC01_10	52.6991868121176	inner	0.398790911227298	47.3600841662216	outer	0.416566417402689
BC01_12	54.3646929911447	inner	0.382129742207287	42.0721124016748	inner	0.394347906706526
BC01_33	53.257387694881	inner	0.396014987603254	49.8124105786478	outer	0.41656736072427
BC01_34	52.6414043188725	inner	0.391803819764006	44.9451896912718	neutral	0.405070206380181
BC01_53	51.7867916860695	inner	0.425471816194047	42.9421814990573	neutral	0.425248564701407
BC01_55	53.2905347380456	inner	0.425409963211037	50.3393619842133	outer	0.426490214331859
BC01_57	53.8485231157922	inner	0.367820234491864	37.5807168949669	inner	0.381649197692641
BC01_66	53.6785239900757	inner	0.369100104864454	49.1559402857963	outer	0.384410337073024
