geneSymbol,No Dox,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7
TSPAN6,38.47609667,30.94388867,29.527003,27.99865933,28.00290333,23.78262333,27.310886,24.41831233
TNMD,0,0,0.048960133,0.019131233,0.0394826,0.0062791,0.0227295,0.03012527
DPM1,43.96474266,47.52839814,39.39358085,43.82836452,37.6409231,49.67787232,44.19611179,39.82282154
SCYL3,7.833722667,6.649795667,6.794211377,7.123716767,7.195174178,6.279240333,6.982185467,6.9304985
C1orf112,15.31095458,16.60728253,10.07115747,12.75767909,7.267835767,11.78526215,4.5880364,10.28404483
FGR,0.019490182,0.025165991,0.029609503,0.044168308,0.105551942,0.118496852,0.141971871,0.050984117
CFH,28.62766271,24.8731992,46.04093941,51.14754251,85.05704763,49.96278467,86.77444633,94.27972253
FUCA2,31.29459067,33.56094708,29.95259235,32.12517367,26.20757467,36.46221044,30.17492081,27.50630616
GCLC,43.47107484,40.45820639,30.73348922,30.24862444,28.31575692,30.74207222,21.4289797,29.54230223
NFYA,12.65012333,13.16574333,14.19635333,12.53689333,12.05612,11.434507,10.18692667,12.66314
STPG1,6.545953165,6.730363263,7.632945208,5.446349427,4.648708109,5.398944369,4.056156185,3.761309559
NIPAL3,24.61693918,20.96096627,29.65882137,22.58129449,26.97766852,13.51471343,18.28331927,19.25405148
LAS1L,30.4559271,32.44491854,22.66468863,27.42928707,20.93622667,35.733446,27.14468389,28.26696978
ENPP4,7.781133333,7.05873,9.104373333,8.91031,10.53883333,6.086816667,8.596876667,9.211373333
SEMA3F,0.93849031,1.210824478,0.909652239,0.520344598,0.59331888,0.669820053,0.45789667,0.574727664
CFTR,0.018761366,0.020989451,0.156524765,0.026514117,0.010908318,0.011066352,0.024255732,0.04704104
ANKIB1,17.50719337,16.27051067,18.19847083,16.61699263,19.67890601,9.132196371,11.26029483,15.03780547
CYP51A1,31.15784247,30.92907789,30.7745888,27.71397171,26.83265938,21.33208123,20.68722033,23.9315258
KRIT1,11.64421514,11.08985243,13.98390819,12.54898447,13.92610286,10.72936936,12.48126204,14.73303174
RAD52,3.47322862,3.314839744,3.669913804,3.418526151,4.025186997,2.870096524,3.417082473,3.829468963
MYH16,0.980178921,1.679874142,1.105009842,0.962889512,0.408495267,0.462007559,0.330170157,0.150754153
BAD,47.47186133,42.34642233,41.31209787,46.053049,46.05582933,70.51366173,56.94424367,45.082173
LAP3,63.05119073,64.91304587,50.7317289,61.26641653,54.63552943,83.39702703,57.43750877,65.56268567
CD99,77.08412545,86.99439671,88.22736424,97.95324885,97.4375085,135.0264645,141.9713775,101.733989
HS3ST1,6.668508907,4.8230551,3.18636979,1.393204081,1.617520551,2.204151751,2.273151166,1.733272004
ABP1,0.069451363,0.150108396,0.187430799,0.122692581,0.182614154,0.054881399,0.098910785,0.0750417
WNT16,0,0.025276456,0,0.00246128,0.00499274,0,0.007036507,0.005928403
HECW1,1.031591415,1.299989433,1.592733181,1.626400497,1.599024282,2.16489383,1.308797545,1.785512412
MAD1L1,15.06828858,19.22752453,17.71422721,19.57714763,18.15034496,21.57479537,17.79532467,13.57090371
LASP1,78.70579763,85.01355613,76.7501652,80.98609563,81.3282094,77.1208488,92.81241547,89.0513604
SNX11,7.19627728,7.614105593,7.377625627,8.120824436,7.119483963,8.21972673,7.174754201,7.17394264
TMEM176A,0.031977224,0.0079936,0,0.025543367,0.018711033,0,0.022694133,0.0423996
M6PR,41.9436626,43.53362933,41.96548,50.29320577,54.40217633,48.98807133,49.41672743,47.10520567
KLHL13,10.35087302,9.047116059,8.232297122,7.620872536,7.376074055,5.814006764,5.411253094,6.919150577
CYP26B1,1.544490802,1.957480861,1.823767756,0.903434478,0.65916026,0.794985692,0.497404633,0.401922411
ICA1,12.10210923,7.64742985,13.73397919,10.24366957,12.80687489,6.451682408,9.323308251,9.11849859
DBNDD1,8.833079832,4.524771089,6.500375704,3.891051263,4.209217924,3.90984098,3.568506625,2.793076022
ALS2,8.172011106,7.386090711,8.839549504,8.491566599,9.146559676,7.090697179,7.026104716,8.87142354
CASP10,1.646721043,1.558835392,2.206190524,1.984695119,1.977745385,1.582416547,1.779111255,1.688682396
CFLAR,23.78464045,19.66549681,21.60539235,23.11950095,24.68827707,15.8172147,17.91260962,23.60256746
TFPI,26.91235382,25.9380597,35.88611204,33.34241415,40.42617818,30.36629029,35.63701697,38.18335717
NDUFAF7,11.35493331,10.93293329,10.71469506,11.37474198,12.21607166,10.62794664,11.94900906,11.63012256
RBM5,53.79398757,59.57317216,72.16821843,80.32339404,111.7416303,78.52706211,102.3091006,109.7089602
MTMR7,0.017247167,0.0039503,0.00658286,0.005446087,0.027082367,0.0056369,0.001591553,0
SLC7A2,0.006949492,0.010747712,0.015220642,0.018888648,0.03598695,0.017378641,0.015026212,0.022113804
ARF5,98.44693366,89.4562731,81.15405834,85.803956,85.9800268,94.10092505,92.61733303,78.72122634
SARM1,3.998540833,3.000671767,4.019015367,4.2889337,5.123914067,2.6339797,3.780915433,3.755287
POLDIP2,56.90187667,63.99792,54.81355667,58.97908,55.17772,74.4568,64.52437,59.32114667
PLXND1,1.835401386,2.912141061,8.197614249,14.82012059,22.74222405,30.95844893,32.71548237,30.04686617
AK2,152.364279,168.021769,126.8853176,128.806598,100.3641473,140.2938358,100.528038,108.6280844
CD38,0.911767179,1.094802543,1.686501863,0.870684946,0.760503281,0.246617859,0.433054709,0.183088338
FKBP4,61.93215437,71.093072,82.23356157,75.269818,73.327113,54.20699,41.04909733,45.00795283
KDM1A,48.76480077,50.82445724,46.68371086,44.56749229,42.39838003,42.52681453,47.012112,38.62592791
RBM6,19.61755136,19.87139249,28.98545225,26.13311027,32.79479601,27.44041408,33.00395968,28.66824177
CAMKK1,6.468891897,4.317579267,5.074555667,6.979529457,6.060166818,8.066959433,7.104388667,5.8714392
RECQL,9.624353,11.82056567,8.403549667,10.86133233,8.716719367,14.2899566,7.451374967,12.94530667
CCDC132,6.901732499,6.555121105,7.07774039,8.121444655,8.331321584,7.601989896,8.464381298,8.69373011
HSPB6,0.078822463,0.078140675,0.05303798,0.03896898,0.038466352,0.085110385,0.069891045,0.050858236
ARHGAP33,5.400244267,4.541589233,6.274980967,7.1232477,3.700845367,7.802737667,4.692949667,7.208251767
NDUFAB1,98.13218236,93.83985527,82.82509233,93.10640471,84.99783083,137.1763017,110.5020536,82.91686653
PDK4,2.40938641,2.086012759,3.861344862,5.087339863,7.895241264,4.506252529,8.616431266,9.105015847
SLC22A16,0.007535864,0,0.014300359,0.013178868,0.009312993,0.013082174,0.031288459,0.015726094
ZMYND10,0.658598144,0.668468947,0.786970906,1.634327211,0.532958117,1.249249519,1.179437283,0.821119195
ABCB5,0.0078539,0.005368742,0.011021267,0.043782507,0.159517783,0.02474679,0.09474413,0.117106454
ARX,0.249893667,0.179948333,0.258517667,0.264005333,0.374912,0.343425,0.403755667,0.367571333
SLC25A13,17.28559177,15.96721567,12.6283924,12.876569,10.99904933,12.92580172,10.48166025,11.33151121
ST7,9.990475559,10.42874144,10.83287215,13.89722727,14.73594719,15.83293751,15.09588521,17.75632223
CDC27,31.71703233,31.65676567,26.08159283,29.94903112,21.22630935,23.19043581,20.48096511,24.31253991
SLC4A1,0.004497587,0,0.003519247,0,0.004398333,0,0.00335524,0
CALCR,0.011210159,0.017383874,0.018679306,0.005369729,0.021303064,0.010422125,0.02178395,0.015646971
HCCS,21.53650467,24.13879337,22.027647,24.0045557,23.42650467,28.12338767,25.27942683,22.32663567
DVL2,19.39477883,19.36133221,22.81411436,26.10577236,28.70901795,27.85092287,29.406405,27.57044818
PRSS22,30.47861374,15.23489708,20.05299145,9.255644697,7.727515655,5.877440966,4.15207336,3.117969859
UPF1,22.45599294,23.57844465,19.87134659,20.67056345,19.77037238,22.02304527,20.08022637,20.8278036
SKAP2,33.27570345,57.98197677,64.61609403,40.22631502,64.5393941,26.5559326,35.42483969,37.54765963
SLC25A5,329.002424,326.364962,282.768614,274.0808178,237.7564111,365.9649567,289.3444701,246.5555134
CCDC109B,7.400007617,7.678929301,7.431244678,8.555640344,6.190300419,10.937805,8.3159,8.157620667
HOXA11,0,0,0.003569765,0,0.003541827,0,0,0
POLR2J,32.366648,33.508726,27.192308,33.23506305,26.16950484,45.53315033,35.853331,28.23617167
DHX33,18.88010433,20.03849067,18.07454885,16.48930842,18.06893362,13.87351255,14.06253779,20.26415577
MEOX1,0,0,0.003096352,0.007530081,0.007154801,0.007490051,0,0
THSD7A,0.172595301,0.379506667,0.440903866,0.964134108,0.803433585,0.249971096,0.382053568,0.629663341
LIG3,15.83125142,14.31646632,13.77604286,11.68886078,8.939438835,8.472345196,7.839443007,9.307933109
RPAP3,23.06714621,22.28403214,19.50695914,19.6542414,17.05055668,21.05613351,17.98095155,18.38827494
ACSM3,13.01352517,9.122137435,17.43019499,11.56108845,9.664708969,8.018180155,10.61323787,7.200665585
AC004381.6,3.61793559,3.445719843,2.72971285,3.79671358,1.739478554,3.025032341,1.614648953,2.275305233
CIAPIN1,42.37312546,47.95941997,44.11321115,50.9386829,50.22710074,55.81660819,51.64353602,48.13202066
SPPL2B,16.97081213,15.41212298,19.91986692,19.89799549,20.98476017,20.14502592,21.2983686,21.58339077
FAM214B,18.10365164,15.29693447,23.39177181,19.41100409,24.50338407,22.65236614,24.96931381,19.37677237
COPZ2,0.09008736,0.249824115,0.210323409,0.157896201,0.841351471,0.188419715,0.214750744,0.102761468
PRKAR2B,6.354628255,9.7111541,12.33153392,11.210476,14.32603402,9.050808337,10.57533964,12.00602382
MSL3,12.03448682,12.4357804,13.25513008,14.32378152,12.85653903,14.23171853,13.18701273,13.36294271
CREBBP,14.07243256,17.47331835,15.57551471,17.95593231,20.75616771,12.27117739,16.44491162,22.57083155
BZRAP1,1.505562562,0.770423948,1.56560298,1.948977509,2.887692438,2.322742404,2.735397839,2.34026632
MPO,0,0,0,0,0,0.00236744,0.002480659,0.002221675
PON1,0.160770837,0.252007851,0.271753839,0.356448633,0.539412117,0.560978278,0.74502385,0.59047693
GCFC2,13.76160474,15.87792531,13.41354759,15.72281483,12.82450624,18.46299563,17.7730897,14.5517103
WDR54,38.57140287,39.05573284,34.89476016,38.02595214,30.99295076,47.56752572,39.81766556,30.26592266
CROT,5.227881895,4.832927333,4.043599034,4.684224903,4.795312438,4.298498501,4.283134743,5.336953667
ABCB4,0.03751661,0.003899407,0.028408621,0.004222782,0.017711205,0.061812144,0.063722936,0.037670434
MLL5,16.15575535,17.21791925,19.92699755,19.05982083,24.36813146,11.94079225,14.38430483,21.06730254
RHBDD2,22.99812367,24.67917504,26.78391912,25.8676251,25.4674337,31.658213,24.23539068,17.86991433
SOX8,0.001753273,0.002720443,0,0.004858849,0.016572736,0.01486503,0.019992855,0.018040444
IBTK,30.26394933,28.73227188,33.11862201,26.0874313,27.85663544,25.64822016,23.84328742,26.9806766
ZNF195,26.68616487,25.67438072,20.56779327,21.00152725,21.30279592,19.27020977,21.48107922,18.91645783
MYCBP2,16.33110886,19.92124177,22.53981218,19.96353025,22.20937648,18.4008591,18.45521225,21.17396461
FBXL3,13.107914,13.22442243,11.5941441,14.84435067,14.91178267,13.47969577,14.05769875,16.323412
ITGAL,0.027580996,0.010956885,0.034247897,0.083614757,0.014592921,0.040766098,0.074123631,0.002920745
PDK2,14.24321858,16.00358837,19.2045163,26.08141219,31.12251864,24.94830729,32.43643977,27.57842431
ITGA3,130.2663427,111.160023,165.8997023,128.5210907,154.3475882,152.8940718,162.9988894,175.2180147
ZFX,7.306586557,7.740387109,6.356182053,7.858705398,8.407616885,6.114252034,6.551646287,9.336412818
LAMP2,71.46397983,69.697577,86.07275937,82.89687583,99.94763268,73.67788719,92.14454524,92.30402387
GGNBP2,44.15722313,44.88232609,44.71416287,49.5239568,44.94188957,56.97752997,52.4007086,48.813948
ITGA2B,0.339199065,0.291437689,0.718173447,0.836254194,0.698888858,0.414302058,0.596890206,0.627465779
ASB4,0.735542167,0.397618842,0.530732142,0.465153287,0.37016686,0.421648468,0.368003033,0.244404498
GDE1,53.86518227,51.7087109,50.6279377,47.994045,50.991474,47.11246533,53.91882267,49.20449063
C19orf60,23.2646816,20.42165272,17.89701593,23.39538237,20.47422405,38.7718974,29.24127567,23.04657257
CRLF1,0.832904667,1.0097084,1.684710967,1.861946233,2.477130367,5.6439416,6.8382061,2.703575033
OSBPL7,10.64447501,7.656926095,12.69440246,9.49519316,10.8395014,9.043982067,12.02129773,8.811136847
TMEM98,0.010525313,0.046042071,0.035408096,0.073879487,0.120263337,0.390315029,0.145448863,0.225945685
YBX2,13.93492041,10.22162084,10.72909067,8.225435189,4.456103371,4.774291557,3.865686667,3.334841087
KRT33A,0,0,0,0,0,0,0,0
MAP3K14,3.514715447,4.74385253,4.032567337,4.9723243,4.438652317,5.633962017,4.49427227,5.159474827
ABCC8,0.014194867,0.001443471,0.014285167,0.056989791,0,0,0.010099934,0
CCL18,0,0,0,0,0,0,0,0
CCL3,0,0,0,0,0,0,0,0
SYNRG,10.23672137,10.39104699,12.63997257,13.30649383,16.2769162,9.900881892,11.72609547,14.54406026
CACNG3,0,0,0,0,0,0,0,0
TMEM132A,10.42287522,9.896348015,15.4422298,14.33214148,17.89617797,15.71075115,14.75623067,14.20883777
AP2B1,131.3634206,121.0951178,109.0769852,98.00285193,87.93698948,74.91766203,74.49353545,85.97764443
TAC1,0,0,0,0,0.016788647,0,0,0
ZNF263,19.62195567,18.44882267,19.33716233,19.77567267,21.27933667,21.762533,22.98161567,22.28716767
CX3CL1,1.822461825,0.428808574,1.024183642,0.91259069,1.419258739,2.34072442,1.869526473,2.164168592
SPATA20,18.42277194,15.40031316,19.67865923,17.91287158,19.60843055,13.7200673,21.18280693,17.44743747
CACNA1G,0.022779321,0.046915353,0.163399067,0.133135454,0.194445053,0.157039556,0.107233712,0.124096517
TNFRSF12A,122.0374061,127.0580162,93.88921879,84.22105677,58.61104014,93.67698457,54.04720908,61.38115278
DLX6,0,0,0,0,0,0,0.004680945,0
MAP3K9,11.9593085,9.46175958,9.063826037,5.079336257,5.325489934,2.132499553,2.576157425,4.01098443
RALA,25.50491733,24.31967667,21.639947,20.919504,19.486461,21.366863,19.48485267,18.53461434
BAIAP2L1,30.91633733,28.80075677,25.48108903,17.61017093,14.82828273,13.80118331,11.48836937,11.55014397
JHDM1D,2.1115303,1.986858383,3.666107052,2.124236335,4.126912333,1.384429582,1.453233947,2.430276518
ETV1,19.86108467,28.0887956,30.85578132,23.90263322,32.96260033,21.31459274,27.64788752,39.85532678
AGK,16.77154666,16.31137021,16.05102447,17.34055887,18.90207957,15.84866119,16.79474408,19.26148279
ALDH3B1,33.785041,37.94115435,52.13836637,56.56952333,68.92337567,39.21159693,72.3634305,58.66018469
TTC22,2.055227991,1.334310482,1.236155969,0.821140805,0.678395365,0.541565935,0.444560592,0.457158145
PHTF2,9.647055403,10.05276175,10.12473029,9.335134738,8.332318512,7.874029311,5.890559282,9.595571712
CCL26,2.172701344,6.27596296,8.701720612,6.802998277,4.824218398,3.390406058,4.582708089,2.126464667
FARP2,16.7219482,16.47353493,13.34311993,10.91102439,10.42445806,7.839683033,5.23161141,11.9634539
USH1C,0,0,0,0,0,0,0,0
GGCT,95.974402,82.7971201,52.18294267,51.37438729,40.21841346,72.55662293,69.55334538,76.72586073
DBF4,30.79772918,32.56992039,22.56981971,25.65186862,11.52078569,16.40330133,11.51206802,16.33508556
TBXA2R,0.072839797,0.158749063,0.144177045,0.225478331,0.272726581,0.371833016,0.385849306,0.327239833
IFRD1,39.75540202,39.82059185,50.94023487,41.96655988,46.226792,32.19787177,32.65309024,32.94308254
LGALS14,0,0,0,0,0,0,0,0
COX10,10.60375181,11.42135651,11.141772,10.20740784,11.14140641,10.14111967,10.12545101,10.10209835
GTF2IRD1,20.76709777,16.03601733,22.93505353,21.07310433,21.009052,23.24406233,23.998842,16.618804
PAF1,32.68819458,34.29730796,29.00884193,33.83110972,28.658288,44.99313987,40.10468441,31.31566277
VPS41,19.02986228,19.3051646,23.65103122,22.37934377,26.82032072,16.90573934,21.65432615,22.55470739
ARHGAP44,0.010552985,0.030942293,0.012630331,0.007807076,0,0.025618434,0.024207419,0.004490324
ELAC2,44.16929008,47.40843243,41.41689056,39.47398737,33.68829944,45.50440464,39.30439386,37.82312104
SCIN,7.950881543,4.86448053,5.293457442,3.501313421,2.521810709,1.426818039,1.688054234,1.761741128
ARSD,13.53928764,11.48857735,12.55829149,12.30982544,15.87734695,12.61740194,16.4179332,16.23615271
PNPLA4,14.63121343,15.70556428,14.24583246,14.57024529,12.39128603,14.29070507,13.94469065,11.70325254
MYH13,0,0.001340971,0,0,0,0,0,0
ADIPOR2,18.15180777,18.42645096,18.69266091,17.90680141,18.59392403,17.97364554,16.7969715,15.5458994
CDKL3,2.979789363,3.046047244,4.682924569,4.780586363,5.192478211,4.546202014,5.107987448,3.066929365
UPP2,0.009460985,0.010605984,0.022350768,0.01680932,0.019655584,0.006914825,0.006695954,0.011276396
PRSS21,0,0,0,0,0,0.014401729,0,0.009291956
MARK4,10.86986274,11.09437763,15.88229344,13.14453774,16.2609717,10.71607063,13.56352373,12.81493677
PROM1,0.003223887,0,0.003752987,0.018494151,0.016734204,0,0.009540411,0
CCDC124,32.2593889,35.41778463,28.85569841,32.68623733,26.13483167,45.37500967,35.76077333,27.58812497
CEACAM21,0,0.026777277,0,0,0,0,0,0
PAFAH1B1,30.46854968,33.9614621,33.53573488,33.13753669,33.75797615,29.34671697,25.58993414,26.60320321
NOS2,0,0,0,0,0,0,0.00146164,0
DNAH9,0.001696484,0.001101942,0,0,0.005564291,0,0.002540088,0
KIAA0100,49.85530106,51.59688986,54.00004593,50.21859101,56.2931359,51.31999176,47.44650051,65.84383816
SLC13A2,0,0,0,0,0,0,0,0
GAS7,0.025359059,0.018550468,0.008566667,0.008371997,0.039830901,0.025975696,0.035869347,0.01997736
TRAPPC6A,37.69157467,32.24059533,47.333398,49.386772,53.68726867,42.18461833,55.36668733,42.822353
MATK,0.011125879,0.037852075,0.021744701,0.022825268,0.013605127,0.008232769,0.017403965,0.048211623
CEACAM7,0.002598073,0,0,0,0,0,0,0
CD79B,0.005148077,0.006815797,0.248981574,0.432397455,0.516933313,0.953700575,0.827640176,0.478088875
SCN4A,1.179784477,0.791482939,0.968839711,0.613876877,0.781769886,0.510394817,0.301470116,0.645464532
ST7L,12.47601259,13.9031132,12.62745848,15.07817197,13.68630794,13.83471565,13.95734693,14.48352708
TKTL1,0.036786242,0.036566408,0.031339468,0.082263346,0.054059775,0.047120049,0.120666846,0.002633957
PAX6,0,0.00115607,0.0074465,0,0,0,0,0.002995813
RPUSD1,17.69762645,17.85155705,13.245202,14.67635234,15.35529579,20.6355476,18.18985304,15.57377348
RHBDF1,22.77071588,15.66116802,24.18862971,18.41057479,21.29960699,20.9520031,20.8328806,16.27724203
LUC7L,22.17911752,23.64605063,28.16749967,29.26350225,32.94683199,42.35318119,42.1835563,34.27895281
CACNA2D2,0.004889547,0.011440038,0.004802073,0.009174548,0.0074354,0.011288316,0.015881982,0.011916394
BAIAP3,5.405789735,3.381426187,8.079647479,6.2760438,8.631939457,6.229328568,10.56635319,8.146093781
TSR3,29.50420333,29.88052,26.07956,31.3011,30.82725667,41.56543,40.89831667,31.16928667
PIGQ,14.53856384,14.69383979,14.60051243,17.25144474,18.45009771,25.81823315,22.02819504,19.00951537
CRAMP1L,6.970346461,7.757617129,7.937880695,7.671167368,9.054143963,6.943617994,8.06625312,7.804332638
TEAD3,8.93296099,7.386624753,9.663311477,5.685058376,5.4012704,4.3157052,4.176766014,3.654751286
SELE,0.012475822,0.004462879,0.013954314,0.016361278,0.020324035,0.100466961,0.018443064,0.004202503
DNAJC11,24.50638174,27.25612218,25.8271748,25.46330819,27.0180186,24.36190435,23.69793955,27.71511444
FMO3,0.004330087,0,0,0,0.009607546,0.013475133,0.003095587,0.009690918
MYLIP,12.47252,10.22546667,11.16846333,11.3107,13.32407,10.42235667,12.83614667,10.76761667
NOX1,0.030769814,0,0.009967605,0.015393019,0.026790452,0.00495175,0,0
E2F2,2.609442633,2.930457,1.388138185,2.164323133,1.143174967,5.493006048,1.26167477,3.494918787
PSMB1,197.3128733,197.93072,162.2184233,193.7984967,157.22695,283.6506633,212.6503833,159.4539167
SYN1,0.002006924,0.004595697,0.006051841,0.004890895,0.008839598,0.02155535,0.008390468,0.006654135
JARID2,10.7364459,11.69236833,11.485141,10.37151125,13.1959141,9.3694935,12.83906972,12.59368693
CDKL5,1.635215997,1.538902233,2.510834881,2.120152591,2.514671764,0.711653586,0.779266893,1.89553171
CAMK1G,0.007422684,0.003237936,0.02093756,0.003082306,0.002325868,0.012436735,0,0.022389683
CDK11A,26.69101146,26.2382453,30.41268732,33.46569284,35.05655891,41.73021134,42.97120025,36.64932571
NADK,22.07641993,23.04325904,22.85690221,23.26349096,21.7797051,25.52391981,21.01664295,22.01912693
TFAP2B,0.019975992,0.023347911,0.03922134,0.025141896,0.03472078,0.008463573,0.032855141,0.038024661
TFAP2D,0.030471969,0.053967174,0.016426185,0.014337079,0.022832792,0.013497016,0,0.025472078
DLEC1,0.151087683,0.301587541,0.296587587,0.30376447,0.685802568,0.260522127,0.350606417,0.353883567
CYTH3,17.85987692,18.43430188,20.8795403,17.90644152,20.96658457,11.9322326,16.70878051,19.93505663
ADAM22,1.882338381,2.095082886,2.601344061,2.220222431,3.334916953,1.94231485,2.074854068,3.452902552
SYPL1,61.75700707,50.51719433,48.6838681,49.08517533,40.67956007,40.47338633,42.013572,41.18007141
CYB561,51.99746952,40.44972022,38.74760515,30.97295549,29.26445889,27.61274498,27.33809845,22.73741769
SPAG9,35.75501995,35.97436672,40.40534608,38.26627443,36.1575038,28.11772053,25.64785241,33.98505609
CELSR3,1.396184291,1.8909859,2.006362928,2.058746123,2.143955306,1.927233036,1.568537211,1.583342198
AASS,1.5376286,2.228152169,5.087741072,4.147027776,6.341651802,3.127017162,5.146882459,6.37566506
PLEKHG6,5.296528885,3.034103042,3.532557041,2.131188538,1.714778373,1.421023374,1.310528314,0.623408607
SS18L2,21.7175597,24.08803033,18.05469427,19.933457,16.8985736,25.45004147,18.90129867,16.6970241
MPND,7.492764174,6.053056389,6.757655536,7.896635413,8.096563016,8.038526237,9.052184732,7.547283587
MGST1,111.0286191,80.60954037,94.54716831,96.34645132,92.28087492,92.71680327,98.21358237,83.20258167
CRY1,4.952228946,4.849101527,6.739718066,5.611803552,5.87152718,2.992272489,2.858817077,3.758237025
PGLYRP1,0,0,0,0.0146768,0,0.013308767,0,0
NFIX,0.590096637,1.278684304,2.2391446,2.94986625,5.686744774,3.069439926,4.203373564,6.23496013
ST3GAL1,0.081932808,0.242404366,0.286250832,0.209647553,0.182041839,0.184611031,0.162569643,0.186967791
MMP25,0.028977627,0.041655073,0.055037567,0.0494022,0.046607333,0.072427247,0.0272492,0.022974167
IL32,3.826306312,6.661186474,3.584065409,4.105559779,3.28178919,27.0121896,7.062668763,3.051801922
PKD1,24.9787604,24.5222768,30.22415187,32.57420894,33.39106316,34.93816152,35.36507414,40.31557357
MAPK8IP2,0.106611193,0.107001538,0.242827119,0.275531157,0.272778865,0.204446725,0.166610754,0.162696067
MED24,26.5758627,31.027115,36.20561577,37.34512716,42.21960089,39.87537459,41.82171046,43.17727445
RHOBTB2,8.082828636,6.89927597,5.602672261,6.278950904,5.618645454,7.002796185,6.112908401,7.114557089
HEATR5B,5.80441528,5.3609235,6.4010444,5.48779021,6.3563928,4.2775915,4.637324233,5.129934333
SEC62,36.27081441,35.98279648,37.90587562,46.2551654,49.13804322,40.01430559,48.98713243,45.95045296
RPS20,1341.141157,1366.325207,1259.477314,1402.993872,1289.019835,1664.724421,1650.348671,1239.782124
CSDE1,193.0259654,201.8841258,191.7557951,188.2773612,201.5867536,155.3005194,175.5089529,186.8937316
UBE3C,30.23151404,32.37158343,27.24694467,24.99538803,24.68337233,24.10525835,22.17342661,26.10070869
REV3L,5.776151798,5.837137042,5.676974263,5.636364047,5.629622675,5.602163105,6.041797609,7.115193237
TENM1,0.058692627,0.078285565,0.0897043,0.068341067,0.084255691,0.036341723,0.021778207,0.06536277
PAX7,0,0,0,0,0.001326007,0.001295663,0,0
MASP2,0.016461243,0.062962573,0.018431347,0.028748977,0.026232742,0.037157469,0.047155627,0.009477763
IYD,0.042870778,0.013660892,0.040244481,0.050318905,0.053879957,0.025194374,0.07553373,0.073317652
FAM76A,4.260798684,4.978304374,4.468109555,3.822337854,3.709927002,3.749799303,3.070128827,3.482373448
TRAF3IP3,0,0.012007933,0.016557928,0.017943933,0.061673619,0.030648991,0.17434433,0.111027368
POMT2,10.55575881,13.22404713,12.20826143,14.2061766,11.11230817,18.72262138,11.24191897,11.70343805
VTA1,24.02574167,24.057966,19.9323926,22.23967383,18.50401115,22.02988801,19.34748267,20.53042236
MLXIPL,4.246631964,3.812950585,8.104307436,5.221598836,6.604099922,5.454634783,4.793237316,3.873903111
BAZ1B,33.304131,38.51538067,30.71035467,33.260557,30.51955,32.65089467,25.61811267,34.77378133
RANBP9,29.71689733,21.81816367,22.41210833,18.148322,18.35584,17.57885833,16.964524,16.949239
ETV7,0.564122844,0.418274166,0.509570086,0.421298479,0.497102662,0.786672948,0.483373931,0.322620115
SPRTN,5.821946333,6.442513333,6.259512,5.185431667,5.688888,4.321994001,4.783786133,4.894949333
METTL13,22.45660533,24.33167433,20.938758,23.15300967,19.391468,23.780468,21.95907267,19.022946
DYRK4,0.0338324,0.144873,0.1159022,0.127157658,0.042074775,0.1796105,0.08129704,0.165942933
ZNF207,126.8708702,144.0911433,128.4953826,139.2529817,136.9429804,131.2004336,119.7956437,131.7231589
UQCRC1,169.5809106,181.7060455,173.0033476,173.8320036,170.0905038,219.0237018,193.7461466,150.8982356
STARD3NL,30.77362967,35.59706933,37.27239967,37.79665667,35.06454333,39.43841233,34.600253,29.96480433
CD9,220.2353916,153.7165915,180.9635673,143.5503969,146.8051363,103.4972453,121.7252936,100.8013983
HHATL,0,0,0.015150633,0.028096267,0,0,0.036860577,0.0357787
NCAPD2,52.06673048,52.23284702,39.46063058,48.98149472,22.40126428,36.08589558,25.1835376,31.8525973
IFFO1,0.01833987,0.027998635,0.016298771,0.058059776,0.049790036,0.040506267,0.056702948,0.041827852
GIPR,4.762395055,2.98703173,11.97052583,9.265125467,17.34439823,9.864473596,17.4350197,12.6159298
PHF7,13.14235733,11.82814617,17.34551603,16.7191651,12.81646413,9.37037911,9.515436667,10.4411224
SEMA3G,0.162739281,0.156745806,0.254446764,0.410278166,0.427007218,0.581595668,0.578598856,0.672832398
NISCH,23.53172603,24.73523271,31.406086,33.09092793,41.69562765,28.78236723,36.5907064,40.14979497
STAB1,0.01601172,0.00598884,0.03050491,0.064884477,0.035551863,0.04300768,0.064448417,0.021999143
FUZ,1.484937238,1.411664578,1.789947582,2.298062573,2.248867934,2.590561749,3.243888784,2.021830781
SLC6A13,0.052595345,0.059475806,0.124942252,0.22013714,0.271049866,0.288788581,0.299372478,0.278147285
IDS,131.520584,127.5099418,127.3610677,105.2561053,111.0599817,73.96924148,60.42099017,88.2658226
PRSS3,0.049676778,0.01658268,0.510953496,0,0.011523216,0,0.018400364,0.015473218
ZNF200,11.76246116,11.89551011,9.635784312,10.12565593,9.848749207,11.86997487,10.51135981,11.21437152
CD4,0.014730365,0,0.003607047,0.053123194,0.042679003,0.014352914,0.010599031,0.057816659
LRRC23,4.468664229,4.885422472,7.232235667,7.189662132,6.60370956,7.904932,7.471208667,5.844889206
BTK,0.124814196,0.230754355,0.204094932,0.192580637,0.237973791,0.187214092,0.137881602,0.11224106
HFE,1.809235404,1.859645949,1.767130514,2.614101117,2.669684466,2.088014241,2.798262367,2.583681361
