geneSymbol,No Dox,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7
SET,568.9670746,616.5488951,485.8672171,485.6693906,412.2261,492.7996668,459.9782648,434.6184488
PPP2R4,118.5022923,118.9542048,130.711248,128.9184321,127.7211266,129.8269507,139.4591462,107.9358539
GLE1,34.87056769,35.45987831,26.97898357,29.80662328,22.61078464,30.98005256,24.37886283,24.07936571
RAB14,59.70322081,60.64074432,55.06725456,54.8477716,53.20977667,55.23502657,56.65848648,52.58865236
CNTRL,12.02547202,11.32517928,10.37499778,13.41095667,6.943046417,7.5388848,7.308941842,8.579243453
TRIM32,10.97415933,10.942022,12.09278833,12.074347,14.350318,12.21843017,14.55880967,14.56462233
FBXW2,37.79302867,35.50006467,32.54365667,32.024516,33.630169,28.75817533,29.10267167,35.728971
PHF19,113.9577375,124.0389197,89.51622298,132.7367936,58.72100205,121.5367915,74.56657726,90.30899114
NEK6,82.32631866,74.93553793,92.66510431,75.1705098,95.28929633,53.45597271,57.02486635,67.71220994
BSPRY,28.53049667,9.737131,11.923031,7.619947667,5.486368,3.196090281,3.805277726,3.294098946
PPP6C,58.46804167,65.155769,57.07693467,62.02273033,60.712905,66.019165,64.81750767,61.68655367
NDUFA8,97.00835026,100.9254931,101.6011071,114.9263292,117.7298786,147.9039779,135.4043472,106.1540002
HDHD3,26.39095,19.65214333,22.58122333,21.58593667,19.92876333,19.59304667,19.15156667,13.96825667
LCN1P1,0.055327005,0,0.059595488,0.047148586,0.014417767,0.041502176,0,0
RBM18,19.05110333,19.70865333,21.71337,19.86101333,20.89162333,20.78845,19.98147667,20.19042333
SLC46A2,0,0.003469535,0,0,0,0.00425155,0.003418026,0
HSDL2,35.87662613,32.70337662,30.07162478,31.88489367,30.73852734,33.33144401,27.89485813,36.70587838
MAPKAP1,85.49187209,93.10494554,78.79382838,78.52162332,66.66229557,83.99268755,72.14155407,78.48642582
NR4A3,0.186679996,0.180881257,0.315322069,0.2336097,0.466330737,1.035774962,0.351855631,0.434738684
INVS,7.465331467,8.401342,9.063486533,9.444855267,10.78533947,7.139568667,6.9857213,10.58145033
GALNT12,10.17779402,7.562899141,7.687379662,4.50682231,3.785736408,3.786039696,2.593863382,3.238731357
DENND1A,14.00215922,15.26400536,15.25264915,12.99421578,12.42302226,11.84048089,10.03046114,9.528487073
ALG2,30.48274667,32.10196,36.56658333,37.56552,37.50118667,40.97402,44.81593,39.13687667
CSF3R,0,0.001322597,0.002776699,0,0.000893283,0,0.007506836,0.004573539
KDSR,16.97329552,15.67637944,17.22940731,13.5736599,15.61590695,13.67200983,11.34002687,12.47640142
VPS4B,16.44253755,15.15830286,14.46543422,13.78609602,13.78009621,11.06580062,12.35965733,12.80117761
ONECUT2,0.234578222,0.286871879,0.283763564,0.219538658,0.197837528,0.151057357,0.152915629,0.244442111
C19orf25,13.35676501,13.26375288,12.57804389,14.40585125,13.58115228,17.99349316,16.646006,14.6604101
ZBTB45,4.150808033,3.976232033,3.962828133,4.184661581,4.425737765,5.678986333,5.327860333,4.152434667
YLPM1,19.42711291,21.31561096,20.74374616,19.72294107,22.03631917,20.82236602,20.66182953,22.86381613
DCAF4,14.24092676,12.73250376,13.17112847,11.66306842,11.74594331,12.35635695,13.05201611,12.98701138
PROX2,0,0,0.00231257,0,0,0,0,0
VSX2,0.024678667,0.0620983,0.025533483,0.023832467,0.019182567,0.0252433,0.020588903,0.009293123
FCF1,59.43164373,60.56862595,50.79692746,53.08408233,46.75642026,42.21314881,42.35261208,45.72246111
PGF,1.752618767,2.003457721,4.62115071,7.364108073,10.9826998,9.680093293,11.92496867,7.8820027
IFI27L2,18.95593891,24.47859878,38.10372579,46.84448358,59.83237658,66.12701964,80.42314148,50.618514
CCDC176,2.691999,3.200476467,3.238063067,2.941387633,4.284577467,2.504930733,3.056543967,3.470553167
NEK9,20.1031461,22.176826,24.67369937,25.98514743,29.9201552,29.1348237,31.15099667,32.31138933
ACYP1,29.78867967,29.66901533,25.01637728,29.49020016,19.23861831,38.727161,21.69271424,20.837757
IFT43,23.88192071,24.1174338,29.6583058,32.76555129,31.89588705,40.13115309,39.11304037,27.98609656
NPC2,281.3972318,238.0778194,275.6379831,212.2651475,233.4116571,175.864698,225.026414,175.6101111
RP11-293M10.4,0,0.110516049,0.039057349,0.086223,0.027613433,0.038727667,0.031811467,0
DNAL1,13.95569917,16.47622733,15.01508725,15.08891926,13.08050005,12.35075838,10.80834071,10.55140581
IRF2BPL,17.25576667,13.5047,17.87776667,14.0001,17.36856667,20.89486667,19.01136667,19.103
ACOT2,20.287484,19.5952,23.481383,21.57562167,21.456325,20.869532,20.42906767,18.30385033
LTBP2,4.2478749,4.634392351,4.887612179,4.711923855,5.251227233,5.380290153,5.165512503,7.082633
AREL1,19.46406642,19.77941266,17.89880919,17.35595829,17.6835464,16.65102641,14.85834223,17.29596152
MLH3,12.23955493,13.87263396,12.24985578,13.19502174,13.23571898,17.48521807,15.85763545,13.61309954
TTLL5,10.96314338,12.37828288,9.982691718,12.73733426,10.21578687,13.8184375,11.7646912,12.77580765
FLVCR2,1.449366202,1.560395206,1.561413873,1.72953823,1.449812617,1.603327095,1.561755058,1.515801477
ABCD4,33.71499488,40.56039068,47.10075569,55.43871327,65.06948968,55.67862304,69.55532853,55.28886913
DLST,54.37903277,59.13169221,54.7088375,63.61176647,66.1991866,67.462909,65.91570014,67.29253038
PPP4R4,0.0158891,0.0116733,0.01200154,0.074341894,0.005281077,0.260844384,0.09536536,0.008641423
TGFB3,2.516218233,2.798435372,3.509156367,3.364937724,4.247501766,3.445297018,4.299893332,4.921697594
ZC2HC1C,1.80151778,2.503480554,2.447334331,3.080569211,3.20553145,3.277871286,3.432467326,2.62692831
SLIRP,242.6179425,275.5391737,195.5890167,235.3466076,176.0010942,294.3026926,226.709761,172.9230483
RBM25,53.58217709,61.59325356,51.49824497,52.60737898,57.3106807,48.17908582,47.5476901,65.58747149
ALDH6A1,7.1600828,6.354817371,9.0962295,9.503924488,12.31755093,5.821229068,8.6785077,12.30178763
GPR68,0.021776224,0.03014257,0.010297071,0.021033512,0.028085141,0.036392468,0.023580089,0.022141244
ESRRB,0.036014849,0.022009072,0.031478668,0.041945619,0.079939882,0.078322789,0.064302053,0.039824264
EIF2B2,31.91145787,30.71778633,33.04086483,34.04916263,35.57707603,39.36744137,42.97356082,32.24876565
NRDE2,7.118772375,7.505244211,6.401533982,8.217293547,8.285687907,9.540077047,9.44927576,10.72439933
COQ6,13.14640743,13.11675946,12.75837925,14.67273251,14.24957557,19.82284476,16.75922421,14.20017289
ZNF410,28.97696891,31.99016995,28.61303653,31.51254444,28.50464531,33.47004812,28.52048435,26.61552627
RHOQ,16.79746614,15.63481911,27.04950888,20.90749836,24.6607117,19.8782624,18.2808339,19.66701485
GPR75,0.664272,0.696941,0.494352667,0.490425,0.487424333,0.34869,0.440077333,0.637312333
SUPT7L,19.91798843,21.974982,26.47781482,27.04542033,28.78795867,30.57005,30.66604,26.50797054
KLHL29,0.000984476,0.001526632,0.010724094,0.007810767,0.004793072,0.004173924,0.008564967,0.009584066
DNMT3A,14.22433867,13.53362771,15.52875465,15.07026675,19.23857244,13.32040273,17.39753621,17.06134898
TMEM214,28.29624073,27.59833977,30.28966735,28.23423921,27.26270578,31.74715746,28.71848378,27.80926881
ATAD2B,5.314276467,5.052726239,5.564456136,4.710387758,5.091372847,3.424969037,3.625672095,4.703814292
FKBP1B,0.262036225,0.269950166,0.396546132,0.400516053,0.286137414,0.450030102,0.464873167,0.266474696
ATL2,53.54444998,52.16171467,51.21837456,48.53354001,40.74806364,35.53001351,31.79207783,37.68626441
YPEL5,23.80634786,20.34688434,36.59095915,34.98851129,45.39794611,37.15454636,48.2065297,38.2488938
FAM98A,26.61813596,30.4547061,26.75784827,27.19040421,25.57181199,25.6234065,19.62578799,24.84277555
YIPF4,28.27448933,27.23473834,32.980268,31.51705227,31.192861,29.16887667,29.75243318,25.71219131
AFTPH,17.67174459,16.83481903,18.08837414,16.65340981,16.94976024,13.14294367,14.01965236,13.04897175
LGALSL,3.461897024,2.900180668,5.098568253,2.865434875,4.31722607,3.143437407,3.140341036,3.847974684
CNRIP1,0,0,0,0.004122133,0,0,0,0
BCL11A,0.06867305,0.054381942,0.059558612,0.084531144,0.093078871,0,0.035702119,0.004866408
CRIPT,10.13960737,11.25559292,11.70998521,14.41783267,13.18085847,14.44533437,15.37173788,11.69341049
EPCAM,470.4710436,282.6595153,257.6931756,189.8308175,162.1962597,129.3813797,147.1818308,109.9283219
SLC17A5,5.921119501,5.65778831,10.39329668,8.464385458,11.66997469,7.454094122,9.980681537,10.14642074
OGFRL1,28.31143433,20.73155767,22.158888,17.706931,21.708931,17.09627433,20.11156267,32.22050667
FAM178A,6.335312333,6.726976,5.346653667,5.76469848,5.247467867,5.816161764,4.494569645,7.879261
IDE,8.168167372,9.282561471,8.158572704,8.209092969,8.226206159,7.80195543,5.388592538,8.114038048
TECTB,0,0,0,0,0,0,0,0
ELOVL3,0.048547233,0.102369667,0.133556333,0.105977867,0.072137133,0.078241967,0.082572733,0.066220433
IFIT3,17.69537667,16.74684667,20.17205,27.73788667,23.86551667,20.95262667,18.28714333,22.46809333
NKX2-3,0,0,0,0,0,0,0,0
IFIT2,6.43248,6.156893333,8.834293333,9.907756667,8.990333333,5.323423333,5.30354,7.487866667
GPAM,3.43280937,3.517955663,2.860489705,3.388894749,2.717669296,3.112737113,2.83274632,3.537317753
CUTC,11.7248568,9.560375269,10.37797455,8.80702068,8.264721069,10.35074069,9.04223745,8.179159955
PPP1R3C,2.76764,3.867546667,5.29376,7.448926667,8.934243333,11.13436667,10.74216667,10.42666667
PYROXD2,4.373569333,3.219458333,6.328309,7.187991333,7.979844,4.500355474,10.491881,7.074667333
CNNM1,0,0,0,0,0,0,0,0
MXI1,14.87799322,13.97841595,20.36532252,17.88693452,27.9190872,13.5148351,21.34053972,23.49869432
SMNDC1,14.79024446,16.15979493,13.74880709,14.0817669,11.32977576,13.17395154,12.46024743,11.74446844
C10orf88,3.980546028,3.456039,4.569239,3.845627667,4.280548437,3.531111667,4.082325674,4.123428361
HELLS,16.46120016,19.73095175,9.302323112,11.21855256,5.666472658,16.95305873,5.519249839,12.75238846
PRLHR,0,0,0,0,0,0,0.004663268,0
TCTN3,8.107091386,9.741128918,9.130205192,9.876461086,11.35692432,12.77395124,12.90269802,12.81154516
FAM45A,10.44730155,8.664393482,10.50100928,11.58763271,11.62348939,9.759025261,11.5532129,10.15178215
AVPI1,3.347643333,2.886553333,3.998773333,3.493873333,3.863773333,3.263466667,3.47212,2.706443333
WDR11,11.49327497,12.59812347,12.8150661,13.95290173,16.02741557,12.75589146,14.0388077,16.07633913
C10orf76,4.875265078,5.144228112,5.037885214,5.189091111,5.044247783,5.149825783,5.357958971,4.666901502
KCNIP2,0.49154178,0.381229725,0.712397546,0.826061105,1.06156601,0.760130353,0.919545302,0.7344861
CCDC147,0.054476336,0.076846458,0.148774938,0.121547178,0.12078554,0.203182966,0.126708175,0.106371467
GOT1,39.73079996,28.79405094,33.70652667,31.51117567,25.23202033,25.25200987,26.49161653,23.06909322
CPN1,0,0,0.012242319,0.014137244,0.014777911,0.004129833,0,0
C10orf95,0.637689333,0.321111,0.293379667,0.220495333,0.182695333,0.0832546,0.163674333,0.132314667
SFRP5,0,0,0.004222033,0.004203767,0,0,0,0
GNA13,27.15930267,28.59104077,31.86057571,32.94561349,36.44390333,27.5419014,31.48755267,37.06254667
HOXB8,0,0,0,0,0,0,0.013423224,0
KANSL1,49.10661881,45.65425492,48.83296763,42.85963626,52.52638434,31.30976529,39.37675732,49.42574705
HOXB5,0.002704533,0.009561833,0,0.016472267,0,0,0.008264433,0.0036306
CRHR1,0.013436504,9.54812E-89,0.163090359,2.02196E-80,0.012728682,6.12467E-87,0.016189299,0.006811068
HOXB3,0.086254429,0.054676727,0.138418649,0.085202135,0.299030563,0.076964228,0.147162142,0.104389462
HOXB1,0.003262563,0,0,0,0,0.003906033,0,0
DUSP1,4.069103333,4.870456667,6.67709,6.56427,6.83094,5.95688,5.86398,6.487123333
PANK3,15.09282785,14.75321972,18.48367327,13.51061458,17.056935,7.954141624,9.879632987,14.73177311
MSX2,0,0,0,0,0.0034515,0,0,0
TEK,0.062131935,0.175891199,0.132545883,0.107436313,0.08853309,0.110766705,0.075173723,0.123443496
RCL1,18.11416173,19.99986558,16.51524105,16.60951764,17.51017868,18.93675093,20.61540461,19.30533772
CAAP1,12.19038667,10.30168274,11.33041163,10.65999276,12.14505233,10.55848524,11.12306938,11.10366148
EQTN,0.032910441,0.010994533,0.019037634,0.013520967,0,0,0.039770295,0.008230921
MOB3B,0.926978693,0.613417342,0.504915046,0.38784909,0.418064462,0.261825085,0.350886695,0.609571727
INSL6,0,0,0,0,0,0,0,0
INSL4,0.02612487,0.024564167,0.006679733,0.0303383,0.014909713,0.100164967,0.030903567,0.022512633
MLANA,0,0,0,0.027547019,0,0,0,0
CD274,10.15756828,7.132116966,6.44053839,3.680267869,3.593104606,3.381933886,1.678946898,2.965569448
IFNA6,0,0,0,0.0051005,0,0,0,0
IFNA8,0,0,0,0,0,0,0,0
GRIA2,0.059257608,0.020614295,0.075334952,0.034625813,0.038140986,0.026868104,0.01668401,0.071777341
NUP43,13.21533807,14.62858804,11.51106362,11.23215098,8.41950116,10.71104496,7.07536775,11.35967357
MTHFD1L,22.59060329,22.38755392,20.32222992,16.64961869,12.49455989,13.21080409,10.20224717,13.05633059
LRP11,22.8563133,22.03739117,31.890115,28.75811617,36.55739947,27.32942191,32.8984707,24.3897871
CCDC170,0.036651237,0.042235015,0.117426796,0.073684321,0.069720181,0.013974567,0.05929874,0.053184363
PCMT1,29.40449653,31.4256655,26.87113841,33.04896907,27.06920467,38.80178692,31.73928934,28.54964933
PLEKHG1,4.981655029,4.721250333,5.472672834,4.053738258,5.685149337,3.043619667,4.1275164,5.9672674
MYCT1,0,0,0.002676758,0,0,0,0,0
CXorf21,0,0,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0
CYSTM1,13.56314327,11.90667007,19.50537706,12.69846859,15.04048469,12.03747029,12.15096545,8.790178678
WDR55,13.080014,12.951113,13.61294333,14.16158433,15.28976167,13.9076441,14.67977007,12.5274871
ARAP3,2.9586545,3.4093751,4.189578867,3.323238833,3.114881967,3.588388,2.990512966,2.428459733
PCDHB8,7.210603333,7.37174,7.409033333,7.72282,9.33515,7.874066667,8.396243333,11.21156667
PCDHB10,1.130986667,1.301696667,1.875686667,2.18234,2.91487,2.744603333,3.56256,3.491253333
PCDHB14,3.872134,4.176301667,4.031466333,4.788512,5.415883333,7.392496667,9.008133333,6.543953333
PCDHB12,0.439967637,0.4728409,0.701031367,0.854993,1.199786333,0.854091906,1.264016,1.391884933
SLC25A2,0.032026433,0.021854033,0.0523735,0.024604333,0.025470867,0.017126767,0.036078233,0.0208131
TNN,0.224212667,0.303130667,0.315311667,0.390263333,0.496931,0.505924333,0.554396333,0.624727667
MRPS14,23.18367667,25.732228,24.43145333,27.24627733,24.446839,28.92029033,30.583157,23.31674667
CENPL,14.4381774,16.32335923,9.839019667,16.2859695,7.545933255,12.9844263,7.577539833,12.2011051
TNFSF18,0.032587397,0.030818398,0.039757873,0.099107248,0.139770054,0.541394067,0.8558071,1.053404209
SEC16B,0.39933412,0.213785912,1.250762302,0.769524372,1.028312037,0.417507371,0.632486167,0.66346809
GORAB,8.391212333,8.108385773,8.8882,9.66398,8.931638667,10.28510753,10.02036167,10.96302067
GPR31,0,0,0,0,0,0,0,0
ACAT2,22.85894103,21.67280433,12.34640043,15.66601967,8.674915867,18.59228567,10.78823643,12.3366148
TCP1,113.4607688,128.9999162,106.8892635,103.6808083,100.4449721,109.0151755,84.36175007,94.74946749
TTLL2,0,0,0.003122114,0,0.00277088,0,0.003137113,0
SNX19,21.02629123,22.75497693,22.43479227,21.2344127,22.58845732,21.11703559,18.89271594,25.69452044
KCNJ5,0.020058149,0.007555109,0.028123387,0.051038104,0.037166025,0.036653774,0.042736805,0.031385708
MSANTD2,6.803245938,8.128775865,7.745223876,8.255084523,8.402037146,10.4031873,9.549602157,9.053490874
TP53AIP1,0.132793743,0.120756112,0.180195356,0.194387337,0.163142155,0.240091721,0.16175745,0.141124243
TEX11,0.068814303,0.068562152,0.116860247,0.050093096,0.021530955,0.087090629,0.042660938,0.017682037
ARR3,0.015089053,0.030068233,0.005321627,0,0.019457233,0.006239367,0,0
PDZD11,30.157817,30.92704633,27.86369,34.554804,31.35483133,40.891946,38.925597,32.35238633
SLC10A7,9.514173514,9.719696404,12.07639213,9.021874783,9.63300908,6.983488042,6.047361691,7.272451116
NUDCD1,29.90660671,32.81932,26.21374333,24.56857,20.20599333,22.87115333,18.21338,22.76991017
ENY2,157.232211,174.1984786,119.2713518,172.5896775,126.0740579,206.3072049,179.1856353,146.2898003
MASTL,9.962032667,10.398739,6.667235667,7.690096133,4.188098667,10.37569867,3.88925902,7.218545333
KIAA1217,6.324509218,5.176665835,6.011052907,5.864794153,6.665809294,4.534908426,4.932686397,8.132977956
SEPT7P9,0.418171339,0.298904762,0.268384031,0.197596492,0.208006369,0.174767473,0.197592802,0.304964596
LYZL1,0,0,0,0,0,0,0,0
MRC1,0.001150693,0,0.00118247,0,0,0,0.001570713,0.002664577
PLXDC2,0.749821632,1.05591441,0.980461791,1.129241798,1.402708493,0.957543094,1.632980084,2.483387779
EPC1,8.7267831,8.830272106,8.1820096,10.40619667,9.926026567,10.9269081,11.94240303,11.11343363
IQSEC3,0,0.001094141,0,0,0.001062632,0.00285092,0.002987869,0.00098133
CCDC77,4.973588138,6.241129845,4.311254766,6.366257994,3.765825183,6.859968181,5.244324488,5.8851339
TAF12,18.93123517,21.12178267,19.33590967,22.37826567,19.32136867,24.35595357,20.67543277,18.74721667
ENOX1,1.212502001,1.317764472,0.989790365,0.797437667,0.878795514,0.925937448,1.318674947,1.9039512
TNFSF11,0.072615779,0.073866585,0.138874159,0.117579755,0.098322672,0.08475315,0.113799992,0.100139564
MTRF1,9.5385123,10.12523967,10.94853334,11.62551553,11.54040887,9.62348212,10.99822502,10.64123527
SPG20OS,0.153653732,0.3046461,0.13296335,0.526826633,0.457456667,0.628138,0.525200667,0.798538667
SOHLH2,0.826279867,0.941760533,1.5400039,1.336824367,1.385749667,0.988201567,1.2999938,1.347201433
DNAJC15,5.001378333,5.36624987,3.993761633,4.722958717,4.187977667,5.552305721,4.808137665,4.513620028
PROSER1,17.54998703,17.02872588,15.85209097,12.76137797,11.81964663,10.74120677,10.4495355,12.08065434
UFM1,34.25214747,35.41533871,36.28591376,35.36453787,33.32357132,32.79285369,33.49217855,34.76836814
WBP4,8.102373333,8.133863333,6.92378,7.936223333,6.877373333,9.11128,8.164026667,7.769306667
ELF1,28.18318923,31.09098633,29.71806437,29.8470057,31.206704,24.43358143,24.49278782,28.4470208
SMAD9,0.252062738,0.259465276,0.246583996,0.746579667,1.782567667,3.093026127,5.844883567,6.007412002
HSPH1,74.10750159,96.97926488,120.9807946,124.7086087,122.8844671,78.77087357,51.89871867,51.98212578
KBTBD7,2.510776667,2.449163333,2.790586667,2.77532,3.223366667,2.36393,3.160213333,3.30649
ALG5,22.1402586,22.08970314,18.87600749,24.12899681,20.77487462,31.42251518,28.71535909,23.05649392
EXOSC8,52.47279667,53.42520473,43.39836053,44.85455467,28.6507389,50.07794767,35.293471,39.5695414
ETF1,64.91700371,69.93986827,57.58127999,55.493415,52.56516833,52.53820963,44.812955,53.48877802
TGFBI,317.4229609,403.8615914,393.3621921,723.6239004,616.4925596,1267.225263,1234.714529,797.9538571
FAM53C,12.99708203,14.52330937,15.28843707,18.24959563,19.5609165,16.64855117,20.6774869,19.42815483
SIL1,13.38609543,12.33219167,16.21190609,16.02057956,18.39751187,18.88665447,21.63178236,19.55772183
PAIP2,61.83205789,65.86860223,64.61183887,71.00133739,69.53909037,84.20385598,82.71345266,66.36039121
MYOT,0,0.053977712,0.060082933,0.12576667,0.089594501,0.097673504,0.149833989,0.071571167
KDM3B,24.72390907,24.0099432,25.726237,25.69476233,26.96185053,20.7469514,24.99425113,24.78947347
EGR1,8.56207,6.94971,5.827966667,3.607713333,5.311276667,8.545826667,3.265626667,5.245143333
SERP1,27.54537,29.20081743,32.66830567,32.20359767,33.87802133,27.41589948,29.36497917,29.1949679
PLS1,48.97479,33.29287749,35.01391417,20.34468671,17.60976551,9.256799776,8.526902551,12.71103834
ZFP30,6.5053731,6.537609333,5.323591367,5.7794924,4.795932067,4.798268605,4.323229,6.7085111
NR2C1,20.36242019,24.02036954,26.74135133,23.14549364,22.7739601,24.79307528,21.83214065,18.15313009
UTP20,9.184305866,11.59860495,6.95407213,7.353517739,6.157999902,6.864565209,6.296116748,9.016555995
TMPO,99.00999947,102.7952669,61.60349193,85.48026697,39.69535276,65.34718813,34.75725414,67.18789447
ARL1,31.37514927,31.33664543,28.70627542,32.510795,31.60818736,32.88677408,31.06783645,30.22866434
GLT8D2,0.024883376,0.097177525,0.077950337,0.166170408,0.172748953,0.137071554,0.178450921,0.162138594
MTERFD3,4.284657031,4.899287689,5.606787995,5.862592975,6.093588658,7.035836382,8.375502449,7.169238755
SOCS2,1.584707413,2.104722576,2.591167113,1.94362028,2.133291382,2.231173606,2.740241333,2.442006825
NFYB,22.64795233,24.23767187,20.418169,25.758006,18.98351467,25.18315823,21.951747,21.38878933
CCDC53,24.93912347,26.10863021,27.22790156,31.27867026,29.23061499,27.83845381,31.87957699,29.35851464
APAF1,3.311732669,3.565056443,3.666135828,3.983845649,3.830172807,2.662300679,2.472634482,3.507219435
DUSP4,23.68758133,20.29227467,19.994406,12.49436,14.46478633,12.52076167,12.26307833,12.270603
CLU,37.50370361,51.10349956,78.22024576,107.6735364,132.9524288,100.778336,122.0918056,109.932242
TNFRSF10B,71.54359973,59.18335367,87.89832267,71.29460267,87.976578,69.19939857,64.9323823,59.921429
SORBS3,30.58225602,34.77320532,33.15319283,37.16196812,31.26722988,24.86419315,30.65326599,25.85580809
PTK2B,15.50380298,8.174524627,10.85850276,6.144580957,6.084133552,3.86823602,4.808000971,4.663330905
CHRNA2,0.004464937,0,0.004699048,0.035922098,0.014284637,0,0.002761369,0
ADRA1A,0,0,0.003474392,0,0,0,0,0
PPP3CC,4.311961769,4.911032985,5.86802928,6.073415891,5.76475243,4.961708487,4.857751156,5.542101431
PDLIM2,21.6131964,14.39385294,12.92604689,13.55215793,11.14102745,11.33716079,11.94449942,8.265043631
EPHX2,5.153630719,4.342008257,8.837445406,5.849101328,9.169130682,3.457411346,8.381442508,6.631627073
RNF170,8.682196323,10.37115032,9.764350184,9.764017108,10.00288049,9.83870436,9.315722078,9.312621402
NPPB,0,0,0,0,0.010143933,0.0135763,0.022811067,0
UBIAD1,7.524946433,8.192378733,6.566352533,6.442768805,6.314135267,8.923988156,7.482691475,8.965297333
TARDBP,107.3302171,108.5086136,92.44470155,100.8483978,87.92318456,107.0044771,102.7849224,100.5105206
TNFRSF8,0.372052384,0.385607327,0.511441489,0.698090562,0.726708112,0.753332111,1.054869636,0.834057932
PRAMEF2,0,0.005351167,0,0,0,0,0,0
ZNF706,128.3370385,152.6552004,156.3628215,141.4615712,117.3329463,158.2083851,133.9482101,97.0022494
LYPLA1,67.98596756,73.57243395,64.37597433,55.70344692,60.16115779,44.92551566,41.4393957,54.81638588
CRISPLD1,6.701407023,8.296606352,6.892174074,9.683128199,8.035382856,9.310567067,8.662299112,12.28453629
COPS5,56.02960036,60.98765983,51.09656233,59.92507567,49.06224009,57.2080941,54.09340655,44.77704894
RDH10,5.723125946,5.0086954,5.403809,3.700352777,3.214468724,3.126857025,3.086248967,3.4091231
EPX,0,0,0.00238418,0,0.00208009,0,0,0
AKAP1,29.79568826,28.96872947,22.1038153,20.69077263,20.20646819,20.59910457,20.86468933,20.02017217
COIL,13.429882,13.51356667,12.57180733,13.3762,11.4781,12.0673061,12.01793333,12.26013333
TRIM25,37.89639688,37.95217314,41.54141955,35.98374766,43.68923567,23.6168561,25.25046654,36.2531921
SCPEP1,20.1393562,17.8825352,24.93145925,28.90438677,35.07875696,34.8679637,42.0815106,32.39270653
SPOP,21.80324525,23.63345555,22.32475279,26.41746648,25.24916661,29.74944303,30.04109927,25.48337994
TBX2,0.07842365,0.102044042,0.130910582,0.165347354,0.288640538,0.293695874,0.486184928,0.329884327
SLC35B1,33.03256073,35.44064567,35.41298452,36.61217373,31.49373325,40.87241132,35.28154337,31.58942562
TBX4,0.066665964,0.053983521,0.107450576,0.076840815,0.12405219,0.030825797,0.073575748,0.029341923
DYNLL2,65.8949,71.03493333,49.32933333,57.4145,51.66993333,58.09383333,55.74146667,62.0283
NACA3P,0.0123278,0.059327133,0.080434767,0.173661333,0.1381222,0.106711767,0.156001,0.042853167
TEX14,0.169633238,0.12878126,0.192500616,0.222333291,0.183956838,0.215541013,0.238168327,0.22295154
FAM117A,3.997317833,3.528962187,5.318680702,5.2564303,6.490371937,3.2896579,5.9262389,3.899682493
NCAPH,36.51890167,35.61809027,19.21974534,30.65999913,10.05126833,25.49813297,13.23385381,18.23239733
LRAT,1.985206809,2.047239672,2.09569161,1.344257172,1.373695238,1.043648893,0.91741683,1.301631192
KIAA0922,7.713168733,9.144367119,9.076637845,7.266319852,7.621224934,6.258680337,7.058014955,8.308343006
MND1,21.40781,23.12061587,13.79304233,18.61225234,7.699641467,21.0596541,9.559978534,13.0807594
TRIM6,8.546464119,10.52134311,7.929101345,6.258249791,4.130153969,2.449622858,2.536733481,2.787660102
ABCC11,0.128985769,0.220839994,0.226857733,0.281955383,0.36325232,0.171566497,0.351764988,0.309962605
PAPD5,11.61673307,12.73847403,12.941135,11.6363508,13.3282793,7.815039,8.671676358,11.43102526
ADCY7,9.543944303,8.929949548,11.06596577,10.68845727,12.91822984,9.050011118,12.75559283,14.14550352
CEP89,9.918264542,11.56676143,7.781235984,10.34845396,7.781335696,12.46589043,8.91976404,9.727423948
TSHZ3,0,0,0,0,0,0,0,0
ECHDC2,18.01850318,14.56676511,22.56764467,22.63047059,26.0778762,21.51521847,26.40013809,20.40732998
TAS2R8,0.016063633,0.044822567,0.041227767,0.0346292,0.0315856,0.067917067,0.050683733,0.049553333
PLBD1,0.135251846,0.209170199,0.498677229,0.376120363,0.629207511,0.379472688,0.595014363,0.586135675
TAS2R10,0.253746,0.308443667,0.343176667,0.263799667,0.366312667,0.216985933,0.204761333,0.397182333
PRB2,0,0.004762867,0,0.0055772,0.005569633,0.011526933,0,0.005272167
PYROXD1,7.402782162,7.305271452,5.921374024,6.2495644,4.59942559,4.427841255,4.05775015,5.082813995
IAPP,0,0,0,0,0,0.003907523,0.004236763,0
KCNJ8,0,0,0,0,0.003136973,0,0,0
TAS2R7,0,0.0080006,0.013117767,0.025902867,0.027008533,0,0.0149628,0.007410367
BCL2L14,0,0,0.007186008,0.0200127,0,0.0199071,0.009871133,0.003765948
TAS2R9,0.024128567,0.0411387,0.044801067,0.016596333,0.0354184,0.040584767,0.0233996,0.0572266
RP11-408E5.4,0,0,0,0,0,0,0.026621333,0
PSPC1,47.65905467,53.56886967,41.86375867,48.70852334,41.74739544,48.38882603,48.10722807,42.07963349
ZNF549,4.718886,4.71327,4.210529022,4.271215182,4.103319,3.867846333,4.157020667,4.700289
A1BG,0.053864,0.017763425,0.085825233,0.061169571,0.139583642,0.116584767,0.156452247,0.093593933
ZSCAN18,36.80131767,38.03694143,49.78780974,48.23988,57.1450519,52.66091333,55.04030634,43.42481074
ZNF211,7.140460589,6.825820195,9.467551375,9.543736289,11.12706847,10.13358627,11.711992,9.894444151
PDZRN3,0,0.002316666,0.003113889,0,0.003290565,0,0,0
