tumors	patients	mock_pseudospace	tumors	patients	tgfb_pseudospace
LIHC	LIHC.TCGA.DD.AAVQ.01A.11R.A41C.07	65.4401365647199	LIHC	LIHC.TCGA.DD.AAVQ.01A.11R.A41C.07	48.0436725838987
LIHC	LIHC.TCGA.DD.AAVR.01A.11R.A41C.07	62.2055198266185	LIHC	LIHC.TCGA.DD.AAVR.01A.11R.A41C.07	45.0878222400647
LIHC	LIHC.TCGA.DD.AAVS.01A.11R.A41C.07	60.3375970124301	LIHC	LIHC.TCGA.DD.AAVS.01A.11R.A41C.07	45.8799311922914
LIHC	LIHC.TCGA.DD.AAVU.01A.11R.A41C.07	65.4902787468402	LIHC	LIHC.TCGA.DD.AAVU.01A.11R.A41C.07	45.4633816791927
LIHC	LIHC.TCGA.DD.AAVV.01A.11R.A41C.07	62.1902216789122	LIHC	LIHC.TCGA.DD.AAVV.01A.11R.A41C.07	45.8516798901465
LIHC	LIHC.TCGA.DD.AAVW.01A.11R.A41C.07	58.5009101934071	LIHC	LIHC.TCGA.DD.AAVW.01A.11R.A41C.07	44.4610277510926
LIHC	LIHC.TCGA.DD.AAVX.01A.11R.A41C.07	57.5422010078385	LIHC	LIHC.TCGA.DD.AAVX.01A.11R.A41C.07	45.7202552570749
LIHC	LIHC.TCGA.DD.AAVY.01A.11R.A41C.07	56.5015103190251	LIHC	LIHC.TCGA.DD.AAVY.01A.11R.A41C.07	42.3741856613817
LIHC	LIHC.TCGA.DD.AAVZ.01A.11R.A41C.07	58.5009101934071	LIHC	LIHC.TCGA.DD.AAVZ.01A.11R.A41C.07	43.7919753897058
LIHC	LIHC.TCGA.DD.AAW0.01A.11R.A41C.07	65.4726464265523	LIHC	LIHC.TCGA.DD.AAW0.01A.11R.A41C.07	46.6146732850048
LIHC	LIHC.TCGA.DD.AAW1.01A.11R.A41C.07	61.7031166322114	LIHC	LIHC.TCGA.DD.AAW1.01A.11R.A41C.07	40.8130597141654
LIHC	LIHC.TCGA.DD.AAW2.01A.11R.A41C.07	58.2924742142998	LIHC	LIHC.TCGA.DD.AAW2.01A.11R.A41C.07	42.3741856613817
LIHC	LIHC.TCGA.DD.AAW3.01A.11R.A41C.07	58.2707268842475	LIHC	LIHC.TCGA.DD.AAW3.01A.11R.A41C.07	42.7432720635522
THCA	THCA.TCGA.DE.A0XZ.01A.11R.A180.07	50.073647831453	THCA	THCA.TCGA.DE.A0XZ.01A.11R.A180.07	37.0732339552358
THCA	THCA.TCGA.DE.A0Y2.01A.11R.A10U.07	50.3220997912119	THCA	THCA.TCGA.DE.A0Y2.01A.11R.A10U.07	40.586592409542
THCA	THCA.TCGA.DE.A0Y3.01B.11R.A10U.07	41.6851686015087	THCA	THCA.TCGA.DE.A0Y3.01B.11R.A10U.07	27.1448920035885
THCA	THCA.TCGA.DE.A2OL.01A.11R.A18C.07	67.0911118407777	THCA	THCA.TCGA.DE.A2OL.01A.11R.A18C.07	44.9426900355327
THCA	THCA.TCGA.DE.A3KN.01A.11R.A20F.07	67.3101620875466	THCA	THCA.TCGA.DE.A3KN.01A.11R.A20F.07	45.0194008445452
THCA	THCA.TCGA.DE.A4M8.01A.21R.A250.07	60.775370024077	THCA	THCA.TCGA.DE.A4M8.01A.21R.A250.07	51.0775452301282
THCA	THCA.TCGA.DE.A4M9.01A.11R.A250.07	56.7112508568511	THCA	THCA.TCGA.DE.A4M9.01A.11R.A250.07	41.9921785115325
THCA	THCA.TCGA.DE.A4MA.01A.11R.A250.07	49.3898790508321	THCA	THCA.TCGA.DE.A4MA.01A.11R.A250.07	39.824995583988
THCA	THCA.TCGA.DE.A4MB.01A.11R.A250.07	51.5570234527549	THCA	THCA.TCGA.DE.A4MB.01A.11R.A250.07	41.2187890120191
THCA	THCA.TCGA.DE.A4MC.01A.11R.A250.07	51.3479989336355	THCA	THCA.TCGA.DE.A4MC.01A.11R.A250.07	38.6803503916749
THCA	THCA.TCGA.DE.A4MD.01A.11R.A250.07	40.3307019888469	THCA	THCA.TCGA.DE.A4MD.01A.11R.A250.07	30.625575795658
THCA	THCA.TCGA.DE.A4MD.06A.11R.A250.07	57.5022707446834	THCA	THCA.TCGA.DE.A4MD.06A.11R.A250.07	45.845986852463
THCA	THCA.TCGA.DE.A69J.01A.21R.A39I.07	62.7027232892938	THCA	THCA.TCGA.DE.A69J.01A.21R.A39I.07	45.11129936483
THCA	THCA.TCGA.DE.A69K.01A.11R.A39I.07	58.5362033250119	THCA	THCA.TCGA.DE.A69K.01A.11R.A39I.07	37.011003546651
THCA	THCA.TCGA.DE.A7U5.01A.11R.A39I.07	37.2395257453411	THCA	THCA.TCGA.DE.A7U5.01A.11R.A39I.07	31.0557525609302
UCEC	UCEC.TCGA.DF.A2KN.01A.11R.A180.07	84.4566000081844	UCEC	UCEC.TCGA.DF.A2KN.01A.11R.A180.07	81.1355119104298
UCEC	UCEC.TCGA.DF.A2KR.01A.11R.A180.07	42.7459097873163	UCEC	UCEC.TCGA.DF.A2KR.01A.11R.A180.07	35.6123312597388
UCEC	UCEC.TCGA.DF.A2KS.01A.11R.A18M.07	67.9103247272762	UCEC	UCEC.TCGA.DF.A2KS.01A.11R.A18M.07	84.2869869667999
UCEC	UCEC.TCGA.DF.A2KU.01A.11R.A180.07	87.4581010982576	UCEC	UCEC.TCGA.DF.A2KU.01A.11R.A180.07	86.3699687167453
UCEC	UCEC.TCGA.DF.A2KV.01A.11R.A180.07	73.435699918999	UCEC	UCEC.TCGA.DF.A2KV.01A.11R.A180.07	69.7469129189709
UCEC	UCEC.TCGA.DF.A2KY.01A.21R.A213.07	85.5769861066501	UCEC	UCEC.TCGA.DF.A2KY.01A.21R.A213.07	83.1362349990888
UCEC	UCEC.TCGA.DF.A2KZ.01A.11R.A213.07	61.2115320020973	UCEC	UCEC.TCGA.DF.A2KZ.01A.11R.A213.07	36.082971479556
UCEC	UCEC.TCGA.DF.A2L0.01A.11R.A180.07	68.4865895081483	UCEC	UCEC.TCGA.DF.A2L0.01A.11R.A180.07	54.4069730748906
CESC	CESC.TCGA.DG.A2KH.01A.21R.A22U.07	90.7501430064538	CESC	CESC.TCGA.DG.A2KH.01A.21R.A22U.07	91.1662726853172
CESC	CESC.TCGA.DG.A2KJ.01A.11R.A32Y.07	42.8349541093307	CESC	CESC.TCGA.DG.A2KJ.01A.11R.A32Y.07	47.4975254856584
CESC	CESC.TCGA.DG.A2KK.01A.11R.A180.07	31.1370854027146	CESC	CESC.TCGA.DG.A2KK.01A.11R.A180.07	63.2970646030051
CESC	CESC.TCGA.DG.A2KL.01A.11R.A180.07	38.3423072012765	CESC	CESC.TCGA.DG.A2KL.01A.11R.A180.07	58.8419973131356
UCEC	UCEC.TCGA.DI.A0WH.01A.12R.A12I.07	48.7730510145747	UCEC	UCEC.TCGA.DI.A0WH.01A.12R.A12I.07	33.8383281557983
UCEC	UCEC.TCGA.DI.A1BU.01A.11R.A137.07	68.2814333893915	UCEC	UCEC.TCGA.DI.A1BU.01A.11R.A137.07	74.3628747578644
UCEC	UCEC.TCGA.DI.A1BY.01A.21R.A137.07	48.2732858545645	UCEC	UCEC.TCGA.DI.A1BY.01A.21R.A137.07	42.3319311959803
UCEC	UCEC.TCGA.DI.A1NN.01A.11R.A16F.07	66.6355386364225	UCEC	UCEC.TCGA.DI.A1NN.01A.11R.A16F.07	71.0013699534389
UCEC	UCEC.TCGA.DI.A1NO.01A.31R.A157.07	69.7254892021947	UCEC	UCEC.TCGA.DI.A1NO.01A.31R.A157.07	75.5804067648423
UCEC	UCEC.TCGA.DI.A2QT.01A.12R.A19W.07	73.6846996275469	UCEC	UCEC.TCGA.DI.A2QT.01A.12R.A19W.07	60.5038850696385
UCEC	UCEC.TCGA.DI.A2QU.01A.11R.A18M.07	47.5593526519217	UCEC	UCEC.TCGA.DI.A2QU.01A.11R.A18M.07	51.2747457001119
UCEC	UCEC.TCGA.DI.A2QY.01A.12R.A19W.07	74.1586996997531	UCEC	UCEC.TCGA.DI.A2QY.01A.12R.A19W.07	74.2444929065844
THCA	THCA.TCGA.DJ.A13M.01A.11R.A10U.07	64.3589411440011	THCA	THCA.TCGA.DJ.A13M.01A.11R.A10U.07	41.6678143085218
THCA	THCA.TCGA.DJ.A13O.01A.11R.A10U.07	69.099046289304	THCA	THCA.TCGA.DJ.A13O.01A.11R.A10U.07	44.7394124528683
THCA	THCA.TCGA.DJ.A13P.01A.11R.A10U.07	58.1902863678453	THCA	THCA.TCGA.DJ.A13P.01A.11R.A10U.07	41.994018561883
THCA	THCA.TCGA.DJ.A13R.01A.11R.A10U.07	59.6503814689174	THCA	THCA.TCGA.DJ.A13R.01A.11R.A10U.07	49.0743707477568
THCA	THCA.TCGA.DJ.A13S.01A.11R.A10U.07	62.4357068364839	THCA	THCA.TCGA.DJ.A13S.01A.11R.A10U.07	41.9663251253673
THCA	THCA.TCGA.DJ.A13T.01A.11R.A10U.07	51.7871016700446	THCA	THCA.TCGA.DJ.A13T.01A.11R.A10U.07	44.6401673681999
THCA	THCA.TCGA.DJ.A13U.01A.11R.A10U.07	56.703973859849	THCA	THCA.TCGA.DJ.A13U.01A.11R.A10U.07	44.3897173016128
THCA	THCA.TCGA.DJ.A13V.01A.11R.A10U.07	48.3192380821781	THCA	THCA.TCGA.DJ.A13V.01A.11R.A10U.07	36.1406376897782
THCA	THCA.TCGA.DJ.A13W.01A.11R.A10U.07	53.48436906622	THCA	THCA.TCGA.DJ.A13W.01A.11R.A10U.07	47.0744330637277
THCA	THCA.TCGA.DJ.A13X.01A.11R.A10U.07	57.3078161980122	THCA	THCA.TCGA.DJ.A13X.01A.11R.A10U.07	44.3286851228462
THCA	THCA.TCGA.DJ.A1QD.01A.11R.A14Y.07	64.8264441591738	THCA	THCA.TCGA.DJ.A1QD.01A.11R.A14Y.07	44.5003249875818
THCA	THCA.TCGA.DJ.A1QE.01A.21R.A14Y.07	41.5601022420587	THCA	THCA.TCGA.DJ.A1QE.01A.21R.A14Y.07	42.7621171248122
THCA	THCA.TCGA.DJ.A1QF.01A.12R.A14Y.07	64.1197666984761	THCA	THCA.TCGA.DJ.A1QF.01A.12R.A14Y.07	49.9314522513363
THCA	THCA.TCGA.DJ.A1QG.01A.11R.A14Y.07	61.2411503728003	THCA	THCA.TCGA.DJ.A1QG.01A.11R.A14Y.07	46.0228530386862
THCA	THCA.TCGA.DJ.A1QH.01A.21R.A14Y.07	64.5265745037429	THCA	THCA.TCGA.DJ.A1QH.01A.21R.A14Y.07	43.0370939822974
THCA	THCA.TCGA.DJ.A1QI.01A.11R.A14Y.07	58.2029548353587	THCA	THCA.TCGA.DJ.A1QI.01A.11R.A14Y.07	42.0561607740061
THCA	THCA.TCGA.DJ.A1QL.01A.11R.A14Y.07	59.9798349007278	THCA	THCA.TCGA.DJ.A1QL.01A.11R.A14Y.07	40.8144940151927
THCA	THCA.TCGA.DJ.A1QN.01A.11R.A14Y.07	66.800718547496	THCA	THCA.TCGA.DJ.A1QN.01A.11R.A14Y.07	46.221567037395
THCA	THCA.TCGA.DJ.A1QO.01A.11R.A14Y.07	41.6851686015087	THCA	THCA.TCGA.DJ.A1QO.01A.11R.A14Y.07	32.1090403673777
THCA	THCA.TCGA.DJ.A1QQ.01A.11R.A14Y.07	41.6871485084895	THCA	THCA.TCGA.DJ.A1QQ.01A.11R.A14Y.07	35.4684384885752
THCA	THCA.TCGA.DJ.A2PN.01A.21R.A19O.07	51.2208984773146	THCA	THCA.TCGA.DJ.A2PN.01A.21R.A19O.07	41.6512097216086
THCA	THCA.TCGA.DJ.A2PO.01A.21R.A19O.07	48.2864137119937	THCA	THCA.TCGA.DJ.A2PO.01A.21R.A19O.07	39.8727860176069
THCA	THCA.TCGA.DJ.A2PP.01A.11R.A19O.07	59.9764681100739	THCA	THCA.TCGA.DJ.A2PP.01A.11R.A19O.07	46.7511018341039
THCA	THCA.TCGA.DJ.A2PQ.01A.11R.A18C.07	43.5187018211859	THCA	THCA.TCGA.DJ.A2PQ.01A.11R.A18C.07	39.5653863060328
THCA	THCA.TCGA.DJ.A2PR.01A.11R.A19O.07	52.905702387731	THCA	THCA.TCGA.DJ.A2PR.01A.11R.A19O.07	40.1696357606681
THCA	THCA.TCGA.DJ.A2PS.01A.11R.A18C.07	62.8536568759286	THCA	THCA.TCGA.DJ.A2PS.01A.11R.A18C.07	36.6700504479245
THCA	THCA.TCGA.DJ.A2PT.01A.11R.A18C.07	68.4919744629511	THCA	THCA.TCGA.DJ.A2PT.01A.11R.A18C.07	39.7118812455812
THCA	THCA.TCGA.DJ.A2PU.01A.12R.A19O.07	55.7781303616124	THCA	THCA.TCGA.DJ.A2PU.01A.12R.A19O.07	46.382178826797
THCA	THCA.TCGA.DJ.A2PV.01A.11R.A19O.07	58.5768168535	THCA	THCA.TCGA.DJ.A2PV.01A.11R.A19O.07	48.0900373660588
THCA	THCA.TCGA.DJ.A2PW.01A.11R.A19O.07	67.2970452278783	THCA	THCA.TCGA.DJ.A2PW.01A.11R.A19O.07	42.4031843009375
THCA	THCA.TCGA.DJ.A2PY.01A.11R.A18C.07	57.8836628743491	THCA	THCA.TCGA.DJ.A2PY.01A.11R.A18C.07	43.0735280698631
THCA	THCA.TCGA.DJ.A2PZ.01A.21R.A18C.07	56.2033576439984	THCA	THCA.TCGA.DJ.A2PZ.01A.21R.A18C.07	37.8290992653191
THCA	THCA.TCGA.DJ.A2Q0.01A.11R.A206.07	62.9639120628309	THCA	THCA.TCGA.DJ.A2Q0.01A.11R.A206.07	50.8659534772283
THCA	THCA.TCGA.DJ.A2Q1.01A.22R.A19O.07	70.968706382061	THCA	THCA.TCGA.DJ.A2Q1.01A.22R.A19O.07	37.343837542656
THCA	THCA.TCGA.DJ.A2Q2.01A.11R.A19O.07	62.6636579329151	THCA	THCA.TCGA.DJ.A2Q2.01A.11R.A19O.07	49.714470573696
THCA	THCA.TCGA.DJ.A2Q3.01A.11R.A18C.07	67.3878453180489	THCA	THCA.TCGA.DJ.A2Q3.01A.11R.A18C.07	45.972583058508
THCA	THCA.TCGA.DJ.A2Q4.01A.21R.A18C.07	63.3298526556424	THCA	THCA.TCGA.DJ.A2Q4.01A.21R.A18C.07	40.9956717497879
THCA	THCA.TCGA.DJ.A2Q5.01A.11R.A18C.07	68.6057924460585	THCA	THCA.TCGA.DJ.A2Q5.01A.11R.A18C.07	44.0832726532593
THCA	THCA.TCGA.DJ.A2Q6.01A.11R.A18C.07	71.3513816357262	THCA	THCA.TCGA.DJ.A2Q6.01A.11R.A18C.07	53.8609133177641
THCA	THCA.TCGA.DJ.A2Q7.01A.11R.A18C.07	63.9290903249376	THCA	THCA.TCGA.DJ.A2Q7.01A.11R.A18C.07	42.6858408845011
THCA	THCA.TCGA.DJ.A2QA.01A.11R.A18C.07	61.0191057798303	THCA	THCA.TCGA.DJ.A2QA.01A.11R.A18C.07	48.6619159342155
THCA	THCA.TCGA.DJ.A2QB.01A.11R.A19O.07	63.335330176532	THCA	THCA.TCGA.DJ.A2QB.01A.11R.A19O.07	44.775410674962
THCA	THCA.TCGA.DJ.A2QC.01A.11R.A18C.07	63.1785280619686	THCA	THCA.TCGA.DJ.A2QC.01A.11R.A18C.07	42.9703209798578
THCA	THCA.TCGA.DJ.A3UK.01A.11R.A22L.07	56.3040603396066	THCA	THCA.TCGA.DJ.A3UK.01A.11R.A22L.07	42.0953467286845
THCA	THCA.TCGA.DJ.A3UM.01A.11R.A22L.07	62.6258389144235	THCA	THCA.TCGA.DJ.A3UM.01A.11R.A22L.07	41.3051860803787
THCA	THCA.TCGA.DJ.A3UN.01A.11R.A22L.07	54.8584629559183	THCA	THCA.TCGA.DJ.A3UN.01A.11R.A22L.07	36.6768114422984
THCA	THCA.TCGA.DJ.A3UP.01A.11R.A22L.07	62.9098481958336	THCA	THCA.TCGA.DJ.A3UP.01A.11R.A22L.07	38.8178989429292
THCA	THCA.TCGA.DJ.A3UQ.01A.11R.A22L.07	67.3026879055439	THCA	THCA.TCGA.DJ.A3UQ.01A.11R.A22L.07	44.1081665781426
THCA	THCA.TCGA.DJ.A3UR.01A.11R.A22L.07	58.0176729312263	THCA	THCA.TCGA.DJ.A3UR.01A.11R.A22L.07	36.9875166903808
THCA	THCA.TCGA.DJ.A3UU.01A.11R.A22L.07	63.11422591465	THCA	THCA.TCGA.DJ.A3UU.01A.11R.A22L.07	39.9918891883866
THCA	THCA.TCGA.DJ.A3UW.01A.11R.A22L.07	58.7509173189072	THCA	THCA.TCGA.DJ.A3UW.01A.11R.A22L.07	41.8838880080236
THCA	THCA.TCGA.DJ.A3UY.01A.21R.A22L.07	65.5178844197006	THCA	THCA.TCGA.DJ.A3UY.01A.21R.A22L.07	48.3641079380412
THCA	THCA.TCGA.DJ.A3V0.01A.11R.A22U.07	64.8828301361935	THCA	THCA.TCGA.DJ.A3V0.01A.11R.A22U.07	41.6293512784609
THCA	THCA.TCGA.DJ.A3V2.01A.11R.A22U.07	66.6200640039597	THCA	THCA.TCGA.DJ.A3V2.01A.11R.A22U.07	45.1078118857614
THCA	THCA.TCGA.DJ.A3V3.01A.11R.A22U.07	65.883765057038	THCA	THCA.TCGA.DJ.A3V3.01A.11R.A22U.07	40.8893118202927
THCA	THCA.TCGA.DJ.A3V4.01A.11R.A22U.07	67.0806073252188	THCA	THCA.TCGA.DJ.A3V4.01A.11R.A22U.07	46.0081096972421
THCA	THCA.TCGA.DJ.A3V5.01A.11R.A22U.07	62.3565587383852	THCA	THCA.TCGA.DJ.A3V5.01A.11R.A22U.07	44.6602736817073
THCA	THCA.TCGA.DJ.A3V8.01A.11R.A23N.07	65.03206145939	THCA	THCA.TCGA.DJ.A3V8.01A.11R.A23N.07	43.5359548937995
THCA	THCA.TCGA.DJ.A3V9.01A.11R.A23N.07	68.6438175984714	THCA	THCA.TCGA.DJ.A3V9.01A.11R.A23N.07	45.892767992961
THCA	THCA.TCGA.DJ.A3VB.01A.11R.A23N.07	65.6751805147868	THCA	THCA.TCGA.DJ.A3VB.01A.11R.A23N.07	43.0866608489037
THCA	THCA.TCGA.DJ.A3VD.01A.11R.A23N.07	62.2873427651885	THCA	THCA.TCGA.DJ.A3VD.01A.11R.A23N.07	47.0708725113422
THCA	THCA.TCGA.DJ.A3VE.01A.11R.A23N.07	62.3562630572474	THCA	THCA.TCGA.DJ.A3VE.01A.11R.A23N.07	40.3396667382588
THCA	THCA.TCGA.DJ.A3VF.01A.11R.A23N.07	67.1400533022513	THCA	THCA.TCGA.DJ.A3VF.01A.11R.A23N.07	51.227490523743
THCA	THCA.TCGA.DJ.A3VG.01A.11R.A23N.07	67.0806073252188	THCA	THCA.TCGA.DJ.A3VG.01A.11R.A23N.07	41.4539901848873
THCA	THCA.TCGA.DJ.A3VI.01A.11R.A23N.07	62.0988211290723	THCA	THCA.TCGA.DJ.A3VI.01A.11R.A23N.07	42.2876490975072
THCA	THCA.TCGA.DJ.A3VJ.01A.11R.A23N.07	68.9167628875098	THCA	THCA.TCGA.DJ.A3VJ.01A.11R.A23N.07	42.442716971376
THCA	THCA.TCGA.DJ.A3VK.01A.11R.A23N.07	64.3332028087187	THCA	THCA.TCGA.DJ.A3VK.01A.11R.A23N.07	42.2927436590655
THCA	THCA.TCGA.DJ.A3VL.01A.11R.A23N.07	63.9105124147579	THCA	THCA.TCGA.DJ.A3VL.01A.11R.A23N.07	39.2898485026006
THCA	THCA.TCGA.DJ.A3VM.01A.11R.A23N.07	54.8615934850629	THCA	THCA.TCGA.DJ.A3VM.01A.11R.A23N.07	39.7176633435943
THCA	THCA.TCGA.DJ.A4UL.01A.11R.A250.07	52.5742286324326	THCA	THCA.TCGA.DJ.A4UL.01A.11R.A250.07	39.0265158089191
THCA	THCA.TCGA.DJ.A4UP.01A.11R.A250.07	66.1963720751741	THCA	THCA.TCGA.DJ.A4UP.01A.11R.A250.07	45.0668192376015
THCA	THCA.TCGA.DJ.A4UQ.01A.11R.A250.07	58.3689603654846	THCA	THCA.TCGA.DJ.A4UQ.01A.11R.A250.07	42.9782954202904
THCA	THCA.TCGA.DJ.A4UR.01A.11R.A250.07	48.3193984886138	THCA	THCA.TCGA.DJ.A4UR.01A.11R.A250.07	41.8896186592638
THCA	THCA.TCGA.DJ.A4UT.01A.11R.A250.07	59.2473405096478	THCA	THCA.TCGA.DJ.A4UT.01A.11R.A250.07	39.9382315998474
THCA	THCA.TCGA.DJ.A4UW.01A.11R.A250.07	68.356781220852	THCA	THCA.TCGA.DJ.A4UW.01A.11R.A250.07	46.6830052951917
THCA	THCA.TCGA.DJ.A4V0.01A.11R.A250.07	62.4701174700724	THCA	THCA.TCGA.DJ.A4V0.01A.11R.A250.07	44.1845547613924
THCA	THCA.TCGA.DJ.A4V2.01A.11R.A250.07	50.4008304316248	THCA	THCA.TCGA.DJ.A4V2.01A.11R.A250.07	40.5546079119823
THCA	THCA.TCGA.DJ.A4V4.01A.11R.A250.07	62.2254691596041	THCA	THCA.TCGA.DJ.A4V4.01A.11R.A250.07	40.6733267343839
THCA	THCA.TCGA.DJ.A4V5.01A.11R.A250.07	59.2690619183163	THCA	THCA.TCGA.DJ.A4V5.01A.11R.A250.07	34.3199212683743
BLCA	BLCA.TCGA.DK.A1A3.01A.11R.A13Y.07	32.4524628480922	BLCA	BLCA.TCGA.DK.A1A3.01A.11R.A13Y.07	51.8017063241215
BLCA	BLCA.TCGA.DK.A1A5.01A.11R.A13Y.07	55.5081027515976	BLCA	BLCA.TCGA.DK.A1A5.01A.11R.A13Y.07	58.5482475632248
BLCA	BLCA.TCGA.DK.A1A7.01A.11R.A13Y.07	28.868049008617	BLCA	BLCA.TCGA.DK.A1A7.01A.11R.A13Y.07	31.4388407355928
BLCA	BLCA.TCGA.DK.A1AA.01A.11R.A13Y.07	40.6009094514385	BLCA	BLCA.TCGA.DK.A1AA.01A.11R.A13Y.07	27.3007205798541
BLCA	BLCA.TCGA.DK.A1AB.01A.11R.A13Y.07	52.6998636290076	BLCA	BLCA.TCGA.DK.A1AB.01A.11R.A13Y.07	40.4653128701448
BLCA	BLCA.TCGA.DK.A1AC.01A.11R.A13Y.07	92.5078047661978	BLCA	BLCA.TCGA.DK.A1AC.01A.11R.A13Y.07	93.4652274872271
BLCA	BLCA.TCGA.DK.A1AD.01A.11R.A13Y.07	46.1410835284546	BLCA	BLCA.TCGA.DK.A1AD.01A.11R.A13Y.07	44.6974955289883
BLCA	BLCA.TCGA.DK.A1AE.01A.11R.A13Y.07	90.6276022424786	BLCA	BLCA.TCGA.DK.A1AE.01A.11R.A13Y.07	90.244132630947
BLCA	BLCA.TCGA.DK.A1AG.01A.11R.A13Y.07	34.9684421546623	BLCA	BLCA.TCGA.DK.A1AG.01A.11R.A13Y.07	21.7731923540218
BLCA	BLCA.TCGA.DK.A2HX.01A.12R.A18C.07	36.1008093977907	BLCA	BLCA.TCGA.DK.A2HX.01A.12R.A18C.07	51.8391105411352
BLCA	BLCA.TCGA.DK.A2I1.01A.11R.A180.07	45.2694674655685	BLCA	BLCA.TCGA.DK.A2I1.01A.11R.A180.07	47.785154604114
BLCA	BLCA.TCGA.DK.A2I2.01A.11R.A180.07	51.0951983329972	BLCA	BLCA.TCGA.DK.A2I2.01A.11R.A180.07	53.6477036370292
BLCA	BLCA.TCGA.DK.A2I6.01A.12R.A18C.07	89.7045795269504	BLCA	BLCA.TCGA.DK.A2I6.01A.12R.A18C.07	93.5448050173118
BLCA	BLCA.TCGA.DK.A3IK.01A.32R.A21D.07	25.2246465767158	BLCA	BLCA.TCGA.DK.A3IK.01A.32R.A21D.07	29.3221125296794
BLCA	BLCA.TCGA.DK.A3IL.01A.11R.A20F.07	22.1551876211841	BLCA	BLCA.TCGA.DK.A3IL.01A.11R.A20F.07	25.5369664370823
BLCA	BLCA.TCGA.DK.A3IM.01A.11R.A20F.07	45.2578173919575	BLCA	BLCA.TCGA.DK.A3IM.01A.11R.A20F.07	45.0107585174845
BLCA	BLCA.TCGA.DK.A3IN.01A.11R.A20F.07	84.1305604180366	BLCA	BLCA.TCGA.DK.A3IN.01A.11R.A20F.07	91.2522604853478
BLCA	BLCA.TCGA.DK.A3IQ.01A.31R.A32Y.07	54.1787243806184	BLCA	BLCA.TCGA.DK.A3IQ.01A.31R.A32Y.07	43.9031809371749
BLCA	BLCA.TCGA.DK.A3IS.01A.21R.A21D.07	51.7770705388344	BLCA	BLCA.TCGA.DK.A3IS.01A.21R.A21D.07	89.5621126784436
BLCA	BLCA.TCGA.DK.A3IT.01A.31R.A20F.07	58.9360408707655	BLCA	BLCA.TCGA.DK.A3IT.01A.31R.A20F.07	77.9853361886456
BLCA	BLCA.TCGA.DK.A3IV.01A.22R.A21D.07	33.7114097352032	BLCA	BLCA.TCGA.DK.A3IV.01A.22R.A21D.07	82.3434620627335
BLCA	BLCA.TCGA.DK.A3WW.01A.22R.A23N.07	61.2498998646573	BLCA	BLCA.TCGA.DK.A3WW.01A.22R.A23N.07	61.1970272031036
BLCA	BLCA.TCGA.DK.A3WX.01A.22R.A22U.07	53.1251720348007	BLCA	BLCA.TCGA.DK.A3WX.01A.22R.A22U.07	85.9913233410093
BLCA	BLCA.TCGA.DK.A3X1.01A.12R.A22U.07	53.8192234362177	BLCA	BLCA.TCGA.DK.A3X1.01A.12R.A22U.07	47.6577626043488
BLCA	BLCA.TCGA.DK.A3X2.01A.11R.A22U.07	53.6568073840288	BLCA	BLCA.TCGA.DK.A3X2.01A.11R.A22U.07	90.833636329474
BLCA	BLCA.TCGA.DK.A6AV.01A.12R.A30C.07	42.3836933359055	BLCA	BLCA.TCGA.DK.A6AV.01A.12R.A30C.07	39.0322812541921
BLCA	BLCA.TCGA.DK.A6AW.01A.11R.A30C.07	33.5996588197686	BLCA	BLCA.TCGA.DK.A6AW.01A.11R.A30C.07	34.5240518236291
BLCA	BLCA.TCGA.DK.A6B0.01A.11R.A31N.07	46.5145791349128	BLCA	BLCA.TCGA.DK.A6B0.01A.11R.A31N.07	22.0106928385261
BLCA	BLCA.TCGA.DK.A6B1.01A.12R.A30C.07	47.82097481909	BLCA	BLCA.TCGA.DK.A6B1.01A.12R.A30C.07	79.2110499168099
BLCA	BLCA.TCGA.DK.A6B2.01A.11R.A30C.07	46.1303565108611	BLCA	BLCA.TCGA.DK.A6B2.01A.11R.A30C.07	42.7002556916043
BLCA	BLCA.TCGA.DK.A6B5.01A.11R.A31N.07	29.0541985618209	BLCA	BLCA.TCGA.DK.A6B5.01A.11R.A31N.07	33.7266353717243
BLCA	BLCA.TCGA.DK.A6B6.01A.11R.A30C.07	30.9606673652897	BLCA	BLCA.TCGA.DK.A6B6.01A.11R.A30C.07	36.7767446027172
BLCA	BLCA.TCGA.DK.AA6L.01A.11R.A39I.07	24.2222977037335	BLCA	BLCA.TCGA.DK.AA6L.01A.11R.A39I.07	16.3323154273435
BLCA	BLCA.TCGA.DK.AA6M.01A.11R.A39I.07	52.8871680380035	BLCA	BLCA.TCGA.DK.AA6M.01A.11R.A39I.07	35.3899047772504
BLCA	BLCA.TCGA.DK.AA6P.01A.11R.A39I.07	31.6365605001593	BLCA	BLCA.TCGA.DK.AA6P.01A.11R.A39I.07	34.6023913484815
BLCA	BLCA.TCGA.DK.AA6Q.01A.11R.A39I.07	46.2179766172088	BLCA	BLCA.TCGA.DK.AA6Q.01A.11R.A39I.07	22.2681377139497
BLCA	BLCA.TCGA.DK.AA6R.01A.11R.A42T.07	32.0265777278506	BLCA	BLCA.TCGA.DK.AA6R.01A.11R.A42T.07	31.5598701502203
BLCA	BLCA.TCGA.DK.AA6S.01A.21R.A39I.07	35.6937346566909	BLCA	BLCA.TCGA.DK.AA6S.01A.21R.A39I.07	21.8182820502948
