tumors	patients	mock_pseudospace	tumors	patients	tgfb_pseudospace
LUAD	LUAD.TCGA.44.2659.01A.01R.0946.07	70.1702974331555	LUAD	LUAD.TCGA.44.2659.01A.01R.0946.07	48.1071823029566
LUAD	LUAD.TCGA.44.2665.01A.01R.0946.07	75.4559459193352	LUAD	LUAD.TCGA.44.2665.01A.01R.0946.07	43.5882833310946
LUAD	LUAD.TCGA.44.2666.01A.01R.A278.07	59.4871995517049	LUAD	LUAD.TCGA.44.2666.01A.01R.A278.07	43.9755460031334
LUAD	LUAD.TCGA.44.2666.01A.01R.0946.07	61.9040355919691	LUAD	LUAD.TCGA.44.2666.01A.01R.0946.07	42.4155326860454
LUAD	LUAD.TCGA.44.2668.01A.01R.0946.07	91.1162179663867	LUAD	LUAD.TCGA.44.2668.01A.01R.0946.07	77.5897025055487
LUAD	LUAD.TCGA.44.2668.01A.01R.A278.07	72.4851852357819	LUAD	LUAD.TCGA.44.2668.01A.01R.A278.07	67.2555192893815
LUAD	LUAD.TCGA.44.3917.01A.01R.A278.07	82.0130169635486	LUAD	LUAD.TCGA.44.3917.01A.01R.A278.07	78.6685843446279
LUAD	LUAD.TCGA.44.3918.01A.01R.A278.07	68.1499479213743	LUAD	LUAD.TCGA.44.3918.01A.01R.A278.07	61.454146634237
LUAD	LUAD.TCGA.44.3918.01A.01R.1107.07	68.8686917419096	LUAD	LUAD.TCGA.44.3918.01A.01R.1107.07	46.6994406863052
LUAD	LUAD.TCGA.44.3919.01A.02R.1107.07	59.2078640825145	LUAD	LUAD.TCGA.44.3919.01A.02R.1107.07	46.542409687378
LUAD	LUAD.TCGA.44.4112.01A.01R.1107.07	66.2771218721054	LUAD	LUAD.TCGA.44.4112.01A.01R.1107.07	40.4546605334419
LUAD	LUAD.TCGA.44.5643.01A.01R.1628.07	51.029630561724	LUAD	LUAD.TCGA.44.5643.01A.01R.1628.07	31.3761261303411
LUAD	LUAD.TCGA.44.5644.01A.21R.2039.07	53.7220696393386	LUAD	LUAD.TCGA.44.5644.01A.21R.2039.07	54.8303024113293
LUAD	LUAD.TCGA.44.5645.01A.01R.A278.07	61.8842577314146	LUAD	LUAD.TCGA.44.5645.01A.01R.A278.07	43.6745504812921
LUAD	LUAD.TCGA.44.5645.01A.01R.1628.07	56.3020133388628	LUAD	LUAD.TCGA.44.5645.01A.01R.1628.07	43.1508464939375
LUAD	LUAD.TCGA.44.6145.01A.11R.1755.07	52.4472229005222	LUAD	LUAD.TCGA.44.6145.01A.11R.1755.07	44.1137544773929
LUAD	LUAD.TCGA.44.6146.01A.11R.A278.07	20.2805237064048	LUAD	LUAD.TCGA.44.6146.01A.11R.A278.07	37.2929534989653
LUAD	LUAD.TCGA.44.6146.01A.11R.1755.07	10.0662403573105	LUAD	LUAD.TCGA.44.6146.01A.11R.1755.07	32.1741521467436
LUAD	LUAD.TCGA.44.6774.01A.21R.1858.07	55.1000368277974	LUAD	LUAD.TCGA.44.6774.01A.21R.1858.07	51.3561532315306
LUAD	LUAD.TCGA.44.6776.01A.11R.1858.07	44.5862410999189	LUAD	LUAD.TCGA.44.6776.01A.11R.1858.07	37.7859434295631
LUAD	LUAD.TCGA.44.6777.01A.11R.1858.07	63.4215311023618	LUAD	LUAD.TCGA.44.6777.01A.11R.1858.07	49.6905297563871
LUAD	LUAD.TCGA.44.6779.01A.11R.1858.07	46.7771611904426	LUAD	LUAD.TCGA.44.6779.01A.11R.1858.07	37.5713590205577
LUAD	LUAD.TCGA.44.7659.01A.11R.2066.07	48.4054394849334	LUAD	LUAD.TCGA.44.7659.01A.11R.2066.07	38.078543040098
LUAD	LUAD.TCGA.44.7660.01A.11R.2066.07	84.0653864387991	LUAD	LUAD.TCGA.44.7660.01A.11R.2066.07	87.203794624739
LUAD	LUAD.TCGA.44.7662.01A.11R.2066.07	85.2161428974057	LUAD	LUAD.TCGA.44.7662.01A.11R.2066.07	80.184391437729
LUAD	LUAD.TCGA.44.7667.01A.31R.2066.07	92.5504802782022	LUAD	LUAD.TCGA.44.7667.01A.31R.2066.07	90.6712684814367
LUAD	LUAD.TCGA.44.7669.01A.21R.2066.07	94.5242514464026	LUAD	LUAD.TCGA.44.7669.01A.21R.2066.07	92.1526200080778
LUAD	LUAD.TCGA.44.7670.01A.11R.2066.07	81.3179278133932	LUAD	LUAD.TCGA.44.7670.01A.11R.2066.07	78.8496519929849
LUAD	LUAD.TCGA.44.7671.01A.11R.2066.07	62.3432844745555	LUAD	LUAD.TCGA.44.7671.01A.11R.2066.07	37.1018376458894
LUAD	LUAD.TCGA.44.8117.01A.11R.2241.07	43.8878165070373	LUAD	LUAD.TCGA.44.8117.01A.11R.2241.07	60.5701507086462
LUAD	LUAD.TCGA.44.8119.01A.11R.2241.07	88.7122763459763	LUAD	LUAD.TCGA.44.8119.01A.11R.2241.07	79.4743554755305
LUAD	LUAD.TCGA.44.8120.01A.11R.2241.07	62.6837747357753	LUAD	LUAD.TCGA.44.8120.01A.11R.2241.07	56.7185176349052
LUAD	LUAD.TCGA.44.A479.01A.31R.A24H.07	66.6152979248621	LUAD	LUAD.TCGA.44.A479.01A.31R.A24H.07	50.3529671975885
LUAD	LUAD.TCGA.44.A47A.01A.21R.A24H.07	53.9777705964794	LUAD	LUAD.TCGA.44.A47A.01A.21R.A24H.07	40.5025365633144
LUAD	LUAD.TCGA.44.A47B.01A.11R.A24H.07	50.3273801386045	LUAD	LUAD.TCGA.44.A47B.01A.11R.A24H.07	44.236643768532
LUAD	LUAD.TCGA.44.A4SU.01A.11R.A24X.07	53.1329646818321	LUAD	LUAD.TCGA.44.A4SU.01A.11R.A24X.07	40.0960449396052
LUSC	LUSC.TCGA.46.3765.01A.01R.0980.07	66.8118595714722	LUSC	LUSC.TCGA.46.3765.01A.01R.0980.07	46.8162487781235
LUSC	LUSC.TCGA.46.3768.01A.01R.0980.07	89.896075412318	LUSC	LUSC.TCGA.46.3768.01A.01R.0980.07	86.9503847663702
LUSC	LUSC.TCGA.46.3769.01A.01R.0980.07	76.1334722548472	LUSC	LUSC.TCGA.46.3769.01A.01R.0980.07	61.3465279315912
LUSC	LUSC.TCGA.46.6025.01A.11R.1820.07	90.7168261994187	LUSC	LUSC.TCGA.46.6025.01A.11R.1820.07	72.4709289348503
LUSC	LUSC.TCGA.46.6026.01A.11R.1820.07	44.7419401404555	LUSC	LUSC.TCGA.46.6026.01A.11R.1820.07	54.3639792392715
LUAD	LUAD.TCGA.49.4486.01A.01R.1206.07	61.4104652098161	LUAD	LUAD.TCGA.49.4486.01A.01R.1206.07	33.4212129556561
LUAD	LUAD.TCGA.49.4488.01A.01R.1755.07	55.6538604160288	LUAD	LUAD.TCGA.49.4488.01A.01R.1755.07	49.0282868423964
LUAD	LUAD.TCGA.49.4494.01A.01R.1206.07	78.9684090950808	LUAD	LUAD.TCGA.49.4494.01A.01R.1206.07	63.7220834154669
LUAD	LUAD.TCGA.49.4501.01A.01R.1206.07	76.9138867511537	LUAD	LUAD.TCGA.49.4501.01A.01R.1206.07	53.5244621309591
LUAD	LUAD.TCGA.49.4505.01A.01R.1206.07	74.9992305419141	LUAD	LUAD.TCGA.49.4505.01A.01R.1206.07	43.4510751430464
LUAD	LUAD.TCGA.49.4507.01A.01R.1206.07	86.3140133984384	LUAD	LUAD.TCGA.49.4507.01A.01R.1206.07	78.6042293280164
LUAD	LUAD.TCGA.49.4510.01A.01R.1206.07	56.5574275243754	LUAD	LUAD.TCGA.49.4510.01A.01R.1206.07	41.2480423673143
LUAD	LUAD.TCGA.49.4512.01A.21R.1858.07	50.6427664543771	LUAD	LUAD.TCGA.49.4512.01A.21R.1858.07	48.1478171079588
LUAD	LUAD.TCGA.49.4514.01A.21R.1858.07	62.0115147952237	LUAD	LUAD.TCGA.49.4514.01A.21R.1858.07	53.7478117226073
LUAD	LUAD.TCGA.49.6742.01A.11R.1858.07	47.2744563792567	LUAD	LUAD.TCGA.49.6742.01A.11R.1858.07	50.3695832298145
LUAD	LUAD.TCGA.49.6744.01A.11R.1858.07	64.2273478636584	LUAD	LUAD.TCGA.49.6744.01A.11R.1858.07	46.8898647330498
LUAD	LUAD.TCGA.49.6767.01A.11R.1858.07	68.1974360478583	LUAD	LUAD.TCGA.49.6767.01A.11R.1858.07	62.1469069981898
LUAD	LUAD.TCGA.49.AAR0.01A.21R.A39D.07	55.3651071912249	LUAD	LUAD.TCGA.49.AAR0.01A.21R.A39D.07	45.3307837021866
LUAD	LUAD.TCGA.49.AAR2.01A.11R.A39D.07	46.9203303499668	LUAD	LUAD.TCGA.49.AAR2.01A.11R.A39D.07	42.8416384145583
LUAD	LUAD.TCGA.49.AAR3.01A.11R.A41B.07	67.4334469461078	LUAD	LUAD.TCGA.49.AAR3.01A.11R.A41B.07	52.8924225900757
LUAD	LUAD.TCGA.49.AAR9.01A.21R.A41B.07	52.4379588504047	LUAD	LUAD.TCGA.49.AAR9.01A.21R.A41B.07	76.5686769836477
LUAD	LUAD.TCGA.49.AARE.01A.11R.A41B.07	34.3738086738862	LUAD	LUAD.TCGA.49.AARE.01A.11R.A41B.07	58.3498778908692
LUAD	LUAD.TCGA.49.AARN.01A.21R.A41B.07	31.1290490753244	LUAD	LUAD.TCGA.49.AARN.01A.21R.A41B.07	39.2049740121326
LUAD	LUAD.TCGA.49.AARQ.01A.11R.A41B.07	62.2482112637731	LUAD	LUAD.TCGA.49.AARQ.01A.11R.A41B.07	55.1345232967234
LUAD	LUAD.TCGA.49.AARR.01A.11R.A41B.07	55.8222205255254	LUAD	LUAD.TCGA.49.AARR.01A.11R.A41B.07	41.5179569698683
KIRP	KIRP.TCGA.4A.A93W.01A.11R.A37K.07	59.7268280665744	KIRP	KIRP.TCGA.4A.A93W.01A.11R.A37K.07	38.9328598964348
KIRP	KIRP.TCGA.4A.A93X.01A.11R.A37K.07	66.3785231846358	KIRP	KIRP.TCGA.4A.A93X.01A.11R.A37K.07	49.6162731260321
LUAD	LUAD.TCGA.4B.A93V.01A.11R.A39D.07	59.451294425012	LUAD	LUAD.TCGA.4B.A93V.01A.11R.A39D.07	53.4486363740954
THCA	THCA.TCGA.4C.A93U.01A.11R.A39I.07	53.1054726780967	THCA	THCA.TCGA.4C.A93U.01A.11R.A39I.07	35.8272470488217
UCEC	UCEC.TCGA.4E.A92E.01A.11R.A37O.07	62.8156835388731	UCEC	UCEC.TCGA.4E.A92E.01A.11R.A37O.07	43.0072151815228
CHOL	CHOL.TCGA.4G.AAZO.01A.12R.A41I.07	38.6160661079915	CHOL	CHOL.TCGA.4G.AAZO.01A.12R.A41I.07	34.4800248596482
CHOL	CHOL.TCGA.4G.AAZT.01A.11R.A41I.07	58.1308750194854	CHOL	CHOL.TCGA.4G.AAZT.01A.11R.A41I.07	41.7864043732316
BRCA	BRCA.TCGA.4H.AAAK.01A.12R.A41B.07	57.1252881904592	BRCA	BRCA.TCGA.4H.AAAK.01A.12R.A41B.07	46.7130434119449
CESC	CESC.TCGA.4J.AA1J.01A.21R.A38B.07	18.4242425418253	CESC	CESC.TCGA.4J.AA1J.01A.21R.A38B.07	20.4176857997874
COAD	COAD.TCGA.4N.A93T.01A.11R.A37K.07	45.6273511102929	COAD	COAD.TCGA.4N.A93T.01A.11R.A37K.07	43.5791218460249
HNSC	HNSC.TCGA.4P.AA8J.01A.11R.A39I.07	46.0030334349728	HNSC	HNSC.TCGA.4P.AA8J.01A.11R.A39I.07	30.1381725636967
LIHC	LIHC.TCGA.4R.AA8I.01A.11R.A38B.07	49.7450309986839	LIHC	LIHC.TCGA.4R.AA8I.01A.11R.A38B.07	41.3569918547273
COAD	COAD.TCGA.4T.AA8H.01A.11R.A41B.07	45.3408456952488	COAD	COAD.TCGA.4T.AA8H.01A.11R.A41B.07	35.3688165764954
THYM	THYM.TCGA.4V.A9QJ.01A.11R.A42C.07	83.5490533437895	THYM	THYM.TCGA.4V.A9QJ.01A.11R.A42C.07	84.7635171118945
THYM	THYM.TCGA.4V.A9QL.01A.11R.A42C.07	81.6863906110346	THYM	THYM.TCGA.4V.A9QL.01A.11R.A42C.07	67.4228812179845
THYM	THYM.TCGA.4V.A9QM.01A.11R.A42C.07	83.8959529840439	THYM	THYM.TCGA.4V.A9QM.01A.11R.A42C.07	63.5403108462391
THYM	THYM.TCGA.4V.A9QN.01A.11R.A42C.07	45.5725604071278	THYM	THYM.TCGA.4V.A9QN.01A.11R.A42C.07	13.1133824226152
THYM	THYM.TCGA.4V.A9QW.01A.11R.A42C.07	68.9571590242429	THYM	THYM.TCGA.4V.A9QW.01A.11R.A42C.07	56.3564258358188
THYM	THYM.TCGA.4X.A9FA.01A.11R.A42C.07	62.2901836886215	THYM	THYM.TCGA.4X.A9FA.01A.11R.A42C.07	39.5189048417533
THYM	THYM.TCGA.4X.A9FD.01A.11R.A42C.07	76.2932883670817	THYM	THYM.TCGA.4X.A9FD.01A.11R.A42C.07	73.6338589882064
BLCA	BLCA.TCGA.4Z.AA7M.01A.11R.A39I.07	43.9627805636867	BLCA	BLCA.TCGA.4Z.AA7M.01A.11R.A39I.07	57.7733490453415
BLCA	BLCA.TCGA.4Z.AA7O.01A.31R.A39I.07	28.3559118655628	BLCA	BLCA.TCGA.4Z.AA7O.01A.31R.A39I.07	20.6503301329835
BLCA	BLCA.TCGA.4Z.AA7R.01A.11R.A39I.07	72.3292209357825	BLCA	BLCA.TCGA.4Z.AA7R.01A.11R.A39I.07	92.5758523335498
BLCA	BLCA.TCGA.4Z.AA7S.01A.11R.A39I.07	31.542202041862	BLCA	BLCA.TCGA.4Z.AA7S.01A.11R.A39I.07	39.1904937642191
BLCA	BLCA.TCGA.4Z.AA7W.01A.11R.A39I.07	46.1834928015562	BLCA	BLCA.TCGA.4Z.AA7W.01A.11R.A39I.07	40.8070083986175
BLCA	BLCA.TCGA.4Z.AA7Y.01A.11R.A39I.07	30.8790251848486	BLCA	BLCA.TCGA.4Z.AA7Y.01A.11R.A39I.07	31.3811509656487
BLCA	BLCA.TCGA.4Z.AA80.01A.11R.A39I.07	84.3408144910072	BLCA	BLCA.TCGA.4Z.AA80.01A.11R.A39I.07	79.3915212317405
BLCA	BLCA.TCGA.4Z.AA81.01A.11R.A39I.07	32.9839507426833	BLCA	BLCA.TCGA.4Z.AA81.01A.11R.A39I.07	29.2413086578244
BLCA	BLCA.TCGA.4Z.AA82.01A.11R.A39I.07	56.8004569111127	BLCA	BLCA.TCGA.4Z.AA82.01A.11R.A39I.07	62.2023616418063
BLCA	BLCA.TCGA.4Z.AA83.01A.11R.A39I.07	35.0274367650302	BLCA	BLCA.TCGA.4Z.AA83.01A.11R.A39I.07	26.2019704897737
BLCA	BLCA.TCGA.4Z.AA84.01A.11R.A39I.07	65.4427176945184	BLCA	BLCA.TCGA.4Z.AA84.01A.11R.A39I.07	73.8452969019874
BLCA	BLCA.TCGA.4Z.AA87.01A.11R.A39I.07	72.4381203013731	BLCA	BLCA.TCGA.4Z.AA87.01A.11R.A39I.07	94.1161490455666
BLCA	BLCA.TCGA.4Z.AA89.01A.11R.A39I.07	28.5844966500204	BLCA	BLCA.TCGA.4Z.AA89.01A.11R.A39I.07	24.7183439823544
LUAD	LUAD.TCGA.50.5051.01A.21R.1858.07	49.1445759093831	LUAD	LUAD.TCGA.50.5051.01A.21R.1858.07	48.8692944087531
LUAD	LUAD.TCGA.50.5066.02A.11R.2090.07	89.8015166587638	LUAD	LUAD.TCGA.50.5066.02A.11R.2090.07	81.6558062580087
LUAD	LUAD.TCGA.50.5072.01A.21R.1858.07	67.1830314908843	LUAD	LUAD.TCGA.50.5072.01A.21R.1858.07	70.5967071497359
LUAD	LUAD.TCGA.50.5930.01A.11R.1755.07	34.9832793470499	LUAD	LUAD.TCGA.50.5930.01A.11R.1755.07	43.2295382197575
LUAD	LUAD.TCGA.50.5931.01A.11R.1755.07	59.2041892816227	LUAD	LUAD.TCGA.50.5931.01A.11R.1755.07	58.0701839706929
LUAD	LUAD.TCGA.50.5932.01A.11R.1755.07	35.6921527348897	LUAD	LUAD.TCGA.50.5932.01A.11R.1755.07	32.1711751021731
LUAD	LUAD.TCGA.50.5933.01A.11R.1755.07	57.5565684587827	LUAD	LUAD.TCGA.50.5933.01A.11R.1755.07	55.1587157149893
LUAD	LUAD.TCGA.50.5935.01A.11R.1755.07	53.0430545155851	LUAD	LUAD.TCGA.50.5935.01A.11R.1755.07	40.0577434118583
LUAD	LUAD.TCGA.50.5936.01A.11R.1628.07	47.922014631916	LUAD	LUAD.TCGA.50.5936.01A.11R.1628.07	45.515817509463
LUAD	LUAD.TCGA.50.5939.01A.11R.1628.07	55.8405105563871	LUAD	LUAD.TCGA.50.5939.01A.11R.1628.07	46.986330553636
LUAD	LUAD.TCGA.50.5942.01A.21R.1755.07	58.3613881442525	LUAD	LUAD.TCGA.50.5942.01A.21R.1755.07	40.8916587671465
LUAD	LUAD.TCGA.50.5944.01A.11R.1755.07	59.0626252348276	LUAD	LUAD.TCGA.50.5944.01A.11R.1755.07	44.1745199573653
LUAD	LUAD.TCGA.50.5946.01A.11R.1755.07	68.6638762153906	LUAD	LUAD.TCGA.50.5946.01A.11R.1755.07	89.1132726404004
LUAD	LUAD.TCGA.50.5946.02A.11R.2090.07	65.0219929790289	LUAD	LUAD.TCGA.50.5946.02A.11R.2090.07	70.216492518769
LUAD	LUAD.TCGA.50.6591.01A.11R.1755.07	86.4969964534652	LUAD	LUAD.TCGA.50.6591.01A.11R.1755.07	91.6815443998007
LUAD	LUAD.TCGA.50.6593.01A.11R.1755.07	57.1550797154646	LUAD	LUAD.TCGA.50.6593.01A.11R.1755.07	44.4093330032785
LUAD	LUAD.TCGA.50.6594.01A.11R.1755.07	51.7182794538249	LUAD	LUAD.TCGA.50.6594.01A.11R.1755.07	48.8693441840035
LUAD	LUAD.TCGA.50.6673.01A.11R.1949.07	59.9920068220208	LUAD	LUAD.TCGA.50.6673.01A.11R.1949.07	45.5005013313606
LUAD	LUAD.TCGA.50.7109.01A.11R.2039.07	61.0274685071135	LUAD	LUAD.TCGA.50.7109.01A.11R.2039.07	53.941562226344
LUAD	LUAD.TCGA.50.8457.01A.11R.2326.07	57.2813581601173	LUAD	LUAD.TCGA.50.8457.01A.11R.2326.07	39.8069558911198
LUAD	LUAD.TCGA.50.8460.01A.11R.2326.07	61.4605718646022	LUAD	LUAD.TCGA.50.8460.01A.11R.2326.07	37.3587970801317
LUSC	LUSC.TCGA.51.4079.01A.01R.1100.07	47.6852400402593	LUSC	LUSC.TCGA.51.4079.01A.01R.1100.07	39.4282892121752
LUSC	LUSC.TCGA.51.4080.01A.01R.1100.07	46.2408736013965	LUSC	LUSC.TCGA.51.4080.01A.01R.1100.07	60.7029665956467
LUSC	LUSC.TCGA.51.4081.01A.01R.1100.07	21.4601854457851	LUSC	LUSC.TCGA.51.4081.01A.01R.1100.07	43.3632340260187
LUSC	LUSC.TCGA.52.7622.01A.11R.2125.07	58.3448023859253	LUSC	LUSC.TCGA.52.7622.01A.11R.2125.07	61.7270440428167
LUSC	LUSC.TCGA.52.7809.01A.21R.2125.07	80.8765619140897	LUSC	LUSC.TCGA.52.7809.01A.21R.2125.07	85.4887961711584
LUSC	LUSC.TCGA.52.7810.01A.11R.2125.07	64.59973195878	LUSC	LUSC.TCGA.52.7810.01A.11R.2125.07	49.1509118026087
LUSC	LUSC.TCGA.52.7812.01A.11R.2125.07	80.5617717930863	LUSC	LUSC.TCGA.52.7812.01A.11R.2125.07	89.8695854865683
LUAD	LUAD.TCGA.53.7624.01A.11R.2066.07	71.1240311767177	LUAD	LUAD.TCGA.53.7624.01A.11R.2066.07	88.1932710930182
LUAD	LUAD.TCGA.53.7626.01A.12R.2066.07	66.6834816814445	LUAD	LUAD.TCGA.53.7626.01A.12R.2066.07	47.998878254557
LUAD	LUAD.TCGA.53.7813.01A.11R.2170.07	60.9424183872486	LUAD	LUAD.TCGA.53.7813.01A.11R.2170.07	53.6809520712171
LUAD	LUAD.TCGA.53.A4EZ.01A.12R.A24X.07	73.2440844422494	LUAD	LUAD.TCGA.53.A4EZ.01A.12R.A24X.07	71.7732770592266
LUAD	LUAD.TCGA.55.1592.01A.01R.0946.07	59.5234266238851	LUAD	LUAD.TCGA.55.1592.01A.01R.0946.07	54.6685058922179
LUAD	LUAD.TCGA.55.1594.01A.01R.0946.07	83.1338505234433	LUAD	LUAD.TCGA.55.1594.01A.01R.0946.07	73.8768448568278
LUAD	LUAD.TCGA.55.1596.01A.01R.0946.07	60.176529600116	LUAD	LUAD.TCGA.55.1596.01A.01R.0946.07	65.3127593917384
LUAD	LUAD.TCGA.55.5899.01A.11R.1628.07	72.0195952015414	LUAD	LUAD.TCGA.55.5899.01A.11R.1628.07	64.1215516459208
LUAD	LUAD.TCGA.55.6543.01A.11R.1755.07	57.6642807116309	LUAD	LUAD.TCGA.55.6543.01A.11R.1755.07	40.0625626606831
LUAD	LUAD.TCGA.55.6642.01A.11R.1858.07	59.7389916665738	LUAD	LUAD.TCGA.55.6642.01A.11R.1858.07	52.1158471339799
LUAD	LUAD.TCGA.55.6968.01A.11R.1949.07	84.2444098269685	LUAD	LUAD.TCGA.55.6968.01A.11R.1949.07	83.661945000061
LUAD	LUAD.TCGA.55.6970.01A.11R.1949.07	52.2298200739899	LUAD	LUAD.TCGA.55.6970.01A.11R.1949.07	36.9685281392352
LUAD	LUAD.TCGA.55.6972.01A.11R.1949.07	44.1021785569053	LUAD	LUAD.TCGA.55.6972.01A.11R.1949.07	47.0852507286238
LUAD	LUAD.TCGA.55.6975.01A.11R.1949.07	50.7203646734675	LUAD	LUAD.TCGA.55.6975.01A.11R.1949.07	55.9566515447819
LUAD	LUAD.TCGA.55.6979.01A.11R.1949.07	64.2033202857491	LUAD	LUAD.TCGA.55.6979.01A.11R.1949.07	48.6946290329911
LUAD	LUAD.TCGA.55.6980.01A.11R.1949.07	59.0070836044246	LUAD	LUAD.TCGA.55.6980.01A.11R.1949.07	47.0441993179584
LUAD	LUAD.TCGA.55.6984.01A.11R.1949.07	12.3791240005457	LUAD	LUAD.TCGA.55.6984.01A.11R.1949.07	25.6393822062335
LUAD	LUAD.TCGA.55.6985.01A.11R.1949.07	56.7250472715415	LUAD	LUAD.TCGA.55.6985.01A.11R.1949.07	39.4302947730547
LUAD	LUAD.TCGA.55.6986.01A.11R.1949.07	54.5284407860923	LUAD	LUAD.TCGA.55.6986.01A.11R.1949.07	44.2062535376884
LUAD	LUAD.TCGA.55.7281.01A.11R.2039.07	46.6422866960362	LUAD	LUAD.TCGA.55.7281.01A.11R.2039.07	37.6204668252393
LUAD	LUAD.TCGA.55.7283.01A.11R.2039.07	58.1400920063078	LUAD	LUAD.TCGA.55.7283.01A.11R.2039.07	41.3537117327714
LUAD	LUAD.TCGA.55.7284.01B.11R.2241.07	35.4826728718546	LUAD	LUAD.TCGA.55.7284.01B.11R.2241.07	33.8782934705049
LUAD	LUAD.TCGA.55.7570.01A.11R.2039.07	89.8710619526402	LUAD	LUAD.TCGA.55.7570.01A.11R.2039.07	85.3654028912759
LUAD	LUAD.TCGA.55.7573.01A.11R.2039.07	55.9236139854544	LUAD	LUAD.TCGA.55.7573.01A.11R.2039.07	40.8268218940475
LUAD	LUAD.TCGA.55.7576.01A.11R.2066.07	71.322059968	LUAD	LUAD.TCGA.55.7576.01A.11R.2066.07	65.7952770713732
LUAD	LUAD.TCGA.55.7725.01A.11R.2170.07	52.1905234681683	LUAD	LUAD.TCGA.55.7725.01A.11R.2170.07	47.0582203697068
LUAD	LUAD.TCGA.55.7727.01A.11R.2170.07	43.9576855759046	LUAD	LUAD.TCGA.55.7727.01A.11R.2170.07	54.0910795322045
LUAD	LUAD.TCGA.55.7728.01A.11R.2187.07	27.8836320958315	LUAD	LUAD.TCGA.55.7728.01A.11R.2187.07	31.74824043764
LUAD	LUAD.TCGA.55.7903.01A.11R.2170.07	58.2323636441475	LUAD	LUAD.TCGA.55.7903.01A.11R.2170.07	38.5106398428441
LUAD	LUAD.TCGA.55.7907.01A.11R.2170.07	44.5968418960788	LUAD	LUAD.TCGA.55.7907.01A.11R.2170.07	46.3198052734249
LUAD	LUAD.TCGA.55.7910.01A.11R.2170.07	61.6516284170272	LUAD	LUAD.TCGA.55.7910.01A.11R.2170.07	57.5795907532874
LUAD	LUAD.TCGA.55.7913.01B.11R.2241.07	76.9020481301836	LUAD	LUAD.TCGA.55.7913.01B.11R.2241.07	82.123522792231
LUAD	LUAD.TCGA.55.7914.01A.11R.2170.07	60.514908051719	LUAD	LUAD.TCGA.55.7914.01A.11R.2170.07	44.5234910781163
LUAD	LUAD.TCGA.55.7994.01A.11R.2187.07	58.4807431931151	LUAD	LUAD.TCGA.55.7994.01A.11R.2187.07	74.5840246972946
LUAD	LUAD.TCGA.55.7995.01A.11R.2187.07	57.3241663989224	LUAD	LUAD.TCGA.55.7995.01A.11R.2187.07	72.716786977097
LUAD	LUAD.TCGA.55.8085.01A.11R.2241.07	70.2983558129064	LUAD	LUAD.TCGA.55.8085.01A.11R.2241.07	57.3036692353147
LUAD	LUAD.TCGA.55.8087.01A.11R.2241.07	39.825449343578	LUAD	LUAD.TCGA.55.8087.01A.11R.2241.07	30.4900002920063
LUAD	LUAD.TCGA.55.8089.01A.11R.2241.07	75.0378218750087	LUAD	LUAD.TCGA.55.8089.01A.11R.2241.07	60.626970072605
LUAD	LUAD.TCGA.55.8090.01A.11R.2241.07	58.8309385597524	LUAD	LUAD.TCGA.55.8090.01A.11R.2241.07	51.1569851435713
LUAD	LUAD.TCGA.55.8091.01A.11R.2241.07	70.0125894175136	LUAD	LUAD.TCGA.55.8091.01A.11R.2241.07	39.2616181146429
LUAD	LUAD.TCGA.55.8092.01A.11R.2241.07	54.7543848038577	LUAD	LUAD.TCGA.55.8092.01A.11R.2241.07	47.6220960682713
LUAD	LUAD.TCGA.55.8094.01A.11R.2241.07	50.4128622896937	LUAD	LUAD.TCGA.55.8094.01A.11R.2241.07	50.5885583497609
LUAD	LUAD.TCGA.55.8097.01A.11R.2241.07	58.5959877717813	LUAD	LUAD.TCGA.55.8097.01A.11R.2241.07	47.3269299402431
LUAD	LUAD.TCGA.55.8203.01A.11R.2241.07	57.4543112246375	LUAD	LUAD.TCGA.55.8203.01A.11R.2241.07	59.0913884513497
LUAD	LUAD.TCGA.55.8204.01A.11R.2241.07	51.6748172174797	LUAD	LUAD.TCGA.55.8204.01A.11R.2241.07	50.3324091005761
LUAD	LUAD.TCGA.55.8206.01A.11R.2241.07	71.2340401320079	LUAD	LUAD.TCGA.55.8206.01A.11R.2241.07	44.9768836992702
LUAD	LUAD.TCGA.55.8207.01A.11R.2241.07	64.5182631504112	LUAD	LUAD.TCGA.55.8207.01A.11R.2241.07	44.5672393367463
LUAD	LUAD.TCGA.55.8302.01A.11R.2326.07	43.7965511493465	LUAD	LUAD.TCGA.55.8302.01A.11R.2326.07	33.63497565653
LUAD	LUAD.TCGA.55.8505.01A.11R.2403.07	33.9932273054456	LUAD	LUAD.TCGA.55.8505.01A.11R.2403.07	39.0002750886107
LUAD	LUAD.TCGA.55.8506.01A.11R.2403.07	49.4214564820075	LUAD	LUAD.TCGA.55.8506.01A.11R.2403.07	39.8857404945035
LUAD	LUAD.TCGA.55.8507.01A.11R.2403.07	53.9414633090554	LUAD	LUAD.TCGA.55.8507.01A.11R.2403.07	45.1736796334402
LUAD	LUAD.TCGA.55.8508.01A.11R.2403.07	44.8809495506402	LUAD	LUAD.TCGA.55.8508.01A.11R.2403.07	48.3730180375393
LUAD	LUAD.TCGA.55.8512.01A.11R.2403.07	49.3654743740151	LUAD	LUAD.TCGA.55.8512.01A.11R.2403.07	34.0231289234596
