ENSEMBL_id	KD0d_A	KD0d_B	KD0d_C	KD1d_A	KD1d_B	KD1d_C	KD3d_A	KD3d_B	KD3d_C	WT0d_A	WT0d_B	WT0d_C	WT1d_A	WT1d_B	WT1d_C	WT3d_A	WT3d_B	WT3d_C
ENSG00000011201.10	306	215	211	20	34	26	71	85	44	55	79	61	120	129	105	45	53	53
ENSG00000011243.17	1310	1004	952	389	450	582	648	606	471	614	740	825	951	1053	973	677	687	593
ENSG00000011258.15	415	325	346	41	49	51	184	182	144	74	66	69	260	305	222	211	241	176
ENSG00000011260.13	470	343	351	124	139	186	336	319	263	109	126	161	258	319	258	152	123	127
ENSG00000011275.18	680	541	517	123	139	226	256	267	221	245	320	248	578	601	490	365	387	393
ENSG00000011295.15	777	549	531	92	89	156	204	159	116	160	143	187	495	595	525	211	158	146
ENSG00000011304.17	2890	2447	2195	1184	1324	1691	634	811	672	2424	2621	2304	2424	2688	2614	1536	1381	1440
ENSG00000011332.19	12	16	14	20	21	20	9	19	16	4	9	7	24	26	22	22	11	11
ENSG00000011347.9	50	48	36	34	44	35	22	19	22	20	39	31	102	96	90	108	107	109
ENSG00000011376.9	782	647	621	153	230	268	298	291	215	229	296	292	453	574	467	329	353	266
ENSG00000011405.13	2023	1361	1414	111	120	218	548	426	348	122	148	152	690	837	785	745	592	617
ENSG00000011422.11	413	358	306	420	555	745	624	626	486	108	110	109	618	728	789	570	582	543
ENSG00000011426.10	3810	2711	2643	299	299	415	614	501	409	396	483	420	1440	1689	1499	189	172	150
ENSG00000011451.17	580	452	430	178	217	245	62	116	73	348	424	302	425	433	439	408	388	376
ENSG00000011454.16	2274	1736	1686	269	312	456	908	874	688	306	396	443	1173	1358	1240	870	784	746
ENSG00000011465.16	6	14	8	2	2	8	45	50	38	0	2	5	7	22	9	18	7	4
ENSG00000011478.11	72	73	52	43	48	59	36	36	39	111	196	180	114	128	115	100	93	81
ENSG00000011485.14	1256	1011	935	428	520	658	790	837	677	1029	1211	1074	901	913	872	834	801	829
ENSG00000011523.13	285	237	255	46	45	81	74	89	72	128	145	128	187	186	164	141	122	123
ENSG00000011566.14	1141	798	783	102	124	186	419	371	316	65	125	134	557	627	599	345	293	268
ENSG00000011590.13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000011600.11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011638.10	429	317	398	181	177	224	326	322	234	167	223	248	334	385	360	368	314	293
ENSG00000011677.12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000012048.20	1149	772	857	80	109	127	195	192	130	177	188	194	431	526	436	158	159	83
ENSG00000012061.15	639	504	417	497	579	749	570	652	508	792	888	744	858	1065	939	727	684	659
ENSG00000012124.14	11	4	4	1	2	2	2	0	5	1	0	1	2	1	5	1	0	0
ENSG00000012171.17	14	12	11	8	11	5	5	3	5	1	9	6	5	11	8	4	5	3
ENSG00000012174.11	397	275	234	35	29	45	114	98	70	38	35	29	157	132	134	122	109	95
ENSG00000012211.12	147	139	142	50	69	63	26	36	29	119	149	130	100	104	96	44	74	71
ENSG00000012223.12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000012232.8	1050	981	837	437	449	619	343	405	316	658	715	704	1051	1312	1095	843	773	696
ENSG00000012504.13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
ENSG00000012660.13	2333	1698	1697	283	275	407	1075	976	783	536	572	598	1599	1845	1619	643	585	631
ENSG00000012779.10	0	0	0	1	3	1	3	0	1	0	0	0	5	3	8	4	8	5
ENSG00000012817.15	599	496	454	90	93	108	218	214	168	112	152	146	383	393	420	315	284	249
ENSG00000012822.15	598	524	422	209	264	426	679	667	536	367	363	376	831	1031	937	1188	1205	1022
ENSG00000012963.13	929	660	683	135	138	214	305	300	231	243	274	271	470	572	535	262	222	235
ENSG00000012983.11	921	624	643	71	87	129	353	320	255	68	86	96	441	569	489	320	284	305
ENSG00000013016.14	72	51	53	4	5	22	42	39	36	13	15	21	16	22	33	59	56	30
ENSG00000013275.7	1139	929	848	551	698	903	1269	1177	989	744	850	768	894	1159	937	722	768	680
ENSG00000013288.8	582	477	441	99	154	198	108	132	102	257	257	276	415	418	391	422	402	387
ENSG00000013293.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000013297.10	0	0	0	0	0	0	1	0	0	0	0	0	2	6	5	6	2	3
ENSG00000013306.15	1780	1410	1301	1113	1408	1750	937	1079	872	1479	1780	1511	1145	1337	1350	1162	1122	1053
ENSG00000013364.18	1864	1625	1568	1033	1314	1662	775	944	714	1476	1623	1598	1608	1797	1689	1525	1370	1258
ENSG00000013374.15	1315	923	990	218	237	338	865	697	575	334	340	325	787	977	846	433	437	411
ENSG00000013375.15	732	505	528	159	180	284	908	769	608	87	99	114	1087	1278	1093	589	451	417
ENSG00000013392.7	59	41	38	9	6	9	25	25	16	14	27	20	58	57	75	26	42	33
ENSG00000013441.15	2050	1488	1473	485	520	758	1634	1518	1221	244	291	318	1004	1153	1023	776	540	551
ENSG00000013503.9	304	191	200	19	30	23	73	91	53	70	71	69	172	202	142	87	116	99
ENSG00000013523.9	293	225	232	64	74	102	76	78	53	185	187	172	116	137	132	150	130	122
ENSG00000013561.17	1457	972	1019	329	374	535	1075	996	807	196	241	279	1027	1121	1052	722	604	583
ENSG00000013563.13	539	550	464	465	556	680	1102	1174	881	517	531	544	947	1119	1063	942	950	801
ENSG00000013573.16	249	219	163	32	33	66	33	36	18	118	170	139	172	174	179	50	64	40
ENSG00000013583.8	155	100	120	17	43	44	94	123	100	60	96	65	76	97	102	119	101	85
ENSG00000013588.5	3508	2868	2659	498	582	839	400	345	254	436	511	457	991	1047	1038	353	320	284
ENSG00000013619.13	52	49	37	13	17	16	14	23	7	8	16	14	80	93	66	85	75	71
ENSG00000013725.14	0	0	1	0	1	0	0	0	0	0	0	1	0	0	3	3	0	0
ENSG00000013810.18	702	557	512	122	150	152	61	106	70	515	595	542	614	714	579	92	75	83
ENSG00000014123.9	983	727	702	131	145	219	608	658	458	90	85	96	510	635	593	491	383	407
ENSG00000014138.8	200	164	137	49	60	62	81	74	60	104	147	139	103	144	148	96	66	72
ENSG00000014164.6	138	112	95	78	89	111	42	41	20	107	109	97	103	121	132	134	102	131
ENSG00000014216.15	3780	3197	2882	2677	2954	3984	1454	1656	1348	3960	4821	4237	3258	3798	3627	2817	2701	2464
ENSG00000014257.15	9	7	3	0	0	0	2	2	0	3	1	8	5	12	8	10	4	3
ENSG00000014641.17	1723	1481	1433	496	625	801	1437	1568	1133	397	469	522	755	911	746	769	557	585
ENSG00000014824.13	1783	1289	1288	249	245	341	1107	897	819	215	260	266	973	1132	1013	751	597	589
ENSG00000014914.19	88	52	47	59	70	98	162	176	131	20	10	13	128	159	119	120	114	103
ENSG00000014919.12	1019	719	768	216	222	373	397	329	262	296	355	360	596	736	668	266	239	205
ENSG00000015133.18	741	629	539	19	33	35	32	42	23	254	282	260	220	193	197	163	121	166
ENSG00000015153.14	294	240	200	53	64	93	189	175	159	38	46	55	227	294	197	158	151	151
ENSG00000015171.18	1686	1230	1175	228	232	374	879	749	622	328	353	344	1237	1512	1268	680	584	524
ENSG00000015285.10	6	7	1	1	0	1	2	0	1	0	1	0	1	4	2	2	1	1
ENSG00000015413.9	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015475.18	207	177	171	72	81	72	133	196	185	137	133	159	88	112	95	118	73	73
ENSG00000015479.17	3	1	3	1	0	0	1	2	2	0	0	0	3	5	5	5	0	0
ENSG00000015520.14	2	3	1	0	0	0	0	0	0	1	2	0	0	1	2	1	0	2
ENSG00000015532.9	452	397	352	128	175	218	203	310	218	307	337	316	365	346	344	496	436	405
ENSG00000015568.12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592.16	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0
ENSG00000015676.17	989	883	793	587	623	883	752	724	571	673	820	734	937	1138	1039	1106	1014	952
ENSG00000016082.14	9	0	7	1	3	0	3	0	1	3	3	7	3	3	5	3	4	2
ENSG00000016391.10	13	12	11	0	0	0	0	0	0	0	6	1	0	0	0	0	0	2
ENSG00000016402.13	76	44	58	5	1	6	4	5	5	22	45	38	9	10	14	6	9	4
ENSG00000016490.15	7	0	3	0	0	1	6	1	1	0	5	0	6	11	3	4	2	1
ENSG00000016602.9	9	6	1	2	0	0	1	0	0	1	4	1	0	1	0	2	3	1
ENSG00000016864.16	516	381	429	68	104	160	344	323	242	117	130	127	514	625	559	296	272	234
ENSG00000017260.19	1670	1301	1215	206	256	303	995	965	721	192	229	205	1010	1040	945	601	568	584
ENSG00000017427.15	1	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0
ENSG00000017483.14	1	1	2	1	6	0	4	3	2	2	3	2	8	15	19	15	7	14
ENSG00000017797.11	1891	1448	1264	305	303	430	963	837	697	353	368	427	1170	1362	1094	559	529	475
ENSG00000018189.12	510	333	389	51	53	97	184	154	154	50	51	54	262	365	298	218	197	165
ENSG00000018236.14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018280.16	5	7	4	7	8	14	12	5	5	11	18	16	10	8	10	5	10	5
ENSG00000018408.14	948	690	686	99	116	174	252	251	221	129	160	153	648	673	620	426	322	407
ENSG00000018510.12	1854	1343	1347	210	236	354	688	688	543	153	163	187	664	778	711	511	404	429
ENSG00000018607.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.13	344	287	218	45	53	67	201	160	140	127	151	155	316	317	328	227	193	190
ENSG00000018625.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018699.11	350	277	291	55	49	70	207	200	129	62	93	86	186	249	221	131	111	128
ENSG00000018869.16	15	11	8	4	1	6	11	5	12	2	2	1	6	14	12	6	4	10
ENSG00000019102.11	0	0	0	0	1	1	1	0	0	1	0	0	2	0	0	0	0	0
ENSG00000019144.16	1018	862	841	1362	1634	2267	1577	1704	1444	581	597	552	3047	3338	3322	3326	3108	3025
ENSG00000019169.10	6	5	5	3	2	4	1	1	1	3	5	0	1	2	3	0	1	1
ENSG00000019186.9	1	4	0	3	8	7	88	66	58	0	0	0	13	18	16	57	41	54
ENSG00000019485.12	51	50	46	20	21	26	18	26	20	44	34	42	117	102	88	118	74	84
ENSG00000019505.7	1	0	0	0	0	1	2	1	0	0	0	0	1	0	2	0	2	2
ENSG00000019549.8	1792	1308	1214	694	685	973	2500	2136	1734	118	143	122	2644	2952	2846	1483	1503	1446
ENSG00000019582.14	0	0	0	0	0	0	11	0	0	2	3	2	1	3	3	0	3	1
ENSG00000019991.15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019995.6	1280	953	896	191	201	245	495	440	333	249	244	266	926	1133	992	500	489	416
ENSG00000020129.15	227	215	183	114	95	134	41	45	37	227	217	213	180	228	170	178	181	136
ENSG00000020181.17	0	0	1	0	0	0	0	1	1	1	0	1	2	4	7	2	4	3
ENSG00000020219.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.19	451	326	310	112	125	173	168	154	110	234	353	259	353	447	406	261	283	251
ENSG00000020426.10	608	405	453	125	137	182	624	498	415	110	148	149	327	347	329	317	231	219
ENSG00000020577.13	335	251	240	122	149	185	217	196	173	63	82	78	612	683	659	189	196	204
ENSG00000020633.18	0	0	0	0	0	0	1	0	0	3	5	1	0	2	5	2	0	0
ENSG00000020922.12	938	705	686	94	83	148	361	312	257	78	102	109	343	436	386	302	240	199
ENSG00000021300.13	7	2	5	3	2	8	0	2	0	0	3	2	1	0	0	0	0	0
ENSG00000021355.12	880	599	569	145	126	216	347	316	270	272	352	319	637	752	666	288	267	229
ENSG00000021461.16	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000021488.12	1	2	0	0	0	1	3	0	0	2	0	1	2	0	1	5	3	2
ENSG00000021574.11	524	340	337	33	50	69	96	100	75	46	54	88	389	499	397	196	138	163
ENSG00000021645.18	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1
ENSG00000021762.19	419	398	382	177	226	286	131	177	134	395	487	463	512	580	576	714	591	601
ENSG00000021776.10	2158	1394	1534	314	292	494	1317	1096	821	299	340	333	1041	1299	1074	746	714	583
ENSG00000021826.14	850	625	593	112	107	159	387	347	264	206	211	200	692	817	790	474	351	301
ENSG00000021852.12	4	2	1	1	0	7	3	2	2	6	1	2	7	10	8	0	5	0
ENSG00000022267.16	710	529	472	192	251	350	470	471	386	314	383	363	856	1109	963	603	512	521
ENSG00000022277.12	2168	1567	1637	623	812	1129	2182	2222	1811	873	1056	1058	1794	2200	2080	1584	1386	1309
ENSG00000022355.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556.15	348	282	245	115	110	173	192	181	146	193	237	221	296	315	287	300	220	232
ENSG00000022567.9	110	120	108	17	27	40	25	24	19	43	44	51	61	63	51	46	51	39
ENSG00000022840.15	2057	1693	1553	671	821	1078	580	664	530	967	1148	1115	1395	1770	1418	732	676	652
ENSG00000022976.15	187	129	155	27	61	63	63	73	59	98	104	115	133	147	141	73	64	69
ENSG00000023041.11	498	369	370	104	83	144	369	384	315	83	73	72	327	398	337	242	172	225
ENSG00000023171.14	85	72	63	21	30	23	33	32	36	11	17	16	58	73	74	16	16	32
ENSG00000023191.16	1561	1510	1294	1079	1431	1495	725	1103	904	2162	2466	2482	2114	2205	2100	2072	1715	1836
ENSG00000023228.13	3744	2876	2818	547	575	761	1959	1703	1346	523	673	687	1815	2141	1918	969	730	798
ENSG00000023287.12	4616	3332	3298	379	440	696	2225	2048	1636	401	443	487	2283	2692	2363	1781	1660	1575
ENSG00000023318.7	1669	1103	1106	198	202	318	749	689	568	278	343	293	1196	1332	1285	627	562	534
ENSG00000023330.14	509	434	367	227	249	358	438	392	341	338	301	345	288	416	306	299	328	271
ENSG00000023445.13	339	270	311	12	18	33	45	44	24	41	48	60	106	126	89	53	29	44
ENSG00000023516.8	2067	1521	1483	142	137	219	554	601	438	142	162	181	807	931	840	867	740	742
ENSG00000023572.8	86	50	74	36	30	36	73	75	45	36	30	30	71	74	36	60	34	32
ENSG00000023608.4	685	504	450	73	65	98	298	291	204	59	50	61	220	271	194	118	64	75
ENSG00000023697.12	401	290	284	102	95	171	347	345	295	134	157	161	373	455	415	257	190	176
ENSG00000023734.10	1694	1215	1184	288	277	466	1069	993	773	417	535	498	1431	1700	1657	858	730	683
ENSG00000023839.10	48	16	27	4	3	4	19	23	17	5	7	4	47	46	21	20	23	24
ENSG00000023892.10	460	386	366	200	247	322	316	384	296	346	351	360	635	659	630	507	414	364
ENSG00000023902.13	9	8	9	13	27	33	78	100	71	5	15	8	34	37	48	55	38	48
ENSG00000023909.9	348	248	297	51	60	111	95	97	80	56	74	70	186	213	194	70	65	61
ENSG00000024048.10	1957	1513	1543	221	245	390	773	696	578	226	266	276	988	1157	1124	687	679	587
ENSG00000024422.11	742	620	535	694	854	985	301	451	345	566	620	638	929	979	912	1555	1293	1833
ENSG00000024526.16	1346	912	963	48	68	91	99	83	76	106	115	169	587	683	624	41	22	20
ENSG00000024862.16	210	158	156	20	29	39	96	117	81	41	44	48	116	150	117	61	41	59
ENSG00000025039.14	440	349	338	19	16	40	97	80	69	7	10	19	30	34	27	16	21	18
ENSG00000025156.12	445	302	393	68	92	129	313	300	199	75	82	87	206	233	183	165	138	135
ENSG00000025293.15	2016	1533	1502	304	371	502	867	880	695	353	408	416	1494	1690	1466	881	805	799
ENSG00000025423.11	10	8	9	1	3	5	9	4	3	4	3	2	7	6	5	0	2	2
ENSG00000025434.18	84	86	48	45	41	61	78	84	55	94	108	100	79	73	68	33	51	25
ENSG00000025708.13	17	22	10	52	61	59	12	28	21	9	10	17	86	106	74	61	65	75
ENSG00000025770.18	305	304	277	187	266	303	140	197	174	426	534	514	379	399	374	245	209	220
ENSG00000025772.7	1693	1438	1278	579	709	830	754	752	583	571	745	672	776	907	798	430	466	425
ENSG00000025796.13	925	593	541	72	84	158	345	302	209	93	148	103	459	550	492	549	447	393
ENSG00000025800.13	2455	2019	1799	484	540	779	1056	994	806	776	884	838	1769	2172	2044	1142	969	926
ENSG00000026025.13	122	80	71	612	706	932	5338	5465	4351	48	82	87	4335	4980	4770	10474	9091	8696
ENSG00000026103.19	442	315	358	58	70	117	259	184	172	46	63	62	182	193	176	144	126	119
ENSG00000026297.15	78	77	67	22	24	51	29	33	40	34	48	37	23	29	24	17	27	24
ENSG00000026508.16	5653	3956	3710	1791	1914	2857	6852	5990	5028	1862	2299	1812	9183	10839	9690	8507	7967	7069
ENSG00000026559.13	124	121	83	79	129	125	52	81	62	204	249	240	265	245	275	344	269	289
ENSG00000026652.13	199	158	161	51	44	78	107	104	94	36	40	39	222	264	236	188	171	193
ENSG00000026751.16	20	22	14	1	5	9	37	51	36	0	8	1	17	16	20	9	20	5
ENSG00000026950.16	147	125	87	14	19	33	80	73	61	24	32	30	36	43	64	95	62	58
ENSG00000027001.9	419	352	312	152	167	219	295	240	230	169	193	193	217	253	238	209	144	155
ENSG00000027075.13	1268	1002	919	147	148	186	261	278	226	164	186	185	436	493	413	159	134	147
ENSG00000027644.4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ENSG00000027697.12	1637	1134	1244	198	209	301	753	712	537	235	302	318	818	1005	940	522	494	427
ENSG00000027847.13	165	149	153	127	163	194	209	224	174	193	224	195	218	251	260	253	225	182
ENSG00000027869.11	0	0	0	8	14	15	17	14	12	1	0	0	39	33	23	39	32	48
ENSG00000028116.16	665	524	491	96	139	172	352	351	275	94	95	96	468	559	497	281	255	256
ENSG00000028137.16	3	4	2	1	1	0	1	1	1	3	3	4	2	2	8	3	1	1
ENSG00000028203.17	1542	1105	1055	361	363	534	1627	1407	1127	181	178	221	919	1173	963	659	623	524
ENSG00000028277.20	3	3	2	0	0	2	1	0	5	1	2	0	7	2	6	4	3	3
ENSG00000028310.17	379	282	287	66	98	112	180	202	137	146	206	160	418	443	449	388	328	306
ENSG00000028528.14	458	354	384	119	144	202	441	490	329	135	180	181	363	356	423	394	373	322
ENSG00000028839.9	369	292	294	119	111	169	307	327	222	80	113	116	201	245	181	164	129	111
ENSG00000029153.14	747	535	535	83	123	176	173	189	146	132	142	185	454	478	445	126	91	81
ENSG00000029363.15	4198	2836	2929	545	564	883	1623	1370	1064	466	535	542	2087	2577	2182	1366	1202	1049
ENSG00000029364.11	3566	2736	2535	574	633	918	1696	1558	1245	955	1144	1062	2444	2995	2686	1358	1245	1211
ENSG00000029534.19	3	1	2	1	1	0	0	2	0	1	1	0	2	4	0	2	2	1
ENSG00000029559.6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639.10	151	107	102	21	21	29	60	62	59	40	37	47	98	89	74	56	69	51
ENSG00000029725.16	1880	1276	1299	146	152	209	670	633	469	177	229	223	874	959	839	482	470	399
ENSG00000029993.14	672	446	471	117	105	167	589	552	366	137	158	151	850	963	926	568	480	477
ENSG00000030066.13	792	601	641	115	130	213	359	417	298	163	214	228	499	560	501	391	348	308
ENSG00000030110.12	528	426	414	520	541	716	570	589	444	421	520	478	572	680	589	576	577	469
ENSG00000030304.13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000030419.16	861	624	648	9	9	11	55	44	36	44	79	63	59	59	61	72	44	62
ENSG00000030582.16	3475	2806	2447	1647	2179	2536	1392	1712	1376	3632	4422	3611	4672	4787	4666	5302	5361	5149
ENSG00000031003.10	426	310	293	127	166	241	451	372	315	138	128	143	288	314	311	380	318	309
ENSG00000031081.10	21	14	11	32	18	25	34	36	34	2	3	3	37	62	47	43	49	52
ENSG00000031691.6	194	153	144	48	73	88	157	157	117	33	57	50	60	76	70	70	38	35
ENSG00000031698.12	4674	3481	3379	1827	2071	2712	3363	2937	2504	2839	3487	3071	4643	5377	4827	3956	3974	3217
ENSG00000031823.14	461	403	371	144	188	243	166	173	169	315	379	316	338	415	371	341	325	329
ENSG00000032219.18	423	279	282	30	39	54	152	177	97	27	32	40	194	184	158	185	160	189
ENSG00000032389.12	361	337	282	200	310	337	433	474	386	263	310	335	260	301	265	270	278	228
ENSG00000032444.15	543	547	465	521	695	723	226	319	297	576	671	682	655	672	682	635	508	610
ENSG00000032742.17	265	201	199	50	48	59	155	162	124	29	46	33	112	158	168	144	121	84
ENSG00000033011.11	273	229	190	168	205	269	325	310	252	347	381	393	248	290	254	364	354	287
ENSG00000033030.13	601	422	468	102	107	139	268	243	205	92	110	96	425	505	366	197	192	200
ENSG00000033050.7	1220	928	938	497	580	731	1164	1086	826	845	962	849	825	1021	872	871	817	754
ENSG00000033100.14	418	297	297	233	333	350	235	302	192	278	365	298	713	746	670	838	768	764
ENSG00000033122.18	1	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000033170.16	391	307	313	71	86	111	362	338	273	39	73	52	256	256	188	234	213	242
ENSG00000033178.12	2156	1617	1626	467	433	629	1760	1573	1256	145	194	201	1241	1507	1370	911	783	834
ENSG00000033327.12	201	133	121	57	59	66	97	67	74	23	52	36	68	95	110	29	66	44
ENSG00000033627.14	710	483	424	217	227	324	189	184	144	323	382	342	547	662	637	462	437	384
ENSG00000033800.13	1208	934	851	135	135	232	840	703	580	149	148	144	454	500	424	450	397	457
ENSG00000033867.16	2060	1542	1491	287	287	449	830	748	609	141	178	256	833	996	858	551	440	460
ENSG00000034053.14	220	176	143	97	125	170	178	194	161	170	150	138	145	166	199	247	236	244
ENSG00000034152.18	256	200	173	82	122	146	60	58	57	133	163	164	213	217	181	138	90	101
ENSG00000034239.10	1	0	2	0	3	0	4	18	7	4	3	0	5	15	4	5	8	8
ENSG00000034510.5	12264	9718	9631	9042	10588	13836	28203	29766	22612	9231	10350	10905	22657	25201	22099	23593	21564	18260
ENSG00000034533.11	69	50	53	13	11	24	63	72	42	33	22	37	80	107	89	80	65	62
ENSG00000034677.11	1842	1306	1396	175	236	363	1318	1229	890	112	131	139	1150	1418	1097	956	848	727
ENSG00000034693.14	267	185	198	39	33	49	171	157	115	34	49	51	127	144	145	84	75	88
ENSG00000034713.7	456	366	352	110	103	173	314	412	297	138	178	142	318	412	360	273	258	298
ENSG00000034971.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115.21	865	689	656	111	102	199	393	381	301	156	211	195	493	583	504	284	248	242
ENSG00000035141.7	380	270	299	51	65	92	184	163	130	94	148	117	188	213	163	135	99	85
ENSG00000035403.16	2971	2390	2282	843	960	1441	1583	1638	1346	641	720	738	2752	3420	2903	1706	1612	1615
ENSG00000035499.12	333	284	309	75	74	106	81	89	79	72	77	79	244	260	252	45	18	45
ENSG00000035664.11	148	118	117	9	18	21	19	19	6	29	29	29	24	26	24	12	9	8
ENSG00000035681.7	962	770	705	123	158	225	533	436	349	179	215	192	432	577	486	282	262	254
ENSG00000035687.9	1568	1134	1079	183	198	278	816	759	594	141	183	187	759	909	807	503	431	453
ENSG00000035720.7	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSG00000035862.12	327	269	246	87	78	157	189	190	183	88	95	79	176	233	219	804	831	732
ENSG00000035928.14	2374	1716	1592	162	163	256	1362	1181	955	235	265	232	1116	1392	1204	670	632	610
ENSG00000036054.12	1554	1077	1025	220	217	301	975	983	761	105	112	128	625	761	620	582	436	422
ENSG00000036257.12	1056	712	701	106	105	183	303	295	202	157	166	221	906	1103	961	609	525	462
ENSG00000036448.9	1	1	0	0	0	0	1	1	2	0	0	1	3	2	5	0	0	0
ENSG00000036473.6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000036530.8	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	2
ENSG00000036549.12	1956	1286	1339	220	184	285	822	690	550	188	204	190	773	879	771	634	570	458
ENSG00000036565.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036672.15	87	90	69	17	8	14	12	10	11	24	28	34	11	10	6	18	24	16
ENSG00000036828.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037042.8	150	116	110	25	39	48	34	25	29	63	70	47	104	95	109	96	72	69
ENSG00000037241.7	225	173	157	122	133	167	355	327	289	65	113	121	198	187	220	152	153	134
ENSG00000037280.15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000037474.14	1449	1115	1097	162	184	281	452	386	328	269	301	283	861	991	895	475	405	395
ENSG00000037637.10	402	313	284	78	118	142	159	162	123	172	215	215	359	411	387	267	232	268
ENSG00000037749.11	655	440	432	85	88	134	327	299	252	99	94	91	491	626	481	302	255	247
ENSG00000037757.13	247	235	232	95	131	163	168	180	130	216	269	258	463	565	459	357	356	340
ENSG00000037897.16	111	84	89	17	26	43	38	39	27	74	119	117	50	57	50	40	55	24
ENSG00000037965.5	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	4	0
ENSG00000038002.8	340	265	244	72	64	123	219	199	159	108	147	145	276	358	293	194	171	150
ENSG00000038210.12	854	572	576	93	101	172	369	332	275	106	138	105	356	374	397	161	148	173
ENSG00000038219.12	2987	1994	1955	101	103	154	492	443	331	102	133	111	1045	1304	1010	798	670	669
ENSG00000038274.16	1744	1283	1310	168	199	338	649	609	493	297	320	338	730	1094	845	478	410	395
ENSG00000038295.7	44	18	24	31	16	33	253	232	234	3	2	1	158	155	136	349	360	312
ENSG00000038358.14	807	713	594	309	406	501	190	243	200	724	867	795	753	922	911	583	529	468
ENSG00000038382.17	2385	2001	1913	509	573	723	1003	1065	886	373	445	442	2443	2899	2786	2099	1933	1753
ENSG00000038427.15	88	51	50	48	68	105	727	652	491	8	6	6	729	871	746	1818	1592	1452
ENSG00000038532.14	542	455	380	247	249	374	330	320	295	237	263	238	379	424	415	452	394	430
ENSG00000038945.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000039068.18	6454	4731	4320	798	881	1217	1408	1219	977	1323	1461	1453	4927	5587	5457	2598	2476	2258
ENSG00000039123.15	1823	1222	1245	259	298	369	1096	933	693	205	265	275	718	831	658	615	643	531
ENSG00000039139.9	48	34	30	9	12	7	17	12	8	10	10	9	13	13	11	15	10	18
ENSG00000039319.16	1065	639	692	130	121	173	548	429	349	57	68	69	477	554	490	496	409	447
ENSG00000039523.17	200	140	129	90	146	171	60	101	72	79	92	92	149	150	126	290	275	322
ENSG00000039537.13	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000039560.13	843	592	589	164	169	281	827	690	634	86	73	91	981	1103	975	416	375	378
ENSG00000039600.10	3	5	1	0	0	1	2	1	0	0	2	0	3	3	4	4	0	4
ENSG00000039650.9	188	175	165	120	147	188	108	167	120	201	195	205	206	209	172	265	258	242
ENSG00000039987.6	4	3	2	2	1	4	0	0	0	5	0	0	4	1	4	0	0	0
ENSG00000040199.18	384	271	252	56	71	116	163	152	125	66	96	107	236	270	253	174	151	143
ENSG00000040275.16	310	239	235	90	89	147	296	239	187	48	39	53	287	341	250	173	147	124
ENSG00000040341.17	992	719	660	153	168	226	560	465	435	136	145	166	425	467	401	297	254	235
ENSG00000040487.12	121	106	107	85	149	136	69	82	77	89	125	110	136	133	156	165	160	110
