patients	pseudospace	ratio	cor_mock
X23764	59.7810129076974	inner	0.53363304925602
X23736	74.7127153415368	inner	0.558108607565982
X23802	78.6444930523748	outer	0.538802708341887
X24045	63.1969399132814	inner	0.560395669100284
X23805	59.7173131791258	inner	0.517325102372078
X23808	76.4975842556627	inner	0.568300054412795
X23940	38.2295531434064	outer	0.54669402524987
X24077	71.5605209377564	outer	0.502865457009145
X24229	55.5428681818092	inner	0.464753437003393
X24177	86.0245086962768	outer	0.583663240480421
X13764	34.5082902291606	outer	0.466439475448634
X24243	34.2756744373604	inner	-0.111125212373927
X24359	60.1228022794098	outer	0.511509378073057
X24294	55.76967223712	inner	0.118214964175068
X24295	71.6796532746863	outer	0.547083006783318
X24363	37.3108795116229	outer	0.383248640881226
X24358	34.7768795129957	inner	-0.143961904089737
X24464	56.9076930365971	inner	0.463628830043743
X24424	75.9639843755696	neutral	0.535934875311111
X24423	78.1780763639583	outer	0.577002173985512
X24465	86.7145336024743	outer	0.535843377770066
X13904	58.6817343319386	outer	0.313336925943315
X24550	53.8834939534056	inner	0.485750074506222
X24838	66.4104977659752	outer	0.588115741578394
X25027	61.7857072853961	outer	0.467836383016333
X25358	44.8467381353954	outer	0.52445330522963
X25134	47.6902183514791	neutral	0.311510594194879
X25315	80.4960115024235	outer	0.617852689731436
X25352	88.4676264264731	outer	0.550104975458271
X25317	57.1475930897713	inner	0.549873581876732
X25318	83.6637687578693	inner	0.483482987813692
X25356	67.768243500843	inner	0.53132340243486
X13931	61.5445532421078	outer	0.447629499891467
X25438	40.2868618978652	inner	0.379935032845234
X25419	60.9507492835569	outer	0.473276868026449
X25559	70.4410040123076	outer	0.566918929217819
X25439	48.4112699573336	inner	0.201916793031833
X25500	49.4582334485656	inner	-0.00238719322075021
X25436	47.8443212758819	outer	0.536933519790145
X25483	27.1942457256278	inner	0.538691108883007
X25435	73.1024395061424	outer	0.520517979415731
X25440	65.3175011919911	inner	0.538960798048331
X25437	63.7116535025836	inner	0.500870967570422
X14231	72.4365757211123	outer	0.487909405223265
X25572	79.6350360235141	inner	0.549742803128041
X25424	62.4848365390821	inner	0.422185808427989
X25426	86.9737454031929	outer	0.595731376865629
X25484	57.9062920701731	inner	0.473148963475436
X25496	54.3769246092921	inner	0.4558260710398
X25593	56.8093751701672	inner	0.584651472761274
