patients	pseudospace	ratio	cor_mock
BC05_21	60.3980400928803	inner	0.396686828639859
BC05_22	85.9271726226828	outer	0.409754728084357
BC05_23	63.0388639970066	outer	0.368751072536298
BC05_25	77.9578934454534	outer	0.390207007866466
BC05_26	56.2833242407216	inner	0.3106734657207
BC05_27	86.7509438431654	outer	0.41243729839539
BC05_28	61.311345540433	outer	0.331097009984763
BC05_29	62.079524934875	outer	0.309078920692269
BC05_30	58.3646839575594	inner	0.28541339185806
BC05_31	60.5522680925189	neutral	0.325701615453213
BC05_32	59.9704696100879	neutral	0.308805426634946
BC05_33	58.1961353592254	inner	0.391542800201987
BC05_34	79.4268376863842	outer	0.417332165106394
BC05_35	88.4186044006023	outer	0.405527224495898
BC05_36	60.3867083651996	outer	0.38124535151847
BC05_37	77.262273050912	outer	0.405206167664566
BC05_38	61.5655958287635	neutral	0.410705920934212
BC05_39	57.3524444202207	neutral	0.213449336657495
BC05_41	62.4960020176826	outer	0.351797714074429
BC05_42	63.3827131328643	inner	0.38932577207134
BC05_43	59.2586724893128	inner	0.393774032372695
BC05_44	82.086037907269	inner	0.426966960186983
BC05_45	61.7950573686537	outer	0.361967455654166
BC05_46	66.2036152977717	outer	0.401490530487634
BC05_47	57.8411575560776	inner	0.391906294719863
BC05_48	69.0467696579323	outer	0.332164137632001
BC05_49	59.5145400504586	outer	0.390963413280892
BC05_50	59.0058991806073	outer	0.342948074798827
BC05_52	58.7438132879881	inner	0.334397329470489
BC05_53	67.481641748981	outer	0.407306064161348
BC05_55	86.9647592711499	inner	0.411552717221129
BC05_57	81.5787040054113	outer	0.370166754933475
BC05_59	67.3134027867652	outer	0.395099219607831
BC05_60	62.6726207774259	outer	0.373620681876079
BC05_61	66.1499868262567	outer	0.395344956943223
BC05_62	63.9194155428511	outer	0.353096433051477
BC05_63	60.02043014157	inner	0.399186197319043
BC05_64	71.9324164921233	outer	0.406212516195793
BC05_68	77.7917668794507	outer	0.318612911222117
BC05_69	60.016232445198	outer	0.355719272977803
BC05_70	66.8653487821533	neutral	0.355877374798134
BC05_71	59.3068042557997	outer	0.260561614329941
BC05_72	62.0619171238301	neutral	0.417072046763513
BC05_73	57.7430270850944	inner	0.296156946016356
BC05_75	56.3458679729258	inner	0.26509280141518
BC05_77	58.40134309411	neutral	0.314442389008878
BC05_78	59.2775730876333	inner	0.376270437320881
BC05_79	60.6140296485756	outer	0.332251744460023
BC05_80	62.4506107994397	outer	0.34750057725717
BC05_81	55.8008389969935	inner	0.329353070080303
BC05_83	60.9595325190889	outer	0.407285767309541
BC05_84	60.1150232070112	outer	0.271110859170127
BC05_85	60.0386835708766	outer	0.29657500143631
BC05_86	39.7705930381677	inner	0.357284903000454
BC05_87	61.950447970142	outer	0.406085471077282
BC05_88	72.3318075961081	outer	0.419947622705881
BC05_90	60.7911678266014	outer	0.341363470203471
BC05_91	61.929224738585	outer	0.333342379791474
BC05_92	59.828805330868	outer	0.3686120112008
BC05_93	58.3520540151797	outer	0.216672916157019
BC05_94	65.2642098529249	outer	0.402881315055117
BC05_95	62.3634050697501	neutral	0.412598485605508
BC05_96	62.1830611841264	outer	0.30309169912564
BC06_10	45.5968318253373	inner	0.347375233232237
BC06_23	83.2366982162692	outer	0.394836668938272
BC06_27	52.0371024484499	inner	0.286772284976033
BC06_28	59.5304494442871	inner	0.335959477896056
BC06_32	59.4786656316407	inner	0.363185591356724
BC06_39	53.8702599689796	inner	0.311848862964193
BC06_60	61.8400656126429	neutral	0.396082539623415
BC06_74	56.4766521860132	inner	0.385990181348695
BC07_01	78.2873516797538	inner	0.343092080878228
BC07_06	51.7028201360052	inner	0.342445837993577
BC07_08	58.2494582551893	inner	0.370744874880737
BC07_12	54.0399825944199	inner	0.355808147076165
BC07_15	65.3649189800998	inner	0.408794340064692
BC07_18	60.8720642646429	inner	0.407261896640276
BC07_20	46.2361560356414	inner	0.188657394538162
BC07_24	57.7689253818283	inner	0.280656410448725
BC07_27	66.5297983893307	inner	0.373389009761625
BC07_31	90.746206827483	outer	0.427160392997106
BC07_35	57.8445250125535	inner	0.353005597681502
BC07_36	76.1048797561119	outer	0.387045285757122
BC07_38	79.4747764388432	neutral	0.362626721207925
BC07_39	74.1704320182888	outer	0.380835101250882
BC07_43	59.1143324850455	inner	0.406733631316836
BC07_57	56.1080182646944	neutral	0.31820203506897
BC07_59	58.4517102268141	inner	0.332363603682944
BC07_65	54.8527020369284	inner	0.361521473984481
BC07_66	83.3549036739006	inner	0.408398613195276
BC07_67	49.9533849058401	inner	0.354470434811523
BC07_72	60.4577065013365	outer	-0.0285949356231581
BC07_73	52.9043037060693	inner	0.166798085406317
BC07_75	56.1752828526956	inner	0.265577278968715
BC07_78	61.3639959137152	outer	0.299705460360496
BC07_87	56.9049669638488	inner	0.303639148530839
BC07_89	54.2525890825196	outer	0.249038844854741
BC07LN_02	59.4697606366034	inner	0.357887377428579
BC07LN_06	56.7909421011383	inner	0.36031220831174
BC07LN_13	78.2238869393032	neutral	0.361569506277111
BC07LN_15	60.8292707814877	outer	0.328157166812888
BC07LN_23	61.5185278583146	inner	0.326417008631108
BC07LN_26	55.1464809053238	inner	0.348492320823881
BC07LN_29	57.6858690790237	inner	0.363157844406043
BC07LN_30	58.6267301451661	inner	0.273973362953695
BC07LN_31	58.2499994908975	inner	0.356117974181707
BC07LN_34	75.0829550830802	inner	0.326701564085926
BC07LN_35	65.0925239260253	outer	0.32980108718201
BC07LN_36	62.1272128581927	inner	0.366009576081735
BC07LN_40	59.8685595082142	inner	0.330141970578306
BC07LN_41	58.1880937846462	inner	0.387575305895793
BC07LN_42	55.50049278352	inner	0.321183888054507
BC07LN_51	74.3479141752138	neutral	0.347173649475355
BC07LN_52	61.9648884637598	inner	0.302560294515552
BC07LN_57	72.8208376540144	neutral	0.408607081747216
BC07LN_60	59.0532935031032	outer	0.31536901465441
BC07LN_73	57.3953877185368	neutral	0.31194053346597
BC07LN_75	58.5081949186614	outer	0.300771000961478
BC07LN_79	57.8097786754727	inner	0.326518355176181
BC07LN_82	56.2774307564149	inner	0.350180354143335
BC07LN_86	56.9334959239925	inner	0.351884836484361
BC07LN_91	60.4351280401095	inner	0.371337696763735
BC07LN_95	54.004712810093	inner	0.362642606037583
BC08_06	40.9261081332915	inner	-0.167450256629008
BC08_08	56.3248681372328	outer	0.182668189077795
BC08_22	54.545437561272	inner	0.216000012931743
BC08_24	51.7682289653351	inner	0.32070948697005
BC08_27	56.1429625011142	inner	0.0435359998136724
BC08_33	54.5602479753502	inner	0.204086750876722
BC08_36	54.7084589035691	inner	0.224322074631578
BC08_48	56.6353118646698	inner	0.37671724846852
BC08_51	54.9265008360744	inner	0.218835709105117
BC08_56	54.4117110223528	outer	0.33636483057781
BC08_59	57.9463199513755	neutral	0.299983990243239
BC08_70	52.298040800617	inner	0.081307578157409
BC08_73	52.3804546378547	inner	0.214793936392497
BC08_94	55.3937808746255	inner	0.315755517950005
BC08_95	51.2919199468635	neutral	0.342581885040287
BC10_09	52.0926932503252	inner	0.170723791140143
BC10_16	55.2840886196744	inner	0.292025920006786
BC10_47	55.2404569970808	neutral	0.245320544082516
BC10_54	56.7422589739161	inner	0.249066682004158
BC10_58	55.2915652836301	inner	0.312941783110156
BC10_69	55.2087608766282	inner	0.131089370930151
BC10_73	55.2030851192822	inner	0.262749259081781
BC10_80	57.977186943109	neutral	0.170067651415663
BC10_81	53.3785497671185	inner	0.10994902114513
BC10_85	49.5637683767734	inner	0.154431934803531
BC10_95	50.2546199437151	inner	0.194272201427221
BC11_01	57.9864376386492	inner	0.313526605392933
BC11_04	56.2825032164104	inner	0.247677032667117
BC11_07	52.3313232040063	inner	0.312927580646972
BC11_28	57.3539423697488	inner	0.299503606196092
BC11_43	59.6329174681289	inner	0.303027199899727
BC11_56	52.9071510955208	inner	0.278906611063206
BC11_69	86.1090042793344	outer	0.271322111422858
BC11_70	86.8464320387756	outer	0.365830482741184
BC11_78	88.6583434874774	outer	0.360244116035856
BC11_81	89.1142509942588	outer	0.299813163534297
BC11_88	61.5463180257454	neutral	0.3404637154117
