TCGAlong.id	cancer.type	sample.type	mRNAsi	EREG-mRNAsi
TCGA-62-A46Y-01A-11R-A24H-07	LUAD	1	0.329893833	0.562632069
TCGA-62-A470-01A-11R-A24H-07	LUAD	1	0.366105553	0.523825088
TCGA-62-A471-01A-12R-A24H-07	LUAD	1	0.431188484	0.505863003
TCGA-62-A472-01A-11R-A24H-07	LUAD	1	0.378867558	0.477775205
TCGA-63-5128-01A-01R-1443-07	LUSC	1	0.384867322	0.606980178
TCGA-63-5131-01A-01R-1443-07	LUSC	1	0.426260934	0.84700851
TCGA-63-6202-01A-11R-1820-07	LUSC	1	0.389670565	0.416103247
TCGA-63-7020-01A-11R-1949-07	LUSC	1	0.361860935	0.771786324
TCGA-63-7021-01A-11R-1949-07	LUSC	1	0.364626943	0.761552903
TCGA-63-7022-01A-11R-1949-07	LUSC	1	0.223525696	0.64524143
TCGA-63-7023-01A-11R-1949-07	LUSC	1	0.57793003	0.653815757
TCGA-63-A5M9-01A-11R-A26W-07	LUSC	1	0.475020567	0.833021268
TCGA-63-A5MB-01A-11R-A26W-07	LUSC	1	0.457094432	0.887993096
TCGA-63-A5MG-01A-12R-A27Q-07	LUSC	1	0.31966836	0.540867378
TCGA-63-A5MH-01A-12R-A27Q-07	LUSC	1	0.376592142	0.545848717
TCGA-63-A5MI-01A-12R-A27Q-07	LUSC	1	0.497737051	0.722509097
TCGA-63-A5MJ-01A-11R-A27Q-07	LUSC	1	0.466456359	0.720930403
TCGA-63-A5ML-01A-31R-A27Q-07	LUSC	1	0.382195651	0.692000389
TCGA-63-A5MM-01A-11R-A26W-07	LUSC	1	0.311937988	0.602421012
TCGA-63-A5MN-01A-22R-A27Q-07	LUSC	1	0.247291387	0.484687601
TCGA-63-A5MP-01A-11R-A26W-07	LUSC	1	0.478176725	0.838736744
TCGA-63-A5MR-01A-31R-A27Q-07	LUSC	1	0.413388049	0.629685455
TCGA-63-A5MS-01A-11R-A26W-07	LUSC	1	0.20950926	0.553611321
TCGA-63-A5MT-01A-21R-A26W-07	LUSC	1	0.369396649	0.604788061
TCGA-63-A5MU-01A-11R-A26W-07	LUSC	1	0.525947047	0.702032701
TCGA-63-A5MV-01A-21R-A26W-07	LUSC	1	0.280722953	0.683248248
TCGA-63-A5MW-01A-11R-A26W-07	LUSC	1	0.25967363	0.696836644
TCGA-63-A5MY-01A-11R-A26W-07	LUSC	1	0.556099873	0.658589637
TCGA-64-1676-01A-01R-0946-07	LUAD	1	0.375785187	0.628478494
TCGA-64-1677-01A-01R-0946-07	LUAD	1	0.448073877	0.647635447
TCGA-64-1678-01A-01R-0946-07	LUAD	1	0.522516809	0.634473636
TCGA-64-1679-01A-21R-2066-07	LUAD	1	0.253946068	0.607210497
TCGA-64-1680-01A-02R-0946-07	LUAD	1	0.343068594	0.623767302
TCGA-64-1681-01A-11R-2066-07	LUAD	1	0.266973537	0.58041762
TCGA-64-5774-01A-01R-1628-07	LUAD	1	0.394740075	0.493502024
TCGA-64-5775-01A-01R-1628-07	LUAD	1	0.376866069	0.646420897
TCGA-64-5778-01A-01R-1628-07	LUAD	1	0.398623407	0.476708332
TCGA-64-5779-01A-01R-1628-07	LUAD	1	0.300396906	0.648204388
TCGA-64-5781-01A-01R-1628-07	LUAD	1	0.335352232	0.551733005
TCGA-64-5815-01A-01R-1628-07	LUAD	1	0.200791846	0.559772977
TCGA-66-2727-01A-01R-0980-07	LUSC	1	0.486303446	0.790419043
TCGA-66-2734-01A-01R-0980-07	LUSC	1	0.353238041	0.633159314
TCGA-66-2737-01A-01R-0980-07	LUSC	1	0.308406573	0.840954262
TCGA-66-2742-01A-01R-0980-07	LUSC	1	0.370465728	0.560173582
TCGA-66-2744-01A-01R-0980-07	LUSC	1	0.345575012	0.655694634
TCGA-66-2753-01A-01R-0980-07	LUSC	1	0.403574261	0.528230594
TCGA-66-2754-01A-01R-0980-07	LUSC	1	0.658453039	0.68292369
TCGA-66-2755-01A-01R-0851-07	LUSC	1	0.442464509	0.661411209
TCGA-66-2756-01A-01R-0851-07	LUSC	1	0.511255785	0.49193448
TCGA-66-2757-01A-01R-0851-07	LUSC	1	0.534879409	0.59995158
TCGA-66-2758-01A-02R-0851-07	LUSC	1	0.485819541	0.708907673
TCGA-66-2759-01A-01R-0851-07	LUSC	1	0.449245245	0.674217838
TCGA-66-2763-01A-01R-0851-07	LUSC	1	0.448778297	0.577052139
TCGA-66-2765-01A-01R-0851-07	LUSC	1	0.380414195	0.638091036
TCGA-66-2766-01A-01R-0851-07	LUSC	1	0.451314303	0.731927269
TCGA-66-2767-01A-01R-0851-07	LUSC	1	0.349631964	0.673036157
TCGA-66-2768-01A-01R-0851-07	LUSC	1	0.412765376	0.656093631
TCGA-66-2769-01A-02R-0851-07	LUSC	1	0.333714144	0.63558411
TCGA-66-2770-01A-01R-0851-07	LUSC	1	0.35289612	0.740174919
TCGA-66-2771-01A-01R-0980-07	LUSC	1	0.496159382	0.802367874
TCGA-66-2773-01A-01R-1201-07	LUSC	1	0.390832766	0.746855033
TCGA-66-2777-01A-01R-1201-07	LUSC	1	0.410531872	0.925819043
TCGA-66-2778-01A-02R-0851-07	LUSC	1	0.47416895	0.868470694
TCGA-66-2780-01A-01R-0851-07	LUSC	1	0.337579905	0.575520768
TCGA-66-2781-01A-01R-0851-07	LUSC	1	0.420010496	0.860079347
TCGA-66-2782-01A-01R-0851-07	LUSC	1	0.386882529	0.465639118
TCGA-66-2783-01A-01R-1201-07	LUSC	1	0.420800622	0.750071215
TCGA-66-2785-01A-01R-0851-07	LUSC	1	0.445888612	0.638826574
TCGA-66-2786-01A-01R-0851-07	LUSC	1	0.371853777	0.605294496
TCGA-66-2787-01A-01R-0980-07	LUSC	1	0.490212393	0.889669599
TCGA-66-2788-01A-01R-0980-07	LUSC	1	0.310404146	0.758816537
TCGA-66-2789-01A-01R-0980-07	LUSC	1	0.236547505	0.642722427
TCGA-66-2790-01A-01R-0980-07	LUSC	1	0.353497403	0.681523954
TCGA-66-2791-01A-01R-0980-07	LUSC	1	0.402788674	0.77914627
TCGA-66-2792-01A-01R-0980-07	LUSC	1	0.423114643	0.815934485
TCGA-66-2793-01A-01R-1201-07	LUSC	1	0.482817718	0.433864682
TCGA-66-2794-01A-01R-1201-07	LUSC	1	0.539707917	0.842872058
TCGA-66-2795-01A-02R-0980-07	LUSC	1	0.425518075	0.760514324
TCGA-66-2800-01A-01R-1201-07	LUSC	1	0.388561263	0.912724055
TCGA-67-3770-01A-01R-0946-07	LUAD	1	0.296550082	0.607048876
TCGA-67-3771-01A-01R-0946-07	LUAD	1	0.374755015	0.655745032
TCGA-67-3772-01A-01R-0946-07	LUAD	1	0.261173717	0.782016066
TCGA-67-3773-01A-01R-0946-07	LUAD	1	0.289673516	0.628906802
TCGA-67-3774-01A-01R-0946-07	LUAD	1	0.253658756	0.602135309
TCGA-67-4679-01B-01R-1755-07	LUAD	1	0.254991161	0.52316334
TCGA-67-6215-01A-11R-1755-07	LUAD	1	0.378269228	0.630759772
TCGA-67-6216-01A-11R-1755-07	LUAD	1	0.309546063	0.453879326
TCGA-67-6217-01A-11R-1755-07	LUAD	1	0.28448994	0.489369198
TCGA-68-7755-01A-11R-2125-07	LUSC	1	0.479809535	0.958906197
TCGA-68-7756-01A-11R-2125-07	LUSC	1	0.347800582	0.773984701
TCGA-68-7757-01B-11R-2296-07	LUSC	1	0.241632966	0.669983403
TCGA-68-8250-01A-11R-2296-07	LUSC	1	0.345505908	0.544786228
TCGA-68-8251-01A-11R-2296-07	LUSC	1	0.433764896	0.541773124
TCGA-68-A59I-01A-11R-A262-07	LUSC	1	0.239735694	0.64822086
TCGA-68-A59J-01A-21R-A26W-07	LUSC	1	0.409242659	0.684153603
TCGA-69-7760-01A-11R-2170-07	LUAD	1	0.377567855	0.417407249
TCGA-69-7761-01A-11R-2170-07	LUAD	1	0.308124194	0.864045907
TCGA-69-7763-01A-11R-2170-07	LUAD	1	0.229129455	0.588901386
TCGA-69-7764-01A-11R-2170-07	LUAD	1	0.29816069	0.560929205
TCGA-69-7765-01A-11R-2170-07	LUAD	1	0.263677364	0.554732718
TCGA-69-7973-01A-11R-2187-07	LUAD	1	0.393757833	0.667103637
TCGA-69-7974-01A-11R-2187-07	LUAD	1	0.332657064	0.54585939
TCGA-69-7978-01A-11R-2187-07	LUAD	1	0.289222436	0.405347511
TCGA-69-7979-01A-11R-2187-07	LUAD	1	0.336752727	0.62554955
TCGA-69-7980-01A-11R-2187-07	LUAD	1	0.256338311	0.329916808
TCGA-69-8253-01A-11R-2287-07	LUAD	1	0.354350431	0.640115654
TCGA-69-8254-01A-11R-2287-07	LUAD	1	0.257944784	0.576307143
TCGA-69-8255-01A-11R-2287-07	LUAD	1	0.592343044	0.758310102
TCGA-69-8453-01A-12R-2326-07	LUAD	1	0.257112565	0.664981435
TCGA-69-A59K-01A-11R-A262-07	LUAD	1	0.37406557	0.31269181
TCGA-6A-AB49-01A-12R-A405-07	LUSC	1	0.418876841	0.477647282
TCGA-6D-AA2E-01A-11R-A37O-07	KIRC	1	0.189998897	0.444932265
TCGA-70-6722-01A-11R-1820-07	LUSC	1	0.356623891	0.566323146
TCGA-70-6723-01A-11R-1820-07	LUSC	1	0.550535517	0.830271448
TCGA-71-6725-01A-11R-1858-07	LUAD	1	0.369075819	0.613252755
TCGA-71-8520-01A-11R-2403-07	LUAD	1	0.238446687	0.501210122
TCGA-73-4658-01A-01R-1755-07	LUAD	1	0.223190927	0.611937233
TCGA-73-4659-01A-01R-1206-07	LUAD	1	0.324266216	0.727369358
TCGA-73-4662-01A-01R-1206-07	LUAD	1	0.32187962	0.306520139
TCGA-73-4666-01A-01R-1206-07	LUAD	1	0.485844094	0.609514785
TCGA-73-4668-01A-01R-1206-07	LUAD	1	0.323929045	0.625671296
TCGA-73-4670-01A-01R-1206-07	LUAD	1	0.390709962	0.619627873
TCGA-73-4675-01A-01R-1206-07	LUAD	1	0.271745088	0.549223572
TCGA-73-4676-01A-01R-1755-07	LUAD	1	0.416952895	0.649558194
TCGA-73-4676-11A-01R-1755-07	LUAD	11	0.202995022	0.643889819
TCGA-73-4677-01A-01R-1206-07	LUAD	1	0.318347295	0.65646851
TCGA-73-7498-01A-12R-2187-07	LUAD	1	0.230373309	0.518753005
TCGA-73-7499-01A-11R-2187-07	LUAD	1	0.41142817	0.577826446
TCGA-73-A9RS-01A-11R-A41B-07	LUAD	1	0.450107963	0.400767254
TCGA-75-5122-01A-01R-1755-07	LUAD	1	0.341166568	0.620836037
TCGA-75-5125-01A-01R-1755-07	LUAD	1	0.395178375	0.316178597
TCGA-75-5126-01A-01R-1755-07	LUAD	1	0.345665495	0.59120575
TCGA-75-5146-01A-01R-1628-07	LUAD	1	0.307830784	0.635198255
TCGA-75-5147-01A-01R-1628-07	LUAD	1	0.388461825	0.64436231
TCGA-75-6203-01A-11R-1755-07	LUAD	1	0.227291252	0.604542008
TCGA-75-6205-01A-11R-1755-07	LUAD	1	0.318260866	0.578211006
TCGA-75-6206-01A-11R-1755-07	LUAD	1	0.280086035	0.635643262
TCGA-75-6207-01A-11R-1755-07	LUAD	1	0.482396803	0.57560778
TCGA-75-6211-01A-11R-1755-07	LUAD	1	0.41393106	0.642489968
TCGA-75-6212-01A-11R-1755-07	LUAD	1	0.322100657	0.571076835
TCGA-75-6214-01A-41R-1949-07	LUAD	1	0.380558308	0.53354959
TCGA-75-7025-01A-12R-1949-07	LUAD	1	0.162307494	0.420371779
TCGA-75-7027-01A-11R-1949-07	LUAD	1	0.338381143	0.572279781
TCGA-75-7030-01A-11R-1949-07	LUAD	1	0.092294123	0.518992707
TCGA-75-7031-01A-11R-1949-07	LUAD	1	0.415636328	0.81305067
TCGA-76-4925-01A-01R-1850-01	GBM	1	0.362946925	0.550381141
TCGA-76-4926-01B-01R-1850-01	GBM	1	0.288778876	0.461778953
TCGA-76-4927-01A-01R-1850-01	GBM	1	0.254308338	0.571177246
TCGA-76-4928-01B-01R-1850-01	GBM	1	0.239545903	0.501617081
TCGA-76-4929-01A-01R-1850-01	GBM	1	0.271018231	0.438329801
TCGA-76-4931-01A-01R-1850-01	GBM	1	0.326860605	0.518043044
TCGA-76-4932-01A-01R-1850-01	GBM	1	0.316758985	0.449429911
TCGA-77-6842-01A-11R-1949-07	LUSC	1	0.387311903	0.535937068
TCGA-77-6843-01A-11R-1949-07	LUSC	1	0.430639504	0.722353243
TCGA-77-6844-01A-11R-1949-07	LUSC	1	0.441489933	0.630688575
TCGA-77-6845-01A-11R-1949-07	LUSC	1	0.493351448	0.691543168
TCGA-77-7138-01A-41R-2045-07	LUSC	1	0.497968102	0.644289963
TCGA-77-7138-11A-01R-2045-07	LUSC	11	0.163110569	0.526580085
TCGA-77-7139-01A-11R-2045-07	LUSC	1	0.564203337	0.872860305
TCGA-77-7140-01A-41R-2045-07	LUSC	1	0.472136708	0.822458488
TCGA-77-7141-01A-11R-2045-07	LUSC	1	0.496339399	0.905537884
TCGA-77-7142-01A-11R-2045-07	LUSC	1	0.431766888	0.855497319
TCGA-77-7142-11A-01R-2045-07	LUSC	11	0.155974907	0.57710167
TCGA-77-7335-01A-11R-2045-07	LUSC	1	0.289915191	0.76228686
TCGA-77-7335-11A-01R-2045-07	LUSC	11	0.214134554	0.631604981
TCGA-77-7337-01A-21R-2045-07	LUSC	1	0.402329835	0.801308814
TCGA-77-7337-11A-01R-2045-07	LUSC	11	0.179716539	0.493105638
TCGA-77-7338-01A-11R-2045-07	LUSC	1	0.320833873	0.784572355
TCGA-77-7338-11A-01R-2045-07	LUSC	11	0.164549549	0.584324412
TCGA-77-7463-01A-11R-2045-07	LUSC	1	0.513049795	0.770874504
TCGA-77-7465-01A-11R-2045-07	LUSC	1	0.471701842	0.678905329
TCGA-77-8007-01A-11R-2187-07	LUSC	1	0.357904135	0.589027032
TCGA-77-8007-11A-01R-2187-07	LUSC	11	0.202759618	0.710101415
TCGA-77-8008-01A-21R-2187-07	LUSC	1	0.15707778	0.450639007
TCGA-77-8008-11A-01R-2187-07	LUSC	11	0.145439744	0.618255625
TCGA-77-8009-01A-11R-2187-07	LUSC	1	0.45740028	0.734229474
TCGA-77-8128-01A-11R-2247-07	LUSC	1	0.424439853	0.82971678
TCGA-77-8130-01A-11R-2247-07	LUSC	1	0.216751467	0.60549704
TCGA-77-8131-01A-11R-2247-07	LUSC	1	0.317026789	0.718843465
TCGA-77-8133-01A-12R-2247-07	LUSC	1	0.393150039	0.650534892
TCGA-77-8136-01A-11R-2247-07	LUSC	1	0.326098204	0.470002509
TCGA-77-8139-01A-11R-2247-07	LUSC	1	0.456865607	0.651172871
TCGA-77-8140-01A-11R-2247-07	LUSC	1	0.395622083	0.50352225
TCGA-77-8143-01A-11R-2247-07	LUSC	1	0.565735891	0.812375416
TCGA-77-8144-01A-11R-2247-07	LUSC	1	0.576730051	0.830379366
TCGA-77-8145-01A-11R-2247-07	LUSC	1	0.240195268	0.652197804
TCGA-77-8146-01A-11R-2247-07	LUSC	1	0.299493003	0.712536204
TCGA-77-8148-01A-11R-2247-07	LUSC	1	0.482693789	0.708872436
TCGA-77-8150-01A-11R-2247-07	LUSC	1	0.45965525	0.664904856
TCGA-77-8153-01A-11R-2403-07	LUSC	1	0.471278852	0.702842499
TCGA-77-8154-01A-11R-2247-07	LUSC	1	0.480634769	0.628227592
TCGA-77-8156-01A-11R-2247-07	LUSC	1	0.42858336	0.69232694
TCGA-77-A5FZ-01A-31R-A27Q-07	LUSC	1	0.209167884	0.514844743
TCGA-77-A5G1-01A-11R-A27Q-07	LUSC	1	0.302200839	0.794386838
TCGA-77-A5G3-01A-31R-A27Q-07	LUSC	1	0.473058177	0.75113479
TCGA-77-A5G6-01A-11R-A27Q-07	LUSC	1	0.431793507	0.592184971
TCGA-77-A5G7-01B-11R-A27Q-07	LUSC	1	0.542380033	0.815970016
TCGA-77-A5G8-01B-11R-A27Q-07	LUSC	1	0.416061939	0.653501161
TCGA-77-A5GB-01B-11R-A27Q-07	LUSC	1	0.402242617	0.658008699
TCGA-77-A5GF-01A-21R-A27Q-07	LUSC	1	0.440039556	0.823169285
TCGA-77-A5GH-01A-11R-A27Q-07	LUSC	1	0.335388059	0.58896421
TCGA-78-7143-01A-11R-2039-07	LUAD	1	0.362634173	0.411474729
TCGA-78-7145-01A-11R-2039-07	LUAD	1	0.360986209	0.509986839
TCGA-78-7146-01A-11R-2039-07	LUAD	1	0.453181811	0.570313015
TCGA-78-7147-01A-11R-2039-07	LUAD	1	0.378669836	0.726260025
TCGA-78-7148-01A-11R-2039-07	LUAD	1	0.35888622	0.537649299
TCGA-78-7149-01A-11R-2039-07	LUAD	1	0.2998106	0.53793869
TCGA-78-7150-01A-21R-2039-07	LUAD	1	0.393010435	0.698888439
TCGA-78-7152-01A-11R-2039-07	LUAD	1	0.370694939	0.594162488
TCGA-78-7153-01A-11R-2039-07	LUAD	1	0.423454554	0.713474882
TCGA-78-7154-01A-11R-2039-07	LUAD	1	0.490402485	0.870931517
TCGA-78-7155-01A-11R-2039-07	LUAD	1	0.599429015	0.593574152
TCGA-78-7156-01A-11R-2039-07	LUAD	1	0.318133541	0.509792427
TCGA-78-7158-01A-11R-2039-07	LUAD	1	0.404713736	0.503621715
TCGA-78-7159-01A-11R-2039-07	LUAD	1	0.358064954	0.583094496
TCGA-78-7160-01A-11R-2039-07	LUAD	1	0.320022118	0.563146552
TCGA-78-7161-01A-11R-2039-07	LUAD	1	0.262279432	0.562282387
TCGA-78-7162-01A-21R-2066-07	LUAD	1	0.278699001	0.635148884
TCGA-78-7163-01A-12R-2066-07	LUAD	1	0.395357693	0.695305274
TCGA-78-7166-01A-12R-2066-07	LUAD	1	0.377007063	0.474307216
TCGA-78-7167-01A-11R-2066-07	LUAD	1	0.294915884	0.598576968
TCGA-78-7220-01A-11R-2039-07	LUAD	1	0.470929388	0.780014443
TCGA-78-7535-01A-11R-2066-07	LUAD	1	0.357394113	0.59663563
TCGA-78-7536-01A-11R-2066-07	LUAD	1	0.498888187	0.511242351
TCGA-78-7537-01A-11R-2066-07	LUAD	1	0.285213751	0.49961847
TCGA-78-7539-01A-11R-2066-07	LUAD	1	0.360643896	0.495470529
TCGA-78-7540-01A-11R-2066-07	LUAD	1	0.274042237	0.624707824
TCGA-78-7542-01A-21R-2066-07	LUAD	1	0.429524751	0.605822607
TCGA-78-7633-01A-11R-2066-07	LUAD	1	0.32010218	0.531668547
TCGA-78-8640-01A-11R-2403-07	LUAD	1	0.499646699	0.563681115
TCGA-78-8648-01A-11R-2403-07	LUAD	1	0.139139069	0.5315962
TCGA-78-8655-01A-11R-2403-07	LUAD	1	0.283333403	0.367254412
TCGA-78-8660-01A-11R-2403-07	LUAD	1	0.39313979	0.517413105
TCGA-78-8662-01A-11R-2403-07	LUAD	1	0.408051636	0.416225568
TCGA-79-5596-01A-31R-1949-07	LUSC	1	0.46901764	0.942519374
TCGA-80-5607-01A-31R-1949-07	LUAD	1	0.336245713	0.532425356
TCGA-80-5608-01A-31R-1949-07	LUAD	1	0.353830053	0.664398416
TCGA-80-5611-01A-01R-1628-07	LUAD	1	0.437872599	0.769642281
TCGA-83-5908-01A-21R-2287-07	LUAD	1	0.419045393	0.497398286
TCGA-85-6175-01A-11R-1820-07	LUSC	1	0.138926292	0.570192435
TCGA-85-6560-01A-11R-1820-07	LUSC	1	0.512694451	0.827450487
TCGA-85-6561-01A-11R-1820-07	LUSC	1	0.352699287	0.669984447
TCGA-85-6798-01A-11R-1949-07	LUSC	1	0.411541978	0.722243821
TCGA-85-7696-01A-11R-2125-07	LUSC	1	0.436186056	0.665921956
TCGA-85-7697-01A-11R-2125-07	LUSC	1	0.399126213	0.767557787
TCGA-85-7698-01A-11R-2125-07	LUSC	1	0.368902575	0.783945341
TCGA-85-7699-01A-11R-2125-07	LUSC	1	0.428172255	0.643421789
TCGA-85-7710-01A-11R-2125-07	LUSC	1	0.384643352	0.51806716
TCGA-85-7710-11A-01R-2125-07	LUSC	11	0.266045635	0.514146849
TCGA-85-7843-01A-11R-2125-07	LUSC	1	0.457568256	0.763939601
TCGA-85-7844-01A-11R-2125-07	LUSC	1	0.288624155	0.676050649
TCGA-85-7950-01A-11R-2187-07	LUSC	1	0.371812463	0.675253793
TCGA-85-8048-01A-11R-2247-07	LUSC	1	0.308573002	0.54730635
TCGA-85-8049-01A-11R-2247-07	LUSC	1	0.272814285	0.763623732
TCGA-85-8052-01A-11R-2247-07	LUSC	1	0.428414608	0.60255488
TCGA-85-8070-01A-11R-2247-07	LUSC	1	0.527093842	0.704832069
TCGA-85-8071-01A-11R-2247-07	LUSC	1	0.425005159	0.699103555
TCGA-85-8072-01A-31R-2247-07	LUSC	1	0.406394047	0.736953722
TCGA-85-8276-01A-11R-2296-07	LUSC	1	0.427235	0.782313838
TCGA-85-8277-01A-11R-2296-07	LUSC	1	0.50016542	0.907333344
TCGA-85-8287-01A-11R-2296-07	LUSC	1	0.240482504	0.511733771
TCGA-85-8288-01A-11R-2296-07	LUSC	1	0.362637443	0.679436902
TCGA-85-8350-01A-11R-2296-07	LUSC	1	0.25535259	0.691291919
TCGA-85-8351-01A-11R-2296-07	LUSC	1	0.441827581	0.609933188
TCGA-85-8352-01A-31R-2326-07	LUSC	1	0.547667844	0.492837302
TCGA-85-8353-01A-21R-2296-07	LUSC	1	0.287063437	0.666304649
TCGA-85-8354-01A-31R-2326-07	LUSC	1	0.584392845	0.706459899
TCGA-85-8355-01A-11R-2296-07	LUSC	1	0.38243784	0.66536729
TCGA-85-8479-01A-11R-2326-07	LUSC	1	0.379834848	0.475716424
TCGA-85-8481-01A-11R-2326-07	LUSC	1	0.255678408	0.864370963
TCGA-85-8580-01A-31R-2403-07	LUSC	1	0.474471157	0.822796112
TCGA-85-8582-01A-21R-2403-07	LUSC	1	0.25598686	0.72786285
TCGA-85-8584-01A-11R-2403-07	LUSC	1	0.3401951	0.526735402
TCGA-85-8664-01A-11R-2403-07	LUSC	1	0.455082769	0.422566335
TCGA-85-8666-01A-11R-2403-07	LUSC	1	0.421846731	0.789539522
TCGA-85-A4CL-01A-41R-A26W-07	LUSC	1	0.423132506	0.794915989
TCGA-85-A4CN-01A-11R-A24H-07	LUSC	1	0.411529759	0.772297344
TCGA-85-A4JB-01A-51R-A262-07	LUSC	1	0.376504828	0.569530565
TCGA-85-A4JC-01A-11R-A24Z-07	LUSC	1	0.332545603	0.604809732
TCGA-85-A4PA-01A-11R-A24Z-07	LUSC	1	0.42436549	0.355692665
TCGA-85-A4QQ-01A-41R-A262-07	LUSC	1	0.398847545	0.506515627
TCGA-85-A4QR-01A-11R-A24Z-07	LUSC	1	0.535960674	0.79600261
TCGA-85-A50M-01A-21R-A262-07	LUSC	1	0.261808746	0.566068599
TCGA-85-A50Z-01A-21R-A262-07	LUSC	1	0.439425161	0.659638683
TCGA-85-A510-01A-11R-A26W-07	LUSC	1	0.53810189	0.639741855
TCGA-85-A511-01A-21R-A262-07	LUSC	1	0.347313179	0.744731992
TCGA-85-A512-01A-11R-A26W-07	LUSC	1	0.460954245	0.86862695
TCGA-85-A513-01A-12R-A26W-07	LUSC	1	0.281972118	0.641057304
TCGA-85-A53L-01A-21R-A26W-07	LUSC	1	0.376734041	0.589569642
TCGA-85-A5B5-01A-21R-A26W-07	LUSC	1	0.406235056	0.718663505
TCGA-86-6562-01A-11R-1755-07	LUAD	1	0.255372125	0.661266513
TCGA-86-6851-01A-11R-1949-07	LUAD	1	0.333029442	0.463274145
TCGA-86-7701-01A-11R-2170-07	LUAD	1	0.352098127	0.621522167
TCGA-86-7711-01A-11R-2066-07	LUAD	1	0.416948731	0.589051148
TCGA-86-7713-01A-11R-2066-07	LUAD	1	0.465272014	0.617883014
TCGA-86-7714-01A-12R-2170-07	LUAD	1	0.306896011	0.526336049
TCGA-86-7953-01A-11R-2187-07	LUAD	1	0.373262851	0.506562367
TCGA-86-7954-01A-11R-2187-07	LUAD	1	0.318952255	0.439628406
TCGA-86-7955-01A-11R-2187-07	LUAD	1	0.462865225	0.52708652
TCGA-86-8054-01A-11R-2241-07	LUAD	1	0.43909446	0.543554921
TCGA-86-8055-01A-11R-2241-07	LUAD	1	0.216215572	0.599504197
TCGA-86-8056-01A-11R-2241-07	LUAD	1	0.280051512	0.510301829
TCGA-86-8073-01A-11R-2241-07	LUAD	1	0.305138345	0.585770097
TCGA-86-8074-01A-11R-2241-07	LUAD	1	0.290239061	0.579668732
TCGA-86-8075-01A-11R-2241-07	LUAD	1	0.269168852	0.68510518
TCGA-86-8076-01A-31R-2241-07	LUAD	1	0.296948428	0.556880403
TCGA-86-8278-01A-11R-2287-07	LUAD	1	0.26778304	0.695968466
TCGA-86-8279-01A-11R-2287-07	LUAD	1	0.307544541	0.578670504
TCGA-86-8280-01A-11R-2287-07	LUAD	1	0.236253429	0.532030286
TCGA-86-8281-01A-11R-2287-07	LUAD	1	0.329891625	0.560558093
TCGA-86-8358-01A-11R-2326-07	LUAD	1	0.53491838	0.493901466
TCGA-86-8359-01A-11R-2326-07	LUAD	1	0.293110249	0.510105936
TCGA-86-8585-01A-11R-2403-07	LUAD	1	0.356649352	0.604107917
TCGA-86-8668-01A-11R-2403-07	LUAD	1	0.21227561	0.49671098
TCGA-86-8669-01A-11R-2403-07	LUAD	1	0.324780503	0.436000634
TCGA-86-8671-01A-11R-2403-07	LUAD	1	0.222851023	0.483276811
TCGA-86-8672-01A-21R-2403-07	LUAD	1	0.355453098	0.616411942
TCGA-86-8673-01A-11R-2403-07	LUAD	1	0.344785775	0.622055071
TCGA-86-8674-01A-21R-2403-07	LUAD	1	0.38616523	0.673488155
TCGA-86-A456-01A-11R-A24H-07	LUAD	1	0.267978168	0.482952802
TCGA-86-A4D0-01A-11R-A24H-07	LUAD	1	0.53544895	0.707108205
TCGA-86-A4JF-01A-11R-A24X-07	LUAD	1	0.405396304	0.598166996
TCGA-86-A4P7-01A-11R-A24X-07	LUAD	1	0.234545729	0.554081585
TCGA-86-A4P8-01A-11R-A24X-07	LUAD	1	0.140080361	0.398452124
TCGA-90-6837-01A-11R-1949-07	LUSC	1	0.297859254	0.676069629
TCGA-90-6837-11A-01R-1949-07	LUSC	11	0.141723878	0.642058118
TCGA-90-7766-01A-21R-2125-07	LUSC	1	0.442673399	0.532077096
TCGA-90-7767-01A-11R-2125-07	LUSC	1	0.42367781	0.568107725
TCGA-90-7767-11A-01R-2125-07	LUSC	11	0.132487012	0.520430522
TCGA-90-7769-01A-11R-2125-07	LUSC	1	0.504996903	0.749313206
TCGA-90-7964-01A-21R-2187-07	LUSC	1	0.351978506	0.663602581
TCGA-90-A4ED-01A-31R-A24Z-07	LUSC	1	0.261304753	0.587940543
TCGA-90-A4EE-01A-11R-A24Z-07	LUSC	1	0.430480317	0.463455015
TCGA-90-A59Q-01A-11R-A26W-07	LUSC	1	0.309734768	0.485323576
TCGA-91-6828-01A-11R-1858-07	LUAD	1	0.324667214	0.628301098
TCGA-91-6828-11A-01R-1858-07	LUAD	11	0.169357741	0.488375817
TCGA-91-6829-01A-21R-1858-07	LUAD	1	0.277576976	0.575208564
TCGA-91-6829-11A-01R-1858-07	LUAD	11	0.250264493	0.503232857
TCGA-91-6830-01A-11R-1949-07	LUAD	1	0.247305752	0.610549356
TCGA-91-6831-01A-11R-1858-07	LUAD	1	0.410366058	0.513533364
TCGA-91-6831-11A-02R-1858-07	LUAD	11	0.167525813	0.471296827
TCGA-91-6835-01A-11R-1858-07	LUAD	1	0.296828851	0.510023013
TCGA-91-6835-11A-01R-1858-07	LUAD	11	0.122961109	0.481314476
TCGA-91-6836-01A-21R-1858-07	LUAD	1	0.505413305	0.486571749
